ID,Age,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM
14334,22,Francisco Chavez,0.5 Stars,1.5 Stars,Normal,50,40,35,65,50,-,-,40,-,-,-,-,-,-,-,45
13533,22,Gilles Checchinato,1.5 Stars,1.5 Stars,Normal,45,35,35,50,35,-,-,40,-,-,-,-,-,-,-,45
16704,17,Sun-taek Cho,0.5 Stars,1.5 Stars,Normal,35,25,40,40,45,-,25,-,-,-,-,-,-,-,-,55
13400,23,Dae-je Choi,0.5 Stars,1.5 Stars,Normal,40,30,40,45,40,-,-,45,-,-,-,-,-,-,-,40
15245,20,Kwang-sik Choi,0.5 Stars,1.5 Stars,Normal,50,30,25,50,50,65,-,-,-,55,-,-,-,-,-,45
16348,27,Min-hyuk Choi,1.5 Stars,1.5 Stars,Normal,50,25,45,50,-,-,-,50,-,35,-,-,-,-,-,35
16409,22,Oh-min Choi,1.5 Stars,1.5 Stars,Durable,50,30,50,50,-,60,-,-,-,-,-,-,-,-,-,25
13513,22,Marius Cipriani,1.0 Stars,1.5 Stars,Fragile,45,25,35,50,40,-,35,45,-,-,-,-,-,-,-,50
14797,20,Rodolphe Citti,1.0 Stars,1.5 Stars,Normal,50,45,35,50,45,55,50,-,-,-,-,-,-,-,-,30
12824,24,Pablo Clark,1.5 Stars,1.5 Stars,Normal,35,25,40,40,35,45,40,-,-,-,-,-,-,-,-,65
16196,18,Darren Clarke,0.5 Stars,1.5 Stars,Normal,40,30,35,50,35,40,45,-,-,-,-,-,-,-,-,50
13791,26,MATT CLAYTON,1.5 Stars,1.5 Stars,Fragile,40,40,40,40,-,45,-,40,-,-,-,-,-,-,-,55
14059,23,Norman Clow,1.5 Stars,1.5 Stars,Fragile,45,25,45,40,50,45,35,-,45,45,-,-,-,-,-,45
16753,17,Randall Colcott,0.5 Stars,1.5 Stars,Normal,40,20,50,40,40,40,40,-,40,-,-,-,-,-,-,55
16226,21,Dermott Cole,1.5 Stars,1.5 Stars,Normal,45,45,45,45,50,45,40,-,-,-,-,-,-,-,-,45
13919,26,Chris Coles,1.5 Stars,1.5 Stars,Normal,55,30,40,55,-,60,55,-,45,-,-,-,-,-,-,35
16396,20,Brenton Collier,0.5 Stars,1.5 Stars,Normal,40,30,40,50,50,-,-,-,-,-,-,-,-,-,-,50
14814,20,Brody Collins,1.0 Stars,1.5 Stars,Durable,45,35,40,45,50,-,-,-,50,-,-,-,-,-,-,55
16321,17,Oisín Collins,0.5 Stars,1.5 Stars,Durable,40,30,45,45,45,-,45,-,-,-,-,-,-,-,-,40
14596,20,Rick Connett,0.5 Stars,1.5 Stars,Durable,45,30,40,65,50,-,-,45,-,-,-,-,40,-,-,45
17810,16,Samuel Cooper,0.5 Stars,1.5 Stars,Normal,40,30,30,45,45,45,40,-,-,-,-,-,-,-,-,60
15608,19,Fabroni Corbucca,0.5 Stars,1.5 Stars,Normal,40,30,35,45,45,-,40,-,-,-,-,-,-,25,-,70
14250,21,Calvin Cornell,1.5 Stars,1.5 Stars,Fragile,55,25,45,-,-,-,80,-,-,70,-,-,-,-,-,30
15484,20,Juan Corneto,0.5 Stars,1.5 Stars,Fragile,35,20,35,40,40,40,-,-,-,-,-,-,-,-,-,45
15933,19,Alvaro Cortez,0.5 Stars,1.5 Stars,Normal,40,25,45,40,50,-,-,-,50,-,-,-,-,-,-,35
14933,20,Corrado Cossa,0.5 Stars,1.5 Stars,Normal,45,25,50,50,-,40,-,50,-,50,-,-,-,-,-,45
13589,22,Bastien Cottolengo,1.5 Stars,1.5 Stars,Normal,45,30,40,55,45,-,-,-,45,-,-,-,-,-,-,35
14571,19,Dermot Cox,1.5 Stars,1.5 Stars,Normal,55,40,20,80,45,-,-,-,-,-,-,-,-,-,-,25
11811,25,Gordon Crabtree,1.5 Stars,1.5 Stars,Normal,45,35,30,50,35,-,50,40,-,-,-,-,-,-,-,45
17294,17,Harold Creasey,0.5 Stars,1.5 Stars,Normal,40,30,35,45,50,-,-,-,40,-,-,-,-,-,-,55
14796,21,Gertrudes Cruz,1.0 Stars,1.5 Stars,Fragile,45,20,35,50,50,-,-,-,-,-,-,-,-,-,-,30
17200,17,Luis Cruz,0.5 Stars,1.5 Stars,Normal,40,35,45,40,40,40,40,-,-,-,-,-,-,-,-,50
14708,21,Declan Curnow,1.0 Stars,1.5 Stars,Durable,45,25,45,45,40,55,50,-,-,-,-,-,-,-,-,40
14063,22,Connor Curtis,1.5 Stars,1.5 Stars,Normal,50,20,45,55,50,-,-,45,-,-,-,-,-,-,-,45
13305,22,Cody Cyr,1.5 Stars,1.5 Stars,Normal,40,40,35,40,25,-,-,35,-,-,-,-,-,-,-,30
13156,23,Mendel Daamen,1.5 Stars,1.5 Stars,Normal,40,30,55,45,50,-,40,-,-,-,-,-,-,-,-,40
16180,18,Alastair Darcy,0.5 Stars,1.5 Stars,Fragile,50,25,40,50,50,-,55,-,-,50,-,-,-,-,-,35
12433,23,IJSBRAND DE BRUIJN,1.5 Stars,1.5 Stars,Normal,50,40,35,50,40,-,50,50,-,-,-,-,-,35,-,35
14533,24,Nalle de Graaf,1.0 Stars,1.5 Stars,Normal,45,20,35,45,-,-,45,-,-,50,-,-,-,-,-,25
14975,20,Mario de la Rosa,1.0 Stars,1.5 Stars,Normal,40,35,40,35,35,-,-,35,-,-,-,-,-,-,-,50
13213,24,CESAR DE LEON,1.0 Stars,1.5 Stars,Normal,45,20,45,55,50,-,40,-,-,-,-,35,-,-,-,60
16581,18,Roberto de Leon,0.5 Stars,1.5 Stars,Normal,40,25,45,40,40,40,-,40,-,-,-,-,-,-,-,35
14690,21,Willie de Leon,1.0 Stars,1.5 Stars,Normal,35,20,35,40,35,-,35,-,-,-,-,-,-,-,-,35
16492,18,Ijsbrand de Lijster,0.5 Stars,1.5 Stars,Normal,40,30,40,45,40,45,-,45,-,-,-,-,-,-,-,45
17215,17,Eppe de Wind,0.5 Stars,1.5 Stars,Normal,40,20,45,45,45,-,-,40,-,-,-,-,-,-,-,65
15547,19,Onne de Wit,0.5 Stars,1.5 Stars,Normal,35,45,45,40,40,-,35,-,-,-,-,-,-,-,-,40
13679,23,Coen de Zwart,1.5 Stars,1.5 Stars,Normal,45,30,45,50,40,-,-,-,45,-,-,-,-,-,-,45
10423,27,Pete Dean,1.5 Stars,1.5 Stars,Fragile,50,30,35,-,55,-,-,-,50,50,-,-,-,-,-,30
17362,17,Neville Dekker,0.5 Stars,1.5 Stars,Durable,40,20,45,40,50,-,-,-,50,-,-,-,-,-,-,55
13363,21,Edwin Deniz,1.0 Stars,1.5 Stars,Normal,40,40,40,50,35,-,45,35,-,-,-,-,-,-,-,60
15334,19,Maurice Devereux,1.0 Stars,1.5 Stars,Normal,65,30,40,65,60,-,-,-,80,-,-,-,-,-,-,35
14169,22,Hussein Dharr,1.5 Stars,1.5 Stars,Fragile,45,45,40,45,45,45,-,-,45,-,-,-,-,-,-,45
14515,20,Sean Dial,1.5 Stars,1.5 Stars,Normal,60,40,25,80,55,-,-,50,-,-,-,45,-,50,-,35
14649,21,Santiago Diaz,1.5 Stars,1.5 Stars,Normal,40,35,55,45,40,-,-,40,-,-,-,45,-,-,-,40
13110,23,Dave Diego,1.5 Stars,1.5 Stars,Normal,45,45,35,50,40,40,-,45,40,-,-,-,-,50,-,55
13086,22,Chris Dixon,1.5 Stars,1.5 Stars,Normal,45,50,40,45,40,-,40,40,-,45,-,-,-,-,-,40
14392,21,Aca Djuretic,1.0 Stars,1.5 Stars,Normal,50,40,40,65,50,-,-,-,50,-,-,-,-,50,-,50
16029,19,Tsuneharu Doi,0.5 Stars,1.5 Stars,Normal,35,35,35,35,40,35,35,35,30,-,-,-,-,-,-,45
14296,22,David Dominguez,1.5 Stars,1.5 Stars,Normal,65,25,30,80,50,-,-,65,50,-,-,-,-,-,-,65
13120,23,Ramon Dominguez,1.5 Stars,1.5 Stars,Fragile,55,30,30,60,50,70,65,-,65,-,-,-,-,65,-,30
16604,18,Brando Donzelli,0.5 Stars,1.5 Stars,Normal,40,30,35,45,40,-,-,35,-,-,-,-,-,-,-,40
17556,16,Vittoriano Dore,0.5 Stars,1.5 Stars,Normal,35,40,50,35,35,35,-,35,-,35,-,-,-,-,-,35
14807,20,Damian Dowling,1.0 Stars,1.5 Stars,Normal,50,55,20,65,50,-,-,-,-,-,-,-,75,-,-,65
15290,20,Isaac Downing,1.0 Stars,1.5 Stars,Normal,35,40,45,40,35,-,-,-,30,-,-,-,-,-,-,45
11576,24,ROBBY DROHAN,1.5 Stars,1.5 Stars,Normal,40,40,45,40,35,-,-,40,40,-,-,-,-,-,-,40
13392,22,Harry Drost,1.0 Stars,1.5 Stars,Normal,55,20,40,65,-,70,-,-,-,-,-,-,-,-,-,30
17658,14,Ryan Duckworth,0.5 Stars,1.5 Stars,Normal,40,30,40,40,-,-,-,40,-,40,-,-,-,-,-,35
15132,20,David Durand,1.0 Stars,1.5 Stars,Normal,30,35,35,30,35,-,25,-,-,-,-,-,-,-,-,45
14071,22,Jörg Ebner,1.5 Stars,1.5 Stars,Normal,50,25,35,80,50,-,-,45,-,-,-,-,-,-,-,40
16766,17,Henry Edwards,0.5 Stars,1.5 Stars,Normal,40,30,45,45,35,-,-,-,40,-,-,-,-,-,-,50
11617,24,ISAIAH EDWARDS,1.5 Stars,1.5 Stars,Fragile,50,40,45,65,50,-,75,-,-,-,-,-,-,-,-,30
17289,17,Velimir Erkocevic,0.5 Stars,1.5 Stars,Normal,40,30,45,45,45,40,45,-,-,-,-,-,-,-,-,60
14076,22,Alvaro Espana,1.5 Stars,1.5 Stars,Normal,40,35,25,45,35,-,40,40,-,-,-,-,-,-,-,25
16119,19,Oscar Esparza,0.5 Stars,1.5 Stars,Normal,45,40,45,45,45,-,-,45,-,-,-,-,-,-,-,40
16651,18,Danny Estrada,0.5 Stars,1.5 Stars,Normal,40,25,45,40,40,-,-,40,-,-,-,-,-,-,-,35
14787,22,Miguel Estrada,1.5 Stars,1.5 Stars,Normal,40,40,45,45,35,-,-,40,-,-,-,-,-,-,-,45
17441,17,Tokitaka Eto,1.5 Stars,1.5 Stars,Normal,50,30,50,55,-,-,-,-,50,-,-,-,-,-,-,25
10641,27,ALEC EVANS,1.5 Stars,1.5 Stars,Normal,45,35,45,50,55,-,-,50,-,45,-,-,-,-,-,65
14342,21,Muhsin Fadil,1.0 Stars,1.5 Stars,Normal,35,45,45,40,40,-,-,-,-,40,-,-,-,-,-,45
13704,22,Matt Fairbank,1.5 Stars,1.5 Stars,Normal,45,40,40,45,35,45,-,-,45,-,-,-,-,-,-,35
14823,20,Zayd Fakhiri,1.5 Stars,1.5 Stars,Normal,45,35,40,-,-,50,-,-,-,50,-,-,-,-,-,30
11970,25,Callum Farrow,1.5 Stars,1.5 Stars,Fragile,40,30,50,40,-,-,-,40,-,40,-,-,-,-,-,40
15269,19,Arwarh Fatin,0.5 Stars,1.5 Stars,Normal,40,40,30,45,45,-,-,35,-,-,-,-,-,-,-,40
15585,23,Jonas Feitor,1.5 Stars,1.5 Stars,Normal,35,50,50,35,-,35,-,-,-,40,-,-,-,-,-,30
15240,20,Ray Fell,1.5 Stars,1.5 Stars,Normal,45,30,45,55,45,-,-,-,50,-,-,-,-,-,-,35
15184,20,Jesus Fernandez,0.5 Stars,1.5 Stars,Normal,45,35,45,45,45,45,-,45,-,-,35,-,-,-,-,40
14455,20,Joseph Field,1.0 Stars,1.5 Stars,Normal,45,30,45,50,55,-,-,-,-,-,-,-,-,-,-,25
15295,20,William Finney,1.0 Stars,1.5 Stars,Normal,45,25,40,40,-,45,-,45,-,-,-,-,-,-,-,50
15443,19,Samuele Fisichella,0.5 Stars,1.5 Stars,Normal,45,40,40,45,55,-,35,-,-,-,-,-,-,-,-,55
12355,28,JOHN FITZSIMMONS,1.5 Stars,1.5 Stars,Fragile,50,30,45,50,55,65,50,40,-,-,50,-,-,-,-,60
14046,22,Vern Flemming,1.5 Stars,1.5 Stars,Normal,45,40,35,50,45,-,-,-,45,-,-,-,-,-,-,35
10625,26,DEAN FLESCH,1.5 Stars,1.5 Stars,Normal,50,30,30,75,-,-,60,55,-,-,-,-,-,-,-,40
17667,15,Scott Fletcher,0.5 Stars,1.5 Stars,Fragile,45,45,25,50,45,-,50,35,-,-,-,-,-,-,-,50
12779,23,Albert Flores,1.5 Stars,1.5 Stars,Normal,40,40,45,45,50,45,-,-,30,-,-,-,-,-,-,45
13763,22,David Flores,1.5 Stars,1.5 Stars,Normal,50,35,45,55,55,-,-,-,-,-,-,-,-,60,-,40
11591,25,PEDRO FLORES,1.5 Stars,1.5 Stars,Normal,50,30,35,70,-,-,65,-,-,-,-,-,-,-,-,30
14238,22,Joey Foster,1.0 Stars,1.5 Stars,Normal,45,45,30,50,30,45,-,-,-,50,-,-,-,-,-,40
15116,19,Josiah Foster,1.5 Stars,1.5 Stars,Normal,55,40,25,80,-,80,-,-,-,-,-,-,-,-,-,35
14754,21,Harry Fowlow,1.0 Stars,1.5 Stars,Normal,40,35,45,45,45,-,35,-,-,-,-,-,-,-,-,70
15668,18,Henry Fox,0.5 Stars,1.5 Stars,Normal,45,45,40,45,45,50,-,-,50,-,-,-,-,-,-,35
12418,23,BENEDITO FRADESSO,1.5 Stars,1.5 Stars,Normal,40,40,45,40,45,-,-,45,-,-,-,-,-,-,-,45
13490,23,Aquiles Francisco,1.5 Stars,1.5 Stars,Normal,50,45,20,55,45,45,50,-,50,-,-,-,-,-,-,50
12003,24,Miguel Franco,1.5 Stars,1.5 Stars,Normal,50,25,40,50,50,-,50,-,-,-,-,-,-,-,-,60
15311,19,Pete Fraser,0.5 Stars,1.5 Stars,Normal,50,35,30,60,60,-,-,40,-,-,-,-,-,-,-,50
15553,23,Keiran Frew,1.5 Stars,1.5 Stars,Normal,45,30,45,50,50,-,-,-,-,50,-,-,-,-,-,35
13262,27,Chris Frey,1.5 Stars,1.5 Stars,Normal,45,45,45,-,45,50,50,-,25,45,-,-,-,50,-,35
13238,24,Roberto Fuentes,1.5 Stars,1.5 Stars,Fragile,45,25,40,-,45,40,-,-,45,50,-,-,-,45,-,65
15518,18,Nobuya Fujimura,0.5 Stars,1.5 Stars,Normal,40,45,45,40,40,-,-,40,-,35,-,-,-,-,-,35
13126,23,Kentaro Fujita,1.5 Stars,1.5 Stars,Normal,45,30,45,40,45,45,-,-,45,45,-,-,-,-,-,40
14973,21,Eddie Gallardo,1.0 Stars,1.5 Stars,Normal,35,40,40,40,30,-,40,-,30,35,-,-,-,-,-,40
16646,18,Steve Gallizio,1.0 Stars,1.5 Stars,Normal,50,45,40,70,50,-,60,-,-,-,-,-,-,-,-,40
14135,22,Pavle Garasanin,1.0 Stars,1.5 Stars,Fragile,45,40,35,45,45,45,55,-,-,-,-,-,-,-,-,45
14142,21,Alex Garcia,1.0 Stars,1.5 Stars,Durable,30,30,35,45,30,-,-,-,-,35,-,-,-,-,-,40
15216,20,Damian Garcia,0.5 Stars,1.5 Stars,Normal,40,25,35,-,45,45,-,-,45,45,-,-,-,-,-,40
14799,20,Isaias Garcia,1.0 Stars,1.5 Stars,Normal,40,45,45,45,50,-,50,-,-,-,-,-,-,-,-,40
15954,18,Ricky Garcia,1.0 Stars,1.5 Stars,Normal,45,30,45,40,45,-,-,45,-,-,-,-,-,-,-,40
16484,19,Tony Garcia,0.5 Stars,1.5 Stars,Normal,50,30,45,55,55,-,-,-,-,-,-,-,-,-,-,30
17044,17,Pino Gardini,0.5 Stars,1.5 Stars,Normal,40,25,30,45,40,-,45,-,-,-,-,-,-,-,-,75
15301,19,Marco Garido,0.5 Stars,1.5 Stars,Normal,35,35,45,40,40,-,-,35,-,-,-,-,-,-,-,65
13357,22,Cody Garver,1.5 Stars,1.5 Stars,Normal,55,35,35,65,-,75,-,-,-,-,-,-,-,-,-,30
14727,21,Jesus Garza,1.5 Stars,1.5 Stars,Durable,40,40,40,-,40,50,-,-,-,40,-,-,-,-,-,35
14411,24,Eric Gates,1.5 Stars,1.5 Stars,Normal,45,20,45,45,45,-,-,45,-,45,-,-,-,-,-,65
14399,26,Jesus Geers,1.5 Stars,1.5 Stars,Normal,30,35,40,35,-,-,35,-,-,-,-,-,-,-,-,45
14803,20,Benno Geiberger,0.5 Stars,1.5 Stars,Normal,50,25,20,65,-,50,-,-,-,-,-,-,-,-,-,25
15172,20,Silvio Ghezzi,1.0 Stars,1.5 Stars,Durable,50,30,45,50,60,70,-,-,65,-,45,-,-,-,-,45
16244,21,Chris Gibson,1.5 Stars,1.5 Stars,Normal,50,30,45,75,-,-,55,-,-,-,-,-,-,-,-,30
17403,17,Samuel Gilleland,0.5 Stars,1.5 Stars,Normal,35,30,45,35,40,30,35,-,35,-,-,-,-,35,-,50
15989,19,Danny Girard,1.0 Stars,1.5 Stars,Normal,40,40,35,40,35,45,45,-,45,-,-,-,-,40,-,50
17687,17,Vinny Giron,0.5 Stars,1.5 Stars,Normal,40,25,35,40,45,-,-,45,-,-,-,-,-,-,-,50
16586,18,David Gomez,0.5 Stars,1.5 Stars,Normal,35,35,45,35,40,-,40,35,-,-,-,-,-,-,-,40
17234,17,Luis Gomez,0.5 Stars,1.5 Stars,Normal,40,35,40,40,50,45,45,-,50,-,-,-,-,-,-,40
17504,16,Miguel Gomez,0.5 Stars,1.5 Stars,Normal,40,30,45,45,35,40,-,40,-,-,-,-,-,-,-,70
14483,20,Desidério Gondar,1.0 Stars,1.5 Stars,Normal,45,20,35,60,35,-,50,45,-,-,-,-,-,-,-,70
16003,18,Carlos Gonzales,1.0 Stars,1.5 Stars,Normal,45,35,45,45,45,50,50,45,-,-,-,-,-,-,-,45
12686,23,Raul Gonzales,1.5 Stars,1.5 Stars,Normal,50,20,40,55,50,-,-,35,-,-,-,-,-,-,-,40
16667,18,Jonathan Gonzalez,0.5 Stars,1.5 Stars,Normal,40,25,35,45,45,-,-,-,35,-,-,-,-,-,-,60
17186,17,Juan Gonzalez,0.5 Stars,1.5 Stars,Normal,40,30,40,40,45,35,-,40,-,-,-,-,-,-,-,50
16588,18,Juan Gonzalez,0.5 Stars,1.5 Stars,Normal,45,25,45,50,45,-,50,-,-,-,-,-,-,-,-,70
13439,23,Willie Gonzalez,1.5 Stars,1.5 Stars,Normal,35,25,40,40,35,-,-,-,45,-,-,-,-,-,-,30
15785,22,Lyndon Gosden,1.5 Stars,1.5 Stars,Normal,45,40,40,50,-,-,30,35,-,50,-,-,-,-,-,40
14481,20,Jared Grappone,1.0 Stars,1.5 Stars,Normal,50,40,45,50,45,55,50,45,35,-,-,-,-,-,-,40
13544,23,Alexander Green,1.0 Stars,1.5 Stars,Fragile,45,30,30,50,45,50,-,-,55,-,-,-,-,50,-,45
12068,25,Lou Greenan,1.5 Stars,1.5 Stars,Normal,45,25,45,55,45,-,-,50,-,-,-,-,-,-,-,60
17523,16,Jack Groenenboom,0.5 Stars,1.5 Stars,Normal,45,45,40,50,45,-,-,-,50,-,-,-,-,-,-,50
14871,21,Hayden Guerin,1.5 Stars,1.5 Stars,Normal,35,50,45,35,-,-,35,-,-,-,-,-,-,-,-,30
16545,17,Daniel Guerra,0.5 Stars,1.5 Stars,Normal,45,45,40,50,50,-,-,40,-,-,-,-,-,-,-,45
15146,20,Patrick Guillot,0.5 Stars,1.5 Stars,Durable,50,25,20,50,45,-,50,50,-,-,-,-,-,-,-,45
15155,20,Solange Guioni,1.0 Stars,1.5 Stars,Durable,50,50,30,55,45,-,45,-,-,45,-,-,-,-,-,35
12871,24,Oscar Halley,1.5 Stars,1.5 Stars,Normal,45,45,35,45,50,50,-,50,-,-,-,-,50,-,-,55
15480,20,Yasuzo Hamada,0.5 Stars,1.5 Stars,Normal,35,25,25,35,35,-,-,35,-,-,-,-,-,-,-,30
13035,22,Tony Harding,1.5 Stars,1.5 Stars,Normal,50,40,40,55,-,-,70,-,-,-,-,-,-,-,-,35
13372,22,Jerry Harkness,1.0 Stars,1.5 Stars,Normal,50,30,45,-,55,-,-,-,-,75,-,-,-,-,-,25
17175,16,Austin Hawkins,0.5 Stars,1.5 Stars,Normal,40,50,35,40,40,45,-,40,40,-,-,-,-,-,-,80
13142,23,Appolonius Hayek,1.5 Stars,1.5 Stars,Durable,50,45,30,55,45,-,50,45,-,-,-,-,-,-,-,40
14989,20,Graeme Hemingway,0.5 Stars,1.5 Stars,Normal,55,25,20,70,45,55,60,-,50,-,-,-,-,55,-,40
16862,18,Alex Hernandez,0.5 Stars,1.5 Stars,Normal,40,30,45,40,40,-,-,40,-,-,-,-,-,-,-,60
16592,18,Carlos Hernandez,0.5 Stars,1.5 Stars,Normal,40,25,45,40,-,-,-,40,-,40,-,-,-,-,-,55
16756,18,Chris Hernandez,0.5 Stars,1.5 Stars,Normal,35,30,40,40,45,-,-,-,-,40,-,-,-,-,-,65
12440,23,DAVID HERNANDEZ,1.5 Stars,1.5 Stars,Normal,55,40,30,70,-,50,55,-,-,-,-,-,-,-,-,40
17545,16,Lorenzo Hernandez,0.5 Stars,1.5 Stars,Normal,40,25,40,45,40,40,45,-,-,-,-,-,-,-,-,75
11892,25,Sergio Hernandez,1.0 Stars,1.5 Stars,Normal,45,20,45,50,40,-,50,-,-,-,-,45,-,-,-,60
15570,23,Carlos Herrera,1.5 Stars,1.5 Stars,Normal,40,35,40,40,-,-,-,40,-,40,-,-,-,-,-,45
16497,18,Danny Herrera,0.5 Stars,1.5 Stars,Normal,40,30,40,40,45,-,-,-,-,-,-,-,-,40,-,55
13756,22,Santiago Herrera,1.0 Stars,1.5 Stars,Normal,45,20,35,55,55,-,-,40,-,-,-,-,-,-,-,50
13352,21,Chris Hewett,1.5 Stars,1.5 Stars,Normal,45,40,40,80,45,-,-,-,-,-,-,-,-,-,-,30
10632,26,DAMIAN HIBBITT,1.0 Stars,1.5 Stars,Durable,45,25,40,55,45,-,-,50,35,-,-,-,-,-,-,40
13221,26,Jose Higuera,1.5 Stars,1.5 Stars,Normal,50,20,45,55,-,-,-,45,50,-,-,-,-,-,-,30
9651,34,Nate Hildebrand,1.5 Stars,1.5 Stars,Fragile,45,45,35,50,-,45,-,45,20,-,-,-,-,35,-,35
14337,21,Spencer Hill,0.5 Stars,1.5 Stars,Normal,45,20,40,55,55,-,40,-,-,-,-,-,-,-,-,50
16130,19,Rio Hodges,0.5 Stars,1.5 Stars,Normal,45,25,45,50,-,-,50,-,55,-,-,-,-,-,-,40
13031,22,Thomas Hodgkinson,1.5 Stars,1.5 Stars,Fragile,50,20,45,60,55,65,-,-,60,-,-,-,-,70,-,45
13887,21,Travis Howard,1.0 Stars,1.5 Stars,Normal,45,20,45,50,-,-,45,40,-,40,-,-,-,-,-,40
16574,16,Eddie Howe,0.5 Stars,1.5 Stars,Durable,45,30,45,45,55,-,35,-,-,-,-,-,-,-,-,50
15991,19,Patrick Howe,0.5 Stars,1.5 Stars,Normal,40,30,25,40,35,-,40,-,-,-,-,-,-,-,-,55
17257,17,Gavrilo Hrnjak,1.5 Stars,1.5 Stars,Normal,55,35,40,70,-,-,75,-,-,-,-,-,-,-,-,30
16764,18,Jose Huerta,0.5 Stars,1.5 Stars,Durable,45,25,40,50,50,-,-,-,-,-,-,-,-,55,-,50
16501,18,Lorenzo Huerta,0.5 Stars,1.5 Stars,Normal,45,25,35,45,45,-,45,40,-,-,-,-,-,-,-,60
14701,21,Dean Hughes,0.5 Stars,1.5 Stars,Durable,35,25,40,40,35,-,-,-,-,-,-,-,-,30,-,45
14066,22,Nick Hughes,1.0 Stars,1.5 Stars,Normal,45,20,30,45,50,-,35,45,-,-,-,-,-,-,-,40
17836,16,Rauf Husayn,0.5 Stars,1.5 Stars,Normal,40,30,40,40,45,-,35,-,-,45,-,-,-,-,-,60
14663,21,Tetsuto Ichikawa,1.5 Stars,1.5 Stars,Normal,50,35,45,50,50,50,50,50,40,-,-,-,-,-,-,35
17825,16,Demetrio Inouye,0.5 Stars,1.5 Stars,Durable,40,35,40,45,40,-,-,40,-,-,-,-,-,-,-,45
12889,22,Steven Ivanov,1.0 Stars,1.5 Stars,Normal,45,30,30,75,50,-,40,-,-,-,-,-,-,-,-,35
14105,21,Sukeichi Iwaki,1.5 Stars,1.5 Stars,Normal,45,30,40,50,45,-,-,-,-,45,-,-,-,45,-,30
17788,16,Tomokazu Iwasaki,0.5 Stars,1.5 Stars,Normal,40,40,35,40,45,-,40,-,40,-,-,-,-,-,-,55
15320,20,Corey Jackson,0.5 Stars,1.5 Stars,Normal,35,45,50,-,35,35,35,-,-,35,-,-,-,-,-,40
16723,18,Randy Janssen,0.5 Stars,1.5 Stars,Normal,35,30,45,40,40,35,-,-,35,-,-,-,-,35,-,55
17235,17,Muneo Jasso,0.5 Stars,1.5 Stars,Normal,50,40,45,55,50,65,45,-,-,-,-,-,-,-,-,40
13750,22,Omar Jasso,1.5 Stars,1.5 Stars,Normal,40,25,40,45,35,-,40,40,-,-,-,-,-,-,-,25
17373,17,Jai Jeffreys,0.5 Stars,1.5 Stars,Normal,40,30,45,-,40,40,40,-,-,45,-,-,-,35,-,65
11669,26,ELTON JOHN,1.5 Stars,1.5 Stars,Normal,65,20,40,80,-,-,80,-,-,-,-,-,-,-,-,25
13877,21,Shaun John,1.5 Stars,1.5 Stars,Normal,55,35,25,80,45,-,80,-,-,40,-,-,-,-,-,40
13836,25,Ben Johnson,1.5 Stars,1.5 Stars,Durable,55,30,45,50,-,-,55,-,-,65,-,-,-,-,-,30
11962,25,Tim Johnson,1.5 Stars,1.5 Stars,Normal,45,35,35,50,-,-,-,-,45,-,50,-,-,-,-,40
14333,22,Dzevat Jokanovic,1.5 Stars,1.5 Stars,Normal,50,50,35,55,55,-,45,-,-,-,-,-,-,-,-,30
15892,19,Velimir Jokanovic,1.0 Stars,1.5 Stars,Normal,45,40,45,60,50,-,-,-,40,-,-,-,-,-,-,40
13995,22,Stewart Jones,1.5 Stars,1.5 Stars,Normal,55,40,40,70,55,70,60,60,-,-,-,-,-,-,-,35
14535,24,Tony Jones,1.0 Stars,1.5 Stars,Normal,50,20,50,50,65,-,55,-,-,-,-,-,-,-,-,60
16775,17,Elroy Jongejan,0.5 Stars,1.5 Stars,Normal,40,30,45,40,50,-,-,-,45,-,-,-,-,-,-,45
15928,19,Ilija Jovanovic,0.5 Stars,1.5 Stars,Normal,35,30,45,40,40,30,-,-,40,-,-,-,-,-,-,45
15313,20,Do-hyun Jung,0.5 Stars,1.5 Stars,Normal,30,40,40,35,35,-,-,-,30,-,-,-,-,-,-,50
13009,26,DONG-SOO JUNG,1.5 Stars,1.5 Stars,Normal,50,20,45,70,55,-,-,-,-,-,-,-,-,-,-,40
17278,17,Nam-cheol Jung,0.5 Stars,1.5 Stars,Normal,30,45,50,35,40,-,-,-,35,-,-,-,-,-,-,45
12520,26,Kadeer Kadeer,1.5 Stars,1.5 Stars,Normal,45,40,40,50,-,-,-,50,-,-,-,-,50,-,-,45
16577,18,Bosko Kadijevic,0.5 Stars,1.5 Stars,Normal,40,25,40,45,40,-,50,-,-,-,-,-,-,-,-,50
16767,18,Milorad Kadijevic,0.5 Stars,1.5 Stars,Normal,40,35,20,40,40,-,40,40,-,-,-,-,-,-,-,50
15212,20,Nebosja Kadijevic,0.5 Stars,1.5 Stars,Fragile,45,25,25,50,45,-,55,-,-,-,-,-,-,-,-,35
13266,27,Junzo Kaneko,1.5 Stars,1.5 Stars,Normal,45,25,40,55,35,-,45,45,-,-,-,-,-,-,-,45
17382,17,Mitsuo Kaneshiro,0.5 Stars,1.5 Stars,Normal,40,30,40,40,50,-,-,35,-,-,-,-,-,-,-,50
13782,23,MATT KAUSER,1.5 Stars,1.5 Stars,Fragile,50,35,40,45,55,70,-,70,-,-,-,-,-,-,-,45
