ID,POS,Name,ORG,Lev,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,STE,SR,DEF,Sct,SctAcc,Draft,OA Pick
8271,CF,LEV REEVES,Lappland Boazu,MLB,10/25/1984,2.5 Stars,2.5 Stars,Durable,50,50,65,35,55,50,60,65,75,55,Jul. 23rd   2017,Low,2006,73
15419,CF,Miguel Reyes,-,-,11/18/2000,0.5 Stars,4.0 Stars,Normal,50,50,45,75,50,50,45,30,40,30,Oct. 17th   2017,Low,0,0
12920,CF,JON REYNOLDS,-,-,02/13/1996,0.5 Stars,2.0 Stars,Normal,55,65,45,35,45,65,45,40,35,30,Jun. 30th   2017,Average,0,0
14196,CF,Gil Rivera,Lappland Boazu,A,04/22/1999,0.5 Stars,5.0 Stars,Normal,75,80,60,50,45,80,80,60,65,35,Aug. 9th   2017,Average,0,0
15150,CF,Alexis Rodriguez,Havana Sugar Kings,INT,12/27/2000,0.5 Stars,1.5 Stars,Normal,40,45,40,40,45,65,50,25,35,25,Sep. 24th   2017,Average,0,0
12282,CF,ANDRES RODRIGUEZ,Lappland Boazu,AA,09/19/1992,1.5 Stars,2.0 Stars,Normal,50,50,50,50,40,50,65,60,70,40,Jul. 25th   2017,Average,2014,24
13612,CF,Franklin Rodriguez,Cleveland Spiders,R,12/16/1997,0.5 Stars,2.5 Stars,Normal,60,65,55,45,45,65,60,55,60,45,Aug. 2nd   2017,Average,0,0
11213,CF,Jose Rodriguez,London Red Coats,A,12/06/1994,1.5 Stars,2.5 Stars,Durable,55,60,45,55,40,55,45,60,60,40,Aug. 17th   2017,Average,0,0
15405,CF,Luis Rodriguez,-,-,02/24/2001,0.5 Stars,2.5 Stars,Normal,50,55,45,55,65,60,45,45,35,25,Oct. 17th   2017,Low,0,0
10305,CF,Manny Rodriguez,-,-,12/05/1991,1.0 Stars,1.0 Stars,Normal,40,35,45,25,25,35,60,70,70,60,Mar. 27th   2017,Average,0,0
13045,CF,Curtis Rolfe,North Korea Outlaws,R,08/23/1998,0.5 Stars,2.0 Stars,Normal,55,55,50,50,45,50,40,60,60,25,Jul. 9th   2017,Low,2017,75
11708,CF,JOE ROSE,London Red Coats,MLB,01/25/1993,2.0 Stars,2.0 Stars,Normal,55,50,45,45,45,50,60,65,70,45,Aug. 1st   2017,Low,2014,43
13453,CF,Frank Rowley,Rome Centurions,INT,01/23/1998,0.5 Stars,2.5 Stars,Normal,55,65,40,35,50,75,50,35,35,20,Aug. 14th   2017,Low,0,0
7211,CF,Willie Ruelas,-,-,03/22/1982,2.0 Stars,2.0 Stars,Durable,45,50,55,45,45,55,65,70,60,50,Aug. 1st   2017,Average,0,0
13768,CF,Angel Ruiz,Sint Maarten Sun Chasers,INT,11/25/1998,0.5 Stars,0.5 Stars,Normal,30,40,40,30,45,45,55,45,55,25,Jun. 11th   2017,Low,0,0
15050,CF,Cesar Ruiz,-,-,07/01/2001,0.5 Stars,2.5 Stars,Normal,55,65,55,45,45,65,60,50,45,25,Jul. 28th   2017,Average,0,0
12479,CF,Jose Ruiz,Dubai Bedouins,A,07/25/1996,1.0 Stars,2.0 Stars,Normal,50,50,45,45,45,50,50,45,55,30,Jun. 5th   2017,Low,0,0
9639,CF,Zachary Runco,-,-,12/19/1990,1.0 Stars,1.5 Stars,Normal,40,40,35,40,45,45,40,50,60,40,Jul. 15th   2017,Low,0,0
10275,CF,Duncan Runia,Cleveland Spiders,AAA,10/12/1992,1.5 Stars,2.0 Stars,Normal,45,50,40,40,55,60,40,40,60,45,Aug. 11th   2017,Average,0,0
13908,CF,GIL RYALL,Sint Maarten Sun Chasers,A,02/07/1998,0.5 Stars,4.0 Stars,Normal,65,65,55,60,60,55,50,30,40,30,Jul. 12th   2017,Low,2016,30
15424,CF,Takuya Sacoto,Havana Sugar Kings,INT,08/02/2000,0.5 Stars,2.0 Stars,Normal,55,55,45,40,40,50,50,60,55,20,Oct. 17th   2017,Average,0,0
12371,CF,DOBRICA SAINOVIC,Rome Centurions,R,10/22/1997,0.5 Stars,2.5 Stars,Normal,50,50,55,55,50,50,65,35,50,35,Jul. 27th   2017,Low,2016,75
13687,CF,Tadashiro Saito,London Red Coats,INT,11/11/1998,0.5 Stars,1.5 Stars,Normal,45,45,40,30,45,55,40,40,35,-,Sep. 27th   2017,Average,0,0
13666,CF,Yoshino Saito,Cleveland Spiders,R,11/12/1997,0.5 Stars,2.0 Stars,Normal,50,50,45,50,45,50,40,30,25,25,Aug. 13th   2017,Average,0,0
15267,CF,Nuh Sameer,Sint Maarten Sun Chasers,INT,12/02/2000,0.5 Stars,2.5 Stars,Normal,55,55,50,55,40,55,40,30,30,20,Aug. 1st   2017,Low,0,0
14988,CF,Victor San Miguel,Cleveland Spiders,INT,11/05/2000,0.5 Stars,2.5 Stars,Normal,60,70,55,50,50,70,40,50,45,25,Aug. 13th   2017,Low,0,0
12596,CF,Marco Sandoval,Tokyo Tigers,R,05/07/1997,0.5 Stars,2.0 Stars,Durable,45,50,45,40,45,60,50,20,35,25,Aug. 10th   2017,Average,0,0
11790,CF,Maurice Sartoretti,Honolulu Honu,R,01/18/1997,0.5 Stars,3.5 Stars,Normal,65,55,55,65,70,45,50,30,45,40,Aug. 4th   2017,Average,2015,11
14026,CF,Quinn Schaap,Honolulu Honu,INT,01/21/1999,0.5 Stars,1.0 Stars,Normal,35,45,40,30,40,60,40,60,60,25,Aug. 13th   2017,Low,0,0
11785,CF,ZACH SCHMIDT,Cleveland Spiders,A,08/17/1996,0.5 Stars,2.0 Stars,Normal,50,55,45,40,45,60,40,45,50,35,Aug. 23rd   2017,Average,2015,123
13374,CF,Rio Scoffield,-,-,11/13/1998,0.5 Stars,2.5 Stars,Normal,55,60,55,50,45,60,65,60,65,30,Jun. 30th   2017,Average,0,0
15047,CF,Joe Scott,-,-,10/30/2001,0.5 Stars,3.5 Stars,Normal,55,55,55,70,50,50,55,50,50,25,Jul. 28th   2017,Average,0,0
14431,CF,John Sepkiechler,-,-,05/19/2001,0.5 Stars,2.5 Stars,Normal,60,60,60,45,55,50,55,35,45,25,Jul. 24th   2017,Average,0,0
12641,CF,Rodrigo Serna,Sint Maarten Sun Chasers,R,08/20/1996,0.5 Stars,1.5 Stars,Durable,45,50,40,30,45,50,45,20,30,25,Aug. 12th   2017,Average,0,0
14842,CF,Nelson Servantez,Cleveland Spiders,INT,10/29/2000,0.5 Stars,3.5 Stars,Normal,50,60,70,60,55,65,55,25,35,30,Jul. 11th   2017,Low,0,0
9733,CF,CHRIS SHEETS,Amsterdam Dragons,MLB,11/15/1991,2.0 Stars,2.0 Stars,Durable,50,55,45,45,40,60,60,70,70,35,Sep. 9th   2017,Average,2010,21
13966,CF,Phil Shook,-,-,06/30/2000,0.5 Stars,2.5 Stars,Normal,55,65,70,40,50,70,75,75,70,25,Jun. 30th   2017,Average,0,0
14121,CF,Stanislav Sibincic,Havana Sugar Kings,INT,09/04/1998,0.5 Stars,2.0 Stars,Normal,50,50,40,55,35,45,50,50,55,30,Jul. 22nd   2017,Low,0,0
15341,CF,Bart Sillars,Longbow Hunters,INT,09/08/2000,0.5 Stars,3.0 Stars,Normal,55,60,60,55,45,65,60,45,45,30,Oct. 15th   2017,Average,0,0
13060,CF,Gary Simpson,Amsterdam Dragons,R,07/25/1998,0.5 Stars,3.5 Stars,Normal,60,60,50,65,45,55,70,50,55,45,Aug. 24th   2017,Average,2017,7
12995,CF,RALPH SIMPSON,Sao Paulo Black Mambas,AAA,03/31/1994,1.5 Stars,2.5 Stars,Normal,45,50,45,50,45,65,55,50,55,50,Aug. 8th   2017,Low,2016,42
14654,CF,Joeri Smit,Havana Sugar Kings,INT,01/30/2000,0.5 Stars,1.5 Stars,Normal,50,50,40,40,35,55,60,50,60,25,Jun. 29th   2017,Low,0,0
12738,CF,Juan Solis,Cleveland Spiders,R,02/13/1997,0.5 Stars,1.5 Stars,Normal,50,50,40,35,45,50,50,40,50,25,Aug. 21st   2017,Average,0,0
8583,CF,Trent Squire,Sao Paulo Black Mambas,MLB,01/12/1988,2.0 Stars,2.0 Stars,Normal,45,45,50,45,45,50,65,70,80,65,Sep. 8th   2017,Average,0,0
13943,CF,Rolf Stackhouse,-,-,05/21/1999,0.5 Stars,2.0 Stars,Normal,45,50,70,50,40,65,65,45,55,35,Jun. 30th   2017,Average,0,0
7578,CF,NATE STANLEY,Toronto Huskies,AAA,10/25/1985,2.0 Stars,2.0 Stars,Normal,45,40,45,45,55,40,55,70,65,25,Aug. 15th   2017,Average,2004,45
8046,CF,CALEB STARK,Adelaide Bite,MLB,04/27/1987,2.5 Stars,2.5 Stars,Normal,50,50,60,30,50,50,55,70,75,60,Jun. 26th   2017,Low,2006,53
12941,CF,JASON STEBEN,Longbow Hunters,AA,06/25/1994,1.5 Stars,2.5 Stars,Durable,50,55,55,45,45,55,65,55,65,50,Aug. 12th   2017,Average,2016,43
8703,CF,RAY STOKES,Amsterdam Dragons,MLB,12/27/1988,2.0 Stars,2.0 Stars,Durable,50,50,60,35,55,50,55,45,75,50,Jul. 29th   2017,Low,2010,95
10895,CF,EDDIE STONE,St. Lucia Mermen,AA,09/10/1991,1.5 Stars,1.5 Stars,Normal,50,45,45,30,45,45,45,55,65,50,Apr. 29th   2017,Low,2013,116
15434,CF,Joost Streefkerk,London Red Coats,INT,06/02/2001,0.5 Stars,3.0 Stars,Normal,60,65,45,60,45,60,40,30,30,25,Oct. 31st   2017,Average,0,0
10750,CF,Takuo Takeda,-,-,06/12/1994,0.5 Stars,1.0 Stars,Durable,35,40,35,45,40,50,35,35,65,35,Apr. 28th   2017,Average,0,0
13250,CF,Ivico Telacevic,Honolulu Honu,AA,10/24/1994,1.0 Stars,2.5 Stars,Normal,55,55,60,50,50,50,60,65,70,40,May 29th   2017,Low,2017,40
11135,CF,Jordan Torres,-,-,04/04/1990,0.5 Stars,0.5 Stars,Durable,25,35,40,20,40,45,55,35,40,50,Apr. 8th   2017,Average,0,0
12356,CF,GEORGE TRAINA,Honolulu Honu,AA,03/19/1993,1.5 Stars,1.5 Stars,Normal,45,45,45,35,45,45,60,60,65,35,Sep. 7th   2017,Average,2015,139
8088,CF,Jorge Trujillo,Toronto Huskies,AAA,02/15/1985,2.0 Stars,2.0 Stars,Iron Man,45,45,50,40,50,50,40,45,55,40,Jul. 28th   2017,Low,0,0
12757,CF,Velimir Tukovic,Dubai Bedouins,A,08/28/1997,1.5 Stars,2.5 Stars,Normal,55,55,45,50,45,50,65,45,55,50,Jun. 20th   2017,Low,0,0
13743,CF,Shizuo Uno,Havana Sugar Kings,INT,07/19/1998,0.5 Stars,1.5 Stars,Normal,45,50,35,40,35,55,65,55,65,30,Sep. 29th   2017,Average,0,0
11894,CF,Carlos Urzua,Toronto Huskies,R,12/07/1995,0.5 Stars,1.0 Stars,Durable,45,45,40,30,40,45,40,40,45,20,Jul. 2nd   2017,Low,0,0
15218,CF,Philip van Baalen,Vancouver Homewreckers,INT,11/04/2000,0.5 Stars,2.0 Stars,Normal,55,60,45,45,40,60,45,35,35,25,Sep. 30th   2017,Average,0,0
13927,CF,Jaake van de Ven,Honolulu Honu,A,06/23/1995,1.0 Stars,2.5 Stars,Normal,50,50,60,55,40,55,70,40,55,55,Sep. 5th   2017,Average,2017,69
13861,CF,Tan van der Linden,-,-,05/24/2000,0.5 Stars,3.5 Stars,Normal,50,55,65,70,50,55,60,55,60,25,Jun. 30th   2017,Average,0,0
12638,CF,Lex van der Maas,Amsterdam Dragons,A,03/22/1996,1.0 Stars,2.0 Stars,Normal,60,65,45,25,50,60,45,40,45,40,Jun. 26th   2017,Low,0,0
9257,CF,Constant van der Sande,-,-,12/24/1989,1.5 Stars,1.5 Stars,Normal,35,40,40,40,45,45,45,50,65,45,May 12th   2017,Low,0,0
12761,CF,Irving van der Veen,Rome Centurions,R,01/05/1997,0.5 Stars,3.0 Stars,Normal,50,50,55,65,50,55,55,35,40,40,Jul. 17th   2017,Low,0,0
13514,CF,Oscar van Doorn,Galapagos Shellbacks,R,10/18/1997,0.5 Stars,2.0 Stars,Normal,50,55,40,35,45,55,40,30,40,20,Aug. 5th   2017,Average,0,0
13298,CF,Garrus van Garrus,Honolulu Honu,R,06/23/1997,0.5 Stars,2.5 Stars,Normal,60,55,45,55,55,45,65,55,60,30,Aug. 16th   2017,Average,2017,79
10389,CF,Matt Van Horn,Longbow Hunters,AAA,04/05/1993,1.5 Stars,1.5 Stars,Durable,55,45,40,30,40,40,60,60,70,55,Sep. 6th   2017,Average,2012,29
13288,CF,Matt Vanderhoof,-,-,03/01/1995,0.5 Stars,1.5 Stars,Normal,45,50,45,45,35,55,60,35,35,30,Jul. 28th   2017,Average,0,0
12832,CF,Harrison Varela,California Surfers,R,05/06/1997,0.5 Stars,1.5 Stars,Normal,40,45,45,35,45,45,40,30,30,25,Jul. 1st   2017,Low,0,0
12777,CF,Bobby Vargas,Dubai Bedouins,AA,08/24/1996,1.5 Stars,3.5 Stars,Durable,50,60,65,65,55,65,65,30,45,40,Aug. 26th   2017,Average,0,0
8257,CF,JUAN VELEZ,St. Lucia Mermen,AAA,09/30/1987,2.0 Stars,2.0 Stars,Normal,40,40,45,50,55,45,55,75,70,55,Jun. 11th   2017,Low,2006,109
14816,CF,Joren Vermeer,Honolulu Honu,INT,01/16/2000,0.5 Stars,3.0 Stars,Normal,50,55,65,60,55,55,60,50,45,30,Jul. 21st   2017,Low,0,0
15254,CF,Timmy Verra,Adelaide Bite,INT,11/02/2000,0.5 Stars,1.5 Stars,Normal,45,50,45,30,40,55,55,50,45,25,Jul. 21st   2017,Low,0,0
11473,CF,WENDEL VERSLEIJEN,Dubai Bedouins,AAA,12/03/1995,2.0 Stars,2.5 Stars,Normal,55,60,50,45,50,55,50,40,50,50,Jul. 29th   2017,Average,2014,46
12719,CF,Remco Versteeg,Lappland Boazu,R,01/18/1997,0.5 Stars,2.0 Stars,Normal,50,40,45,50,50,35,45,40,45,30,Aug. 6th   2017,Low,0,0
11021,CF,Mike Vidulich,Sint Maarten Sun Chasers,AA,03/06/1995,2.0 Stars,2.5 Stars,Normal,45,55,45,55,45,65,35,40,50,45,Aug. 6th   2017,Average,2014,17
12379,CF,BLAKE VILLEGAS,-,-,01/24/1998,0.5 Stars,2.5 Stars,Normal,50,55,60,50,45,55,45,55,55,30,Jul. 30th   2017,Average,0,0
13822,CF,Vincent Viora,Honolulu Honu,A,06/29/1995,1.0 Stars,2.5 Stars,Normal,55,55,45,45,50,55,45,65,55,35,Aug. 14th   2017,Average,2017,98
14982,CF,Kadeen Wafid,Lappland Boazu,INT,11/07/2000,0.5 Stars,2.5 Stars,Normal,65,60,50,60,40,55,50,35,40,20,Aug. 7th   2017,Low,0,0
14968,CF,Charlie Wakefield,Havana Sugar Kings,INT,02/14/2000,0.5 Stars,1.5 Stars,Normal,40,50,40,30,50,65,40,40,45,20,Sep. 10th   2017,Average,0,0
10273,CF,Owen Walker,California Surfers,AA,06/15/1992,1.5 Stars,1.5 Stars,Durable,40,45,40,40,50,50,60,55,65,50,Jul. 29th   2017,Average,0,0
15266,CF,Adam Warner,Dubai Bedouins,INT,01/27/2001,0.5 Stars,2.0 Stars,Normal,55,55,50,45,40,60,40,50,40,25,Aug. 1st   2017,Low,0,0
12426,CF,MASAKAZU WATANABE,Havana Sugar Kings,R,05/04/1997,0.5 Stars,1.5 Stars,Normal,45,45,40,35,40,50,40,45,40,50,Jul. 12th   2017,Low,2016,218
12409,CF,ALEX WATSON,Adelaide Bite,R,05/23/1997,0.5 Stars,2.5 Stars,Normal,60,60,60,35,65,55,80,55,75,50,Jul. 25th   2017,Average,2016,9
12437,CF,CHRIS WATTS,California Surfers,R,08/30/1997,0.5 Stars,1.0 Stars,Normal,35,40,45,45,35,50,35,45,45,25,Jul. 29th   2017,Low,2016,217
10317,CF,Carl Wiggers,Sao Paulo Black Mambas,AAA,05/18/1992,1.0 Stars,1.5 Stars,Normal,45,45,35,35,45,45,40,50,60,50,Aug. 7th   2017,Average,0,0
10371,CF,Conrad Wigton,Adelaide Bite,MLB,01/27/1994,2.0 Stars,2.5 Stars,Fragile,50,55,55,40,65,55,55,55,80,55,Jun. 27th   2017,Low,2012,93
14134,CF,Abesaloma Wiki,Adelaide Bite,INT,01/30/1999,0.5 Stars,2.0 Stars,Normal,50,55,40,30,45,60,55,40,40,30,Sep. 14th   2017,Average,0,0
13289,CF,Mike Wildeboer,Denver Blucifers,AA,12/04/1993,1.5 Stars,2.0 Stars,Normal,45,50,55,45,40,50,60,60,65,60,Sep. 8th   2017,Average,2017,110
12748,CF,Gustaf Willems,Denver Blucifers,A,12/21/1996,1.0 Stars,2.5 Stars,Normal,50,55,60,50,45,55,70,60,65,55,Aug. 4th   2017,Average,0,0
14252,CF,Evan Williamson,Tokyo Tigers,R,05/04/1998,0.5 Stars,2.5 Stars,Normal,55,55,50,45,50,50,65,60,65,35,Aug. 18th   2017,Average,0,0
11246,CF,Jacome Yagi,Rome Centurions,A,11/02/1995,1.5 Stars,2.5 Stars,Normal,45,50,55,60,45,55,70,65,65,40,Aug. 6th   2017,Average,0,0
14234,CF,Takahiro Yamamoto,Cleveland Spiders,INT,01/14/1999,0.5 Stars,2.0 Stars,Normal,60,55,50,50,40,45,60,35,45,25,Aug. 28th   2017,Average,0,0
14400,CF,Byung-hee Yoo,Galapagos Shellbacks,R,10/29/1995,0.5 Stars,2.0 Stars,Normal,50,50,45,30,50,55,55,55,55,40,Aug. 22nd   2017,Average,2017,179
14504,CF,Kazushi Yoshida,-,-,07/03/2000,0.5 Stars,3.0 Stars,Normal,50,50,55,55,80,50,50,45,45,25,Jul. 24th   2017,Average,0,0
13925,CF,Graham Yuke,Rome Centurions,R,07/10/1999,0.5 Stars,2.5 Stars,Normal,60,55,45,40,60,50,40,50,55,30,Aug. 30th   2017,Average,2017,74
15102,CF,Carlos Zavala,-,-,03/24/2001,0.5 Stars,3.5 Stars,Durable,60,55,55,65,55,50,50,30,40,25,Jul. 28th   2017,Average,0,0
15016,CF,Greg Zuehlke,-,-,05/24/1997,0.5 Stars,2.5 Stars,Normal,50,50,55,50,55,50,60,35,45,50,Jul. 28th   2017,Average,0,0
14608,CF,Aldo Zwaans,Rome Centurions,INT,11/22/1999,0.5 Stars,1.5 Stars,Normal,35,40,45,50,45,45,55,45,50,25,Jul. 22nd   2017,Low,0,0
14220,RF,Bruhier Abdul-Haqq,St. Lucia Mermen,INT,06/23/1999,0.5 Stars,2.5 Stars,Normal,60,60,50,50,40,55,45,35,35,35,Aug. 19th   2017,Low,0,0
9525,RF,MARCO ALONZO,Lappland Boazu,AAA,08/08/1991,2.0 Stars,2.0 Stars,Durable,55,55,50,35,55,50,50,40,65,55,Aug. 31st   2017,Average,2013,83
7465,RF,Tony Alvarez,-,-,01/18/1984,2.0 Stars,2.0 Stars,Normal,45,40,45,50,50,35,55,65,55,40,Jul. 29th   2017,Average,0,0
9296,RF,Juan Anaya,-,-,03/05/1990,1.5 Stars,1.5 Stars,Normal,45,40,40,40,50,35,50,60,45,50,Aug. 14th   2017,Average,0,0
12138,RF,Lane Anderson,California Surfers,AA,06/20/1996,1.5 Stars,2.5 Stars,Normal,50,50,55,55,45,50,35,25,25,55,Jul. 29th   2017,Low,0,0
15391,RF,Stewart Andrews,-,-,03/13/2001,0.5 Stars,3.5 Stars,Normal,60,60,45,60,50,60,25,30,35,30,Oct. 17th   2017,Low,0,0
13030,RF,Cesar Arguelles,North Korea Outlaws,R,06/11/1998,0.5 Stars,2.5 Stars,Normal,60,55,45,50,45,45,45,40,40,45,Aug. 4th   2017,Average,2017,95
10837,RF,Terence Aston,Cleveland Spiders,MLB,07/22/1994,2.5 Stars,2.5 Stars,Durable,65,60,50,45,40,50,50,50,60,55,Sep. 1st   2017,Average,2012,9
14151,RF,Roland Ballerini,Denver Blucifers,INT,02/16/1999,0.5 Stars,1.5 Stars,Durable,45,50,45,30,45,50,30,30,30,25,Sep. 12th   2017,Average,0,0
10892,RF,LIAM BARBER,Tokyo Tigers,AAA,09/17/1991,1.5 Stars,1.5 Stars,Normal,45,45,40,50,50,45,25,35,35,55,Jun. 12th   2017,Low,2013,70
13641,RF,Juan Bargas,North Korea Outlaws,INT,06/16/1998,0.5 Stars,2.0 Stars,Normal,50,55,45,50,40,55,40,30,30,30,Aug. 30th   2017,Average,0,0
10329,RF,Tyler Barrett,St. Lucia Mermen,AAA,05/18/1992,1.5 Stars,2.0 Stars,Durable,40,45,35,45,45,50,20,25,40,40,Sep. 5th   2017,Average,0,0
14957,RF,Joel Bartlett,Rome Centurions,INT,11/10/2000,0.5 Stars,3.0 Stars,Normal,55,50,50,60,60,50,40,40,40,25,Aug. 30th   2017,Average,0,0
14695,RF,Jake Beauman,California Surfers,INT,11/26/1999,0.5 Stars,2.0 Stars,Normal,45,50,40,50,45,55,35,25,30,25,Aug. 30th   2017,Average,0,0
13553,RF,Jamie Beavan,California Surfers,R,01/18/1998,0.5 Stars,3.5 Stars,Normal,55,65,45,60,50,65,40,35,40,40,Jun. 13th   2017,Low,0,0
14104,RF,Cecil Beckmann,Amsterdam Dragons,INT,03/06/1999,0.5 Stars,2.0 Stars,Normal,50,50,40,45,45,45,55,55,55,25,Jul. 23rd   2017,Low,0,0
12483,RF,Nicoli Benedettini,Rome Centurions,R,12/15/1996,0.5 Stars,2.5 Stars,Normal,55,60,55,40,45,65,70,55,55,40,Jul. 27th   2017,Average,0,0
12749,RF,Joel Bernal,St. Lucia Mermen,R,03/20/1997,0.5 Stars,2.0 Stars,Normal,45,50,45,50,40,55,55,50,55,35,Jun. 26th   2017,Low,0,0
14255,RF,Hector Betrutti,St. Lucia Mermen,INT,06/19/1998,0.5 Stars,2.5 Stars,Normal,50,55,50,50,45,55,45,45,45,30,Aug. 6th   2017,Low,0,0
13195,RF,NASIR BIN AMJAD,Havana Sugar Kings,R,03/25/1997,1.0 Stars,2.5 Stars,Normal,55,55,45,45,45,55,35,40,45,35,Aug. 6th   2017,Average,2016,98
15090,RF,Maudad bin Azeem,-,-,07/17/2001,0.5 Stars,5.0 Stars,Durable,65,70,65,60,50,75,45,35,40,35,Jul. 28th   2017,Average,0,0
13326,RF,Aliyy bin Faysal,-,-,04/28/1998,0.5 Stars,2.5 Stars,Normal,55,45,50,55,50,45,60,45,45,30,Jun. 30th   2017,Average,0,0
15309,RF,Qaraja bin Jawad,Denver Blucifers,INT,03/12/2001,0.5 Stars,1.5 Stars,Normal,45,45,45,30,50,55,35,40,35,20,Sep. 18th   2017,Average,0,0
15113,RF,Ayman bin Na'il,-,-,02/18/2002,0.5 Stars,5.0 Stars,Durable,60,75,80,65,55,80,45,60,50,30,Jul. 28th   2017,Average,0,0
14915,RF,Ubayy bin Nasir al Din,Rome Centurions,INT,11/22/2000,0.5 Stars,2.0 Stars,Normal,50,55,40,40,45,60,50,25,25,-,Aug. 23rd   2017,Average,0,0
7333,RF,MAX BLAKEWAY,Galapagos Shellbacks,MLB,06/22/1985,3.0 Stars,3.0 Stars,Iron Man,45,45,50,65,60,40,20,20,30,55,Sep. 11th   2017,Average,2004,47
12922,RF,CURT BOOTH,London Red Coats,AA,04/13/1993,1.5 Stars,1.5 Stars,Durable,45,45,45,45,40,45,55,50,55,65,Aug. 5th   2017,Average,2015,142
7157,RF,GUMBO BOUDREAUX,Havana Sugar Kings,MLB,09/05/1983,4.0 Stars,4.0 Stars,Durable,55,65,65,50,45,65,65,75,80,70,Sep. 5th   2017,Average,0,0
13186,RF,HERMAN BOUT,Amsterdam Dragons,A,05/06/1997,1.0 Stars,2.0 Stars,Normal,45,50,50,50,45,55,55,35,45,60,Jun. 8th   2017,Low,2016,114
13267,RF,Russ Bowness,London Red Coats,R,05/19/1997,0.5 Stars,2.5 Stars,Normal,60,55,50,50,50,45,50,35,45,45,Jun. 4th   2017,Low,2017,106
10060,RF,CHAD BRITNELL,Adelaide Bite,MLB,10/07/1991,2.5 Stars,2.5 Stars,Durable,60,55,60,45,50,45,40,45,70,65,Jul. 6th   2017,Low,2010,50
10274,RF,Brad Brooks,-,-,04/17/1992,1.5 Stars,1.5 Stars,Normal,45,45,40,40,50,45,25,25,35,40,Jul. 2nd   2017,Low,0,0
10440,RF,Isaiah Brown,Lappland Boazu,MLB,02/04/1994,2.0 Stars,2.5 Stars,Durable,55,50,45,55,40,45,45,45,50,60,Aug. 18th   2017,Low,2012,78
12142,RF,Joey Bruggeman,Honolulu Honu,R,06/08/1996,0.5 Stars,2.5 Stars,Normal,45,40,45,60,60,35,35,25,25,40,Aug. 13th   2017,Average,0,0
11794,RF,CLIVE BUFTON,Honolulu Honu,A,05/03/1996,1.0 Stars,2.0 Stars,Normal,55,45,40,55,30,45,60,70,70,55,Aug. 3rd   2017,Low,2015,99
14991,RF,Dermot Burt,-,-,01/23/1997,0.5 Stars,2.0 Stars,Normal,50,55,40,50,40,60,30,30,35,30,Jul. 28th   2017,Average,0,0
8179,RF,Dan Caldwell,London Red Coats,MLB,10/09/1981,2.0 Stars,2.0 Stars,Fragile,55,45,55,50,55,40,50,50,40,30,Jul. 4th   2017,Low,2004,5
8990,RF,Kyle Caldwell,-,-,09/12/1988,2.0 Stars,2.0 Stars,Iron Man,45,40,55,55,50,45,70,65,65,55,May 11th   2017,Low,2007,71
13379,RF,Joel Callaway,-,-,01/16/1999,0.5 Stars,3.5 Stars,Normal,70,50,65,65,65,40,35,35,35,30,Jun. 30th   2017,Average,0,0
13017,RF,Omar Carreon,Lappland Boazu,R,07/04/1998,0.5 Stars,2.5 Stars,Normal,50,40,45,65,50,35,40,40,35,55,Sep. 5th   2017,Average,2017,60
12383,RF,JESÚS CASACA,-,-,06/12/1997,0.5 Stars,1.5 Stars,Normal,40,45,40,30,45,60,40,25,25,30,Jul. 30th   2017,Average,0,0
10670,RF,Ricky Castillo,Toronto Huskies,A,10/13/1993,0.5 Stars,1.5 Stars,Normal,40,45,35,35,40,45,40,50,50,35,May 16th   2017,Low,0,0
5713,RF,Manny Castro,-,-,09/27/1981,2.0 Stars,2.0 Stars,Normal,45,40,50,55,50,45,25,20,50,45,Aug. 27th   2017,Average,2000,12
13745,RF,Danny Chavez,Longbow Hunters,R,04/24/1998,0.5 Stars,2.0 Stars,Normal,50,50,40,35,45,50,40,40,40,30,Jul. 26th   2017,Low,0,0
11736,RF,Yves Chiron,Sint Maarten Sun Chasers,R,11/10/1996,0.5 Stars,2.0 Stars,Normal,60,60,50,35,40,60,35,30,35,45,Aug. 21st   2017,Average,2015,67
7676,RF,Jayne Cobb,Toronto Huskies,AAA,05/08/1986,2.5 Stars,2.5 Stars,Normal,40,40,40,60,55,35,60,55,40,60,Jul. 9th   2017,Average,2005,37
10359,RF,Justin Cooke,Adelaide Bite,AAA,03/12/1994,2.0 Stars,2.5 Stars,Normal,55,55,50,45,55,50,45,40,60,30,Jul. 15th   2017,Low,2012,113
11694,RF,DEJAN COSLOVICH,Adelaide Bite,AA,06/30/1995,0.5 Stars,2.0 Stars,Normal,55,55,45,45,45,50,30,20,20,30,Jul. 7th   2017,Low,2017,224
8400,RF,MIKE COUREY,-,-,02/01/1989,2.5 Stars,2.5 Stars,Fragile,50,50,50,50,50,50,40,65,45,65,Jun. 25th   2017,Low,2007,88
10363,RF,Tom Craig,Denver Blucifers,MLB,01/23/1994,3.0 Stars,3.0 Stars,Normal,55,60,55,55,50,55,55,65,75,75,Aug. 19th   2017,Low,2012,37
11665,RF,BOBBY CROUCH,Tokyo Tigers,AAA,07/25/1995,1.5 Stars,2.5 Stars,Normal,60,55,50,50,40,50,70,55,70,55,Aug. 21st   2017,Average,2013,51
