ID,POS,Name,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,SctAcc,Draft,OA Pick
11356,3B,Sandy Escudero,03/24/1989,2.0 Stars,2.0 Stars,Normal,45,45,40,35,40,45,40,45,45,High,2012,22
6908,LF,Alex Espana,05/01/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
4071,C,Mel Espinal,11/03/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,133
8156,C,Oscar Espinoza,02/23/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
8573,2B,Willie Espinoza,11/21/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
3150,2B,Jerry Estrada,10/28/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,474
7712,LF,Nate Ethridge,10/16/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,21
623,RF,Jose Fabros,05/18/1960,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,431
2708,SS,Ethan Fanning,12/27/1969,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1063
7774,2B,Jordan Fasci,03/01/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
3120,2B,Bill Fehrenbach,09/04/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,372
5128,LF,David Ferenandez,12/03/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,269
10661,C,Raul Fernandez,07/20/1993,1.5 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
3306,3B,Brett Fightmaster,08/06/1970,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1068
4417,3B,David Figueroa,08/10/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,589
9464,RF,HARRY FISCHER,07/11/1991,2.0 Stars,2.0 Stars,Normal,45,50,50,30,40,55,65,70,60,V.High,2009,179
5698,CF,Jeremy Fisher,09/20/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,53
2917,1B,Ryan Flanagan,10/16/1969,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,940
5779,RF,Danny Flores,06/08/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,550
7194,1B,Emilio Flores,04/15/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
9996,CF,Dustin Flowers,01/12/1991,2.0 Stars,2.0 Stars,Normal,50,45,45,40,35,40,65,75,65,V.High,2009,50
10111,LF,STEVE FORSLUND,05/04/1993,2.0 Stars,2.0 Stars,Fragile,55,55,40,45,50,50,35,50,20,V.High,2014,107
7911,RF,Tyler Foster,02/17/1983,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2005,80
10085,RF,Nate Fox,10/22/1992,2.0 Stars,2.0 Stars,Normal,50,45,50,55,45,45,50,55,50,V.High,2011,6
5619,1B,Mike Fraley,01/29/1978,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,191
7466,2B,Salvatore Franco,11/13/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
3441,1B,Jerry Franken,12/08/1973,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,63
8275,C,CHRIS FRANKLIN,03/04/1988,2.0 Stars,2.0 Stars,Normal,25,35,45,45,75,40,20,30,35,V.High,2006,74
9443,C,EDDIE FRAZIER,03/10/1990,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2009,169
9155,3B,DYLAN FREDERICKSON,03/29/1991,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2009,168
7253,RF,Fumiya Fujikawa,11/26/1977,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
8584,C,Akinori Fukui,12/22/1987,2.0 Stars,2.0 Stars,Fragile,35,40,35,45,45,45,35,45,35,V.High,0,0
5881,1B,Gil Gallegos,04/20/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1611
6441,1B,Justin Gallogly,02/20/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,19
9291,RF,Oscar Gamez,08/07/1989,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
9387,1B,DAVID GARCIA,10/17/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,101
10016,SS,OMAR GARCIA,02/23/1992,2.0 Stars,2.0 Stars,Normal,50,55,40,30,50,75,20,45,25,High,2010,149
9371,LF,DAN GARDNER,03/25/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,53
5386,RF,Patrick Gardner,09/02/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,163
7716,C,Drew Garrett,09/04/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,66
3959,CF,Humberto Garrido,11/09/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,94
5138,1B,Steve Garvey,10/31/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,15
2777,1B,Freddy Garza,11/30/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,648
5549,RF,Juan Gavina,02/02/1970,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,1009
12800,C,Cirillo Giacoletti,12/14/1996,2.0 Stars,2.0 Stars,Normal,45,45,50,50,45,50,45,40,35,High,0,0
3037,1B,Quinn Gibson,05/01/1970,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,205
8907,LF,Ferry Giezen,08/13/1980,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
11409,3B,Raylan Givens,01/07/1995,2.0 Stars,2.0 Stars,Durable,50,50,45,45,40,50,40,50,50,High,2013,9
8208,CF,Steve Glazer,10/08/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,70
4229,CF,Kent Goin,02/21/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,123
4691,RF,Wally Goldberger,10/14/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,411
9369,2B,MATTHEW GOLDSMITH,08/14/1986,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2008,42
3734,1B,Jesus Gomez,12/01/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,746
2516,1B,Manny Gomez,03/25/1972,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,917
7020,2B,RYAN GONZALES,08/23/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2003,170
7580,3B,Jordan Gonzalez,09/06/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2004,34
8640,LF,Manny Gonzalez,01/06/1988,2.0 Stars,2.0 Stars,Iron Man,45,50,50,45,45,50,40,65,50,V.High,0,0
7773,RF,Manny Gonzalez,09/28/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
12972,C,MARIO GONZALEZ,11/12/1993,2.0 Stars,2.0 Stars,Normal,50,50,45,50,40,50,25,20,25,V.High,2016,100
3252,2B,Tony Gonzalez,06/26/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,514
8692,SS,Mike Goodin,01/17/1986,2.0 Stars,2.0 Stars,Durable,45,45,50,45,55,45,40,30,45,V.High,2007,31
4066,3B,Kim Gordon,01/29/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,22
8164,LF,Andy Grado,04/27/1978,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
6947,2B,Diego Grado,09/12/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,56
7556,LF,JAIDEN GRANT,08/30/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,153
6996,LF,Wayne Grasso,04/27/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,22
10982,3B,CORY GRAU,01/11/1996,2.0 Stars,2.0 Stars,Normal,60,50,55,50,45,45,25,35,20,Low,2014,144
854,SS,Ryan Gray,12/09/1967,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,559
5346,3B,Gene Greene,11/29/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,963
10771,2B,TRAVIS GREENE,12/13/1987,2.0 Stars,2.0 Stars,Iron Man,35,45,45,20,45,55,45,70,45,V.High,2011,113
10583,RF,Austin Greer,01/29/1994,2.0 Stars,2.0 Stars,Normal,50,50,50,40,50,50,40,65,50,V.High,2012,147
5019,C,Matt Griffith,09/13/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,714
8038,RF,BILL GRIMES,11/20/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,31
6556,LF,Pedro Guerrero,07/02/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,47
6239,1B,Vladimir Guerrero Jr.,10/17/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,216
6626,CF,Jason Gutfreund,08/20/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,104
6551,RF,Bobby Gutierrez,10/14/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,78
10747,CF,Antonio Guzman,10/06/1987,2.0 Stars,2.0 Stars,Normal,35,45,50,30,40,50,70,75,75,V.High,0,0
6090,2B,Dave Haima,12/04/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,114
7660,1B,David Hall,08/12/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,40
4171,RF,Cory Halleran,08/20/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,692
5003,2B,Jimmy Hallum,09/29/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,549
9030,2B,BRIAN HAMILTON,04/07/1989,2.0 Stars,2.0 Stars,Normal,50,55,50,45,45,55,45,65,60,V.High,2007,113
10108,RF,Jayden Hampton,03/15/1992,2.0 Stars,2.0 Stars,Normal,50,50,55,50,55,50,25,45,40,V.High,2011,96
8100,LF,Tommy Hampton,02/10/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
3626,2B,Caleb Hardwick,01/11/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1204
9777,CF,CASEY HARRIS,06/28/1992,2.0 Stars,2.0 Stars,Iron Man,45,40,35,30,55,40,35,65,35,High,2010,76
2948,1B,Steve Harwell,08/06/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,561
10393,CF,Danny Hass,12/09/1993,2.0 Stars,2.0 Stars,Normal,45,50,45,35,65,55,60,75,55,V.High,2012,220
8974,2B,TRAVIS HAY,06/05/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,52
3994,SS,Chris Heinz,10/02/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,387
10404,2B,Chris Hendricks,05/10/1993,2.0 Stars,2.0 Stars,Normal,35,45,40,50,55,50,45,60,50,High,2012,116
109,2B,Jordan Henriquez,10/22/1962,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,788
9068,3B,David Henry,02/18/1986,2.0 Stars,2.0 Stars,Fragile,55,45,50,40,55,30,45,45,50,Avg,2008,14
7985,RF,JOE HENSLEY,08/31/1987,2.0 Stars,2.0 Stars,Normal,50,50,50,45,70,45,40,65,45,High,2006,143
4695,2B,Alex Hernandez,01/12/1979,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2000,75
6497,1B,Carlos Hernandez,06/03/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,454
4428,2B,Domingo Hernandez,03/31/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,228
4426,2B,Fernando Hernandez,10/19/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,27
5319,RF,Jose Hernandez,04/04/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,252
1827,3B,Juan Hernandez,08/26/1970,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,770
9975,2B,Raul Hernandez,02/11/1991,2.0 Stars,2.0 Stars,Normal,45,50,50,40,40,55,40,75,60,V.High,2009,4
5845,CF,Alex Herrera,06/18/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1244
6444,LF,Jason Hill,01/09/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2005,125
8327,2B,DENNIS HINCKLEY,05/09/1989,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,109
8628,C,Liam Hodge,09/14/1974,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
9768,LF,MIKE HOEFS,05/21/1991,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2010,28
2679,3B,Allen Huck,06/17/1971,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1347
9060,CF,MONTANA HUDSON,08/24/1986,2.0 Stars,2.0 Stars,Durable,40,40,50,40,45,45,60,70,70,V.High,2008,63
8766,C,MARK HUNT,02/17/1990,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,121
2904,LF,Will Huntley,04/05/1970,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,543
5997,RF,Jason Hust,11/26/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,6
12294,CF,DANIEL IBARRA,01/19/1992,2.0 Stars,2.0 Stars,Normal,45,40,50,50,45,25,60,70,70,High,2014,32
8984,1B,EDGAR IBARRA,01/08/1989,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,78
6304,CF,Todd Ibarra,10/13/1978,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2000,42
3977,LF,Joe Ingram,03/03/1977,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,419
4333,RF,Alex Inojosa,06/26/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,779
9781,C,ROBERT IRVINE,01/20/1992,2.0 Stars,2.0 Stars,Normal,40,45,45,45,45,50,65,60,60,V.High,2013,31
5973,RF,T.J. Jackson,02/12/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,14
10488,CF,Ron Jacobs,06/12/1993,2.0 Stars,2.0 Stars,Normal,45,50,50,50,50,55,50,75,70,V.High,0,0
4840,LF,Bill Jacobson,08/23/1970,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,706
7170,3B,Tony Jaimes,07/14/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
3639,CF,Noah James,02/12/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,872
3049,1B,Bobby Jamieson,12/23/1973,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1390
5825,2B,Esteban Jasso,09/23/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1213
618,1B,Emanuel Jimenez,08/19/1963,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,944
7682,1B,Matt Johnson,10/14/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,15
5276,3B,Mike Johnson,07/12/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,508
3893,RF,Rob Johnson,03/28/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,247
4874,RF,Jim Jones,08/03/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,660
1053,3B,Nazir Jones,11/06/1965,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,994
11391,LF,Harry Jordan,10/01/1990,2.0 Stars,2.0 Stars,Durable,50,50,45,50,40,50,35,45,40,V.High,2012,105
6051,1B,A.J. Junod,11/20/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,5
1155,SS,Shoya Kai,04/28/1967,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1805
211,LF,R.J. Kaminski,03/29/1962,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,67
8701,1B,Jim Karpinsky,08/05/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2007,35
4468,3B,Chikashi Kawamura,06/21/1969,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,898
11349,1B,Shigeru Kawano,09/01/1991,2.0 Stars,2.0 Stars,Normal,55,50,45,50,45,50,35,40,25,V.High,2012,17
8849,LF,Jin Kawasaki,11/16/1988,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
5256,3B,Mat Kempkes,03/20/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,359
9238,LF,Mark Kenter,08/14/1990,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2009,25
7986,3B,DAVE KILROY,06/29/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,75
8862,LF,Do-hyun Kim,05/10/1989,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
4846,LF,Jae-won Kim,03/02/1965,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,700
11009,3B,BRIAN KINCAID,11/03/1995,2.0 Stars,2.0 Stars,Durable,50,45,45,50,45,45,50,45,45,High,2014,102
2846,C,Joe King,05/22/1969,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1786
2697,3B,Lawrence King,02/24/1972,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,774
6829,C,STEVE KING,05/11/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2006,55
4996,2B,Tim Kinloch,05/29/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,107
4242,LF,David Kinney,06/02/1973,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,689
9689,1B,ERIC KIRKENDALL,08/01/1990,2.0 Stars,2.0 Stars,Normal,50,50,40,50,50,50,25,30,20,V.High,2009,136
5719,C,Joe Kitchen,09/10/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,66
2866,LF,Joe Klein,12/12/1969,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,749
12304,CF,TELMA KOJIMA,09/25/1993,2.0 Stars,2.0 Stars,Normal,50,45,50,50,45,45,65,55,45,V.High,2015,87
12143,SS,Hyun-woo Koo,11/05/1996,2.0 Stars,2.0 Stars,Durable,45,45,50,50,40,50,55,35,25,V.High,0,0
8723,CF,MIKE KOSMAN,11/02/1989,2.0 Stars,2.0 Stars,Iron Man,45,45,45,45,50,40,50,75,65,V.High,2008,122
1755,3B,Jay Kraft,01/09/1967,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,710
8251,1B,VLASTISLAV KRAUS,01/19/1985,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2006,60
5743,1B,Justin Krimmer,10/12/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,59
8866,1B,Baden Lane,08/08/1988,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
2677,2B,Graham Lasswell,06/19/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1531
8386,2B,Paul Laster,04/17/1989,2.0 Stars,2.0 Stars,Iron Man,45,50,35,25,40,55,40,40,45,Avg,2007,69
9427,RF,SETH LAWLOR,02/18/1987,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2009,88
1356,2B,Jason Lawson,10/19/1971,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,564
3826,C,Wayne Lawson,12/06/1971,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,1810
15472,2B,Jérôme Lecomte,03/07/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
10743,LF,Dong-hyun Lee,04/18/1982,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
4470,LF,Hwan-hee Lee,12/04/1964,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,816
13216,C,Kun-woo Lee,04/17/1994,1.5 Stars,2.0 Stars,Durable,45,50,45,45,40,50,30,25,20,Low,2017,204
11440,2B,EMMANUEL LEFEVRE,06/11/1991,2.0 Stars,2.0 Stars,Normal,45,40,55,45,45,30,60,70,70,V.High,2013,30
9186,LF,DANNY LEMKE,11/29/1990,2.0 Stars,2.0 Stars,Normal,40,45,40,45,40,50,60,70,65,V.High,2010,92
2952,3B,Greg Levi,11/04/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,124
6751,RF,Kevin Lewis,03/28/1980,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2002,112
6016,1B,Jose Leyva,07/12/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,48
9205,CF,OVE LILJA,11/03/1990,2.0 Stars,2.0 Stars,Iron Man,45,50,50,45,50,50,60,75,60,High,2009,69
4270,2B,Shawn Linseman,05/06/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,840
11495,LF,ROMEU LIRA,05/29/1992,2.0 Stars,2.0 Stars,Normal,45,50,55,30,40,60,60,65,50,V.High,2014,114
10014,C,DEVON LITTLE,07/31/1988,2.0 Stars,2.0 Stars,Iron Man,40,45,45,35,60,50,20,20,20,V.High,2010,75
2514,LF,Colby Lockwood,12/04/1968,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,717
7922,C,Raghav Lokhande,04/09/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,185
7048,3B,STEVE LONGENECKER,04/05/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,55
7776,3B,Andres Lopez,05/08/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
3702,LF,Elias Lopez,03/11/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,449
4437,LF,Francisco Lopez,01/19/1977,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,918
6368,2B,Omar Lopez,06/22/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,33
10112,1B,Lance Lows,06/06/1992,2.0 Stars,2.0 Stars,Durable,50,45,40,55,50,45,25,40,25,V.High,2011,35
5660,CF,Tony Lucero,02/26/1981,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2002,35
4303,3B,Israel Lugo,09/19/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,504
9080,2B,STEPHEN LYDA,12/17/1985,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2008,111
6682,2B,Milton MacEachern,06/23/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,7
6773,C,Cody Maddy,05/17/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,37
4469,3B,David Madrid,11/05/1971,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,434
381,C,Bernie Magana,02/24/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1466
2733,2B,Colin Maguire,03/08/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,33
9652,SS,JARED MAGUIRE,02/25/1989,2.0 Stars,2.0 Stars,Iron Man,45,45,45,35,45,50,25,50,20,V.High,2008,78
4609,RF,Mike Maha,03/15/1975,2.0 Stars,2.0 Stars,Fragile,-,-,-,-,-,-,-,-,-,V.Low,0,25
7651,LF,Manne Mainila,09/23/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,8
