ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,SctAcc,Draft,OA Pick
17562,1B,Mike Memmott,-,-,03/29/2003,R,1.5 Stars,5.0 Stars,Normal,75,80,45,70,50,80,25,30,35,Avg,0,0
16253,CF,Brian Kennedy,-,-,03/31/2003,R,1.0 Stars,2.0 Stars,Normal,50,55,50,50,45,55,35,35,35,High,0,0
16285,CF,Milos Sujic,-,-,04/01/2003,R,1.0 Stars,2.0 Stars,Normal,50,60,50,40,40,70,55,50,45,High,0,0
16828,CF,Javier Mori,HAV,INT,04/01/2003,L,1.0 Stars,3.0 Stars,Normal,70,80,80,35,35,80,60,55,45,Avg,0,0
16457,RF,Jay Hoskins,-,-,04/02/2003,L,1.0 Stars,2.5 Stars,Durable,55,45,45,70,55,30,50,40,40,High,0,0
16728,1B,Dave Obregon,HON,INT,04/03/2003,R,1.0 Stars,2.0 Stars,Durable,40,45,40,30,45,55,25,20,25,Avg,0,0
16665,3B,Mel Ayala,LAP,R,04/03/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,50,45,45,55,40,35,45,Avg,0,0
16414,LF,Balltesar Nakata,-,-,04/05/2003,S,1.0 Stars,2.0 Stars,Normal,45,50,45,40,50,65,25,25,20,V.High,0,0
16432,CF,Aaron Long,-,-,04/06/2003,R,1.0 Stars,2.5 Stars,Normal,55,55,50,45,55,55,60,50,50,High,0,0
15722,2B,Vinny Diaz,DUB,R,04/06/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,45,55,50,50,55,55,50,High,2021,139
16800,1B,Dennis Russell,GAL,R,04/07/2003,L,1.5 Stars,2.5 Stars,Normal,50,55,45,55,40,65,20,20,20,V.High,0,0
16526,DH,Dan MacDormond,AMS,R,04/07/2003,L,1.0 Stars,1.5 Stars,Normal,45,45,40,40,45,40,30,25,20,Avg,2021,226
17139,CF,Wouter Imthorn,DUB,INT,04/07/2003,L,1.0 Stars,2.0 Stars,Normal,45,45,45,50,45,45,60,40,40,Avg,0,0
16435,3B,Kyle Bolton,-,-,04/07/2003,R,1.0 Stars,3.0 Stars,Normal,55,45,50,80,75,35,35,30,20,V.High,0,0
16821,C,Brendan Garner,LAP,INT,04/08/2003,L,1.0 Stars,2.5 Stars,Normal,50,65,55,45,40,80,40,35,30,Avg,0,0
16331,SS,Leen Bikker,-,-,04/08/2003,R,1.0 Stars,4.0 Stars,Normal,60,65,80,55,60,70,55,50,50,High,0,0
16679,3B,Ubaldo Varone,NKO,INT,04/09/2003,L,1.0 Stars,2.5 Stars,Normal,55,55,50,55,40,55,30,25,20,Low,0,0
16784,LF,Juan Salazar,HAV,INT,04/09/2003,L,1.0 Stars,3.0 Stars,Fragile,70,80,55,40,40,80,30,25,20,Avg,0,0
16593,2B,Kyu-min Kim,-,-,04/12/2003,R,1.0 Stars,1.5 Stars,Durable,25,40,35,40,45,55,60,45,45,Low,0,0
17041,C,Franklin Yescas,NKO,INT,04/13/2003,R,1.0 Stars,1.5 Stars,Normal,40,40,40,40,45,40,20,25,25,Avg,0,0
17227,CF,Hector Fernandez,DEN,R,04/15/2003,L,1.0 Stars,2.0 Stars,Normal,45,45,45,40,50,45,45,40,45,Low,0,0
15721,CF,Shigemi Sugimura,DUB,R,04/16/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,45,50,50,50,60,60,55,Avg,2021,172
16783,RF,Aca Vukovic,ADE,INT,04/17/2003,R,1.0 Stars,2.5 Stars,Normal,50,50,60,50,50,55,35,30,30,High,0,0
17047,CF,Raul Parra,STU,INT,04/18/2003,R,1.0 Stars,2.5 Stars,Normal,50,50,50,55,45,50,45,35,35,Avg,0,0
15825,SS,Michael Bonnot,-,-,04/20/2003,R,1.0 Stars,2.5 Stars,Normal,55,60,50,45,45,55,50,35,25,V.High,0,0
16858,CF,Silvério Assoreira,TOR,INT,04/20/2003,R,1.0 Stars,1.5 Stars,Durable,25,45,40,45,45,55,40,45,45,High,0,0
16832,1B,Marino Arceo,ADE,R,04/21/2003,R,1.5 Stars,4.0 Stars,Normal,60,60,75,70,55,60,25,25,25,High,0,0
16424,SS,Clyde Mercer,-,-,04/23/2003,L,1.0 Stars,2.0 Stars,Normal,55,50,45,40,50,45,55,40,35,High,0,0
16567,C,Merlin Latimer,-,-,04/24/2003,R,1.0 Stars,4.5 Stars,Normal,55,65,65,65,55,65,35,30,30,High,0,0
16700,SS,Man Kin,NKO,INT,04/24/2003,R,1.0 Stars,1.5 Stars,Normal,40,50,45,30,45,65,55,50,40,Avg,0,0
17230,CF,Boris Savicevic,ADE,INT,04/28/2003,R,1.0 Stars,1.5 Stars,Normal,40,50,40,30,45,55,45,50,50,High,0,0
16533,2B,Pat Scarlett,-,-,04/30/2003,R,1.0 Stars,2.5 Stars,Normal,50,60,60,50,45,70,60,35,30,High,0,0
16689,C,Sergio Contreras,NKO,INT,05/01/2003,R,1.0 Stars,2.5 Stars,Normal,55,55,40,45,50,55,25,20,20,Avg,0,0
16743,2B,Yong-gyu Choi,STU,INT,05/01/2003,L,1.0 Stars,1.5 Stars,Normal,45,50,40,30,45,55,35,35,30,Avg,0,0
16703,RF,Olivier Lavaud,VAN,INT,05/03/2003,L,1.0 Stars,2.5 Stars,Normal,50,45,75,65,80,35,45,30,30,Low,0,0
16327,RF,In-hee Kim,-,-,05/03/2003,L,1.0 Stars,2.5 Stars,Normal,50,55,60,55,50,65,35,35,35,High,0,0
16751,CF,Seinosuke Hashimoto,DUB,INT,05/04/2003,L,1.0 Stars,1.5 Stars,Normal,40,45,40,30,50,55,40,35,35,Low,0,0
17063,3B,Young-kyu Park,LAP,INT,05/05/2003,R,1.0 Stars,2.0 Stars,Normal,50,45,45,45,55,35,40,30,35,Avg,0,0
16566,CF,Sloan Visser,-,-,05/06/2003,R,1.0 Stars,2.5 Stars,Normal,55,55,55,50,55,55,45,40,40,High,0,0
16794,C,Nail bin Kadar,-,-,05/07/2003,R,1.0 Stars,2.0 Stars,Normal,45,50,45,50,40,50,25,25,20,High,0,0
16470,LF,Rhys Rogers,-,-,05/08/2003,R,1.0 Stars,2.0 Stars,Normal,55,45,45,60,60,25,35,30,20,High,0,0
16313,1B,Joël Ferrua,-,-,05/08/2003,R,1.5 Stars,3.5 Stars,Normal,75,75,50,50,45,70,30,25,20,High,0,0
16815,RF,Miguel Estevez,TOK,R,05/08/2003,R,1.0 Stars,2.5 Stars,Durable,50,45,50,70,50,35,45,35,25,V.High,0,0
16278,CF,Seif al Din bin Azim,-,-,05/10/2003,S,1.0 Stars,3.0 Stars,Normal,55,45,65,75,80,35,60,60,60,High,0,0
17260,RF,Franco Ghislieri,CAL,INT,05/13/2003,L,1.0 Stars,2.0 Stars,Normal,50,50,45,40,45,45,40,40,35,Avg,0,0
17061,SS,Samuel Byrne,TOR,INT,05/18/2003,R,1.0 Stars,1.5 Stars,Normal,25,40,40,40,45,55,45,50,55,Low,0,0
17253,SS,Noah Broadhead,ADE,INT,05/18/2003,R,1.0 Stars,1.5 Stars,Normal,30,40,35,30,50,50,40,45,45,Low,0,0
17250,C,Angel Pando,RME,INT,05/20/2003,S,1.0 Stars,2.0 Stars,Durable,50,45,45,45,45,45,20,35,45,Avg,0,0
16447,C,Ryan Whiffin,-,-,05/21/2003,R,1.0 Stars,4.0 Stars,Durable,55,60,55,55,70,65,25,25,20,High,0,0
17052,CF,Rich Romanov,TOR,INT,05/21/2003,R,1.0 Stars,2.0 Stars,Normal,55,55,45,50,45,50,60,45,40,Avg,0,0
16876,CF,Larry Kuijpers,LAP,R,05/21/2003,L,1.0 Stars,2.0 Stars,Normal,50,55,50,40,45,55,45,40,40,High,0,0
17485,2B,Ron Liston,DEN,R,05/23/2003,R,1.5 Stars,4.5 Stars,Durable,80,80,80,45,40,80,65,65,70,High,0,0
16907,1B,Hye-min Lee,LON,INT,05/23/2003,L,1.0 Stars,1.5 Stars,Normal,40,45,40,30,45,50,40,25,20,Avg,0,0
16297,CF,Kinnojo Morimoto,-,-,05/25/2003,R,1.0 Stars,2.5 Stars,Durable,60,45,40,55,80,25,55,45,45,High,0,0
16647,RF,Su-hyeon Lee,LDN,INT,05/25/2003,L,1.0 Stars,1.5 Stars,Normal,35,45,40,40,40,50,50,30,25,Low,0,0
16452,CF,Warren Fitzpatrick,-,-,05/26/2003,S,1.0 Stars,2.5 Stars,Normal,55,60,50,30,75,70,45,40,40,High,0,0
16676,CF,Friedrich Fuchs,STU,INT,05/28/2003,S,1.0 Stars,2.0 Stars,Normal,45,50,45,40,40,50,50,55,55,Low,0,0
16256,C,Eric Mock,-,-,05/29/2003,R,1.0 Stars,2.5 Stars,Normal,50,45,45,55,50,45,20,20,20,High,0,0
16719,2B,Fath Zakariyya,RME,INT,05/31/2003,R,1.0 Stars,1.5 Stars,Normal,50,40,40,55,45,20,40,45,45,Avg,0,0
16565,SS,Andrew Hannah,-,-,05/31/2003,R,1.0 Stars,2.0 Stars,Durable,55,45,45,70,60,25,50,50,50,High,0,0
17064,CF,Jose Devora,HAV,INT,05/31/2003,R,1.0 Stars,2.0 Stars,Normal,45,50,45,50,55,50,60,50,55,Low,0,0
16693,3B,D.J. Zigay,TOK,INT,06/01/2003,R,1.0 Stars,2.0 Stars,Normal,55,45,45,55,45,30,40,40,40,Avg,0,0
16737,LF,Sung-min Kim,NKO,INT,06/02/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,50,45,45,55,20,25,25,Avg,0,0
17206,C,John Alegria,HON,INT,06/03/2003,R,1.0 Stars,2.0 Stars,Normal,40,50,40,30,55,60,35,35,30,High,0,0
16259,LF,Toji Kato,-,-,06/05/2003,R,1.0 Stars,4.0 Stars,Normal,70,50,65,80,80,30,35,35,35,High,0,0
16839,C,Mario Chagoya,CLE,INT,06/07/2003,S,1.0 Stars,2.0 Stars,Normal,45,45,45,50,45,40,25,20,20,Avg,0,0
17043,LF,Nathaniel Custello,GAL,INT,06/09/2003,L,1.0 Stars,1.5 Stars,Fragile,35,45,40,25,40,60,25,25,25,High,0,0
16785,RF,Gastone Feroci,DUB,INT,06/10/2003,L,1.0 Stars,2.5 Stars,Normal,55,50,60,65,45,45,45,50,50,Avg,0,0
16438,C,Tyler Jackson,-,-,06/12/2003,S,1.0 Stars,2.0 Stars,Normal,45,50,40,50,40,50,30,25,25,V.High,0,0
16254,C,Aleksandar Stojadinovic,-,-,06/13/2003,R,1.0 Stars,3.0 Stars,Normal,50,50,45,65,55,50,35,35,30,High,0,0
16716,LF,Faysal Shadi,CAL,INT,06/13/2003,R,1.0 Stars,1.5 Stars,Durable,25,40,35,45,50,50,40,45,45,Avg,0,0
17190,3B,Yasuo Ishida,DEN,INT,06/14/2003,R,1.0 Stars,2.0 Stars,Durable,50,50,45,50,40,50,35,25,25,Avg,0,0
15834,LF,Alex Hurtado,VAN,R,06/15/2003,R,1.0 Stars,3.5 Stars,Normal,55,60,60,65,40,60,45,55,60,High,2021,49
16816,RF,Heriberto Reyna,TOR,INT,06/16/2003,L,1.5 Stars,3.0 Stars,Normal,60,65,80,50,45,65,65,55,55,Low,0,0
16811,RF,Bobby Gonzalez,SMT,INT,06/17/2003,L,1.0 Stars,2.5 Stars,Normal,65,75,45,30,45,80,25,30,30,High,0,0
16835,SS,Vincent Peters,VAN,INT,06/18/2003,L,1.0 Stars,3.5 Stars,Normal,65,70,80,45,55,65,55,50,45,Avg,0,0
16535,LF,Gideon Aylett,-,-,06/18/2003,R,1.5 Stars,4.0 Stars,Normal,50,45,65,80,80,35,50,50,45,Avg,0,0
16543,1B,Raul Molina,-,-,06/19/2003,R,1.0 Stars,2.5 Stars,Normal,50,50,55,65,55,50,35,45,55,High,0,0
16928,SS,Corey McPheron,-,-,06/19/2003,R,1.0 Stars,2.5 Stars,Durable,55,55,55,50,50,55,45,35,30,High,0,0
17468,LF,Sib Gloudemans,TOR,R,06/20/2003,L,1.5 Stars,4.0 Stars,Normal,60,55,80,70,60,55,45,40,40,High,0,0
16827,2B,Luis Olivares,HAV,INT,06/22/2003,S,1.0 Stars,3.5 Stars,Normal,55,50,80,70,80,45,45,45,40,Low,0,0
16341,3B,Bastião Loureno,-,-,06/22/2003,R,1.0 Stars,2.0 Stars,Normal,55,50,45,40,60,45,40,50,50,High,0,0
16740,3B,Alexander Wright,TOR,INT,06/23/2003,R,1.0 Stars,2.0 Stars,Normal,55,50,40,30,65,45,40,30,20,Avg,0,0
16442,CF,Jim Sutton,-,-,06/24/2003,R,1.0 Stars,4.0 Stars,Durable,75,80,80,45,45,80,65,60,60,High,0,0
17137,SS,Nalle Berkel,DUB,INT,06/24/2003,R,1.0 Stars,1.5 Stars,Normal,45,50,35,30,45,55,40,35,30,Low,0,0
16662,C,Yukio Ticao,CAL,INT,06/25/2003,R,1.0 Stars,1.5 Stars,Normal,25,40,30,45,50,50,30,40,45,Avg,0,0
16305,RF,Bill Cagnon,-,-,06/25/2003,L,1.0 Stars,2.0 Stars,Normal,50,55,45,45,45,55,45,45,55,High,0,0
16572,1B,Jim Kreamer,-,-,06/26/2003,L,1.0 Stars,3.5 Stars,Normal,60,70,55,55,45,75,30,30,20,Avg,0,0
16705,C,Paulus van Meel,DUB,INT,06/28/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,45,50,45,50,25,30,25,Avg,0,0
16818,SS,Raffaele Damiani,SMT,INT,06/28/2003,S,1.0 Stars,2.0 Stars,Normal,50,50,45,40,45,50,45,45,40,Avg,0,0
16552,2B,Bryan Slusser,-,-,06/30/2003,R,1.0 Stars,2.0 Stars,Normal,45,45,45,45,50,40,60,50,50,High,0,0
17284,3B,Ji-hu Park,RME,INT,06/30/2003,R,1.0 Stars,2.0 Stars,Normal,45,40,45,45,50,40,60,45,35,Avg,0,0
16437,SS,Jared Wahl,-,-,07/01/2003,R,1.0 Stars,4.5 Stars,Normal,70,50,60,80,80,30,45,40,35,Avg,0,0
17051,LF,Vítor Sadio,LDN,INT,07/01/2003,R,1.0 Stars,2.0 Stars,Normal,45,50,40,35,45,55,20,30,30,Avg,0,0
16445,CF,Lance Faulkner,-,-,07/02/2003,L,1.0 Stars,2.5 Stars,Normal,60,60,55,50,50,55,50,45,40,High,0,0
17195,2B,Jin-hoe Lee,GAL,INT,07/04/2003,R,1.0 Stars,2.0 Stars,Durable,55,45,45,55,50,30,55,40,35,Avg,0,0
17053,C,Nur al Din Fadil,LDN,INT,07/04/2003,R,1.0 Stars,2.0 Stars,Durable,45,45,45,45,45,45,35,20,20,Avg,0,0
16910,1B,Micah Child,AMS,INT,07/04/2003,L,1.0 Stars,2.0 Stars,Normal,50,40,40,50,45,30,30,30,25,High,0,0
16829,SS,Casper Geelen,RME,INT,07/07/2003,R,1.0 Stars,2.5 Stars,Normal,55,55,55,50,50,50,50,35,30,Low,0,0
16872,2B,Feltse de Boer,CLE,INT,07/08/2003,R,1.0 Stars,2.0 Stars,Normal,50,45,40,45,55,30,50,45,25,Avg,0,0
17323,LF,Griffin Hunter,RME,INT,07/11/2003,R,1.0 Stars,2.0 Stars,Fragile,55,50,45,40,45,45,25,20,20,Avg,0,0
16549,CF,Efrain Navarrete,-,-,07/12/2003,R,1.0 Stars,2.0 Stars,Normal,45,45,50,55,40,50,35,35,30,Avg,0,0
16266,2B,Alex Castellanos,-,-,07/15/2003,R,1.0 Stars,3.5 Stars,Durable,65,75,55,45,50,80,55,45,40,High,0,0
17243,CF,Victor Guzman,TOK,INT,07/17/2003,L,1.0 Stars,2.0 Stars,Normal,50,60,45,40,50,70,35,25,20,Low,0,0
16773,C,Brayden Reynolds,SMT,INT,07/18/2003,S,1.0 Stars,3.5 Stars,Normal,50,50,50,60,75,50,30,30,35,High,0,0
16833,1B,Takashi Imaizumi,GAL,R,07/18/2003,R,1.5 Stars,3.5 Stars,Normal,65,75,50,50,50,80,20,25,25,Avg,0,0
15873,2B,Abdul-Malik bin Bishr,DUB,R,07/19/2003,R,1.0 Stars,3.0 Stars,Normal,65,75,75,40,40,80,65,50,40,High,2021,35
17036,2B,Milorad Bajic,CLE,INT,07/20/2003,R,1.0 Stars,2.0 Stars,Durable,35,45,45,45,55,50,40,30,25,Avg,0,0
17212,3B,William Samaniego,-,-,07/21/2003,R,1.0 Stars,1.5 Stars,Normal,30,45,40,25,45,55,35,30,40,Avg,0,0
16307,1B,Tommy Riggle,-,-,07/21/2003,R,1.0 Stars,2.5 Stars,Durable,50,50,50,55,40,55,20,30,30,High,0,0
17281,C,Alejandro Nieto,LDN,INT,07/21/2003,L,1.0 Stars,1.5 Stars,Normal,35,45,40,25,45,55,25,20,20,Avg,0,0
16851,CF,Tim Smith,DEN,INT,07/22/2003,S,1.0 Stars,2.5 Stars,Normal,50,60,60,45,50,70,55,50,55,Low,0,0
16770,LF,Jordan O'Connor,VAN,INT,07/23/2003,R,1.0 Stars,1.5 Stars,Normal,50,50,35,25,35,55,30,35,35,High,0,0
16710,3B,Yukio Morna,TOR,INT,07/23/2003,R,1.0 Stars,2.0 Stars,Durable,45,45,40,40,45,45,30,25,20,Low,0,0
16765,RF,Francisco Rocha,AMS,INT,07/26/2003,L,1.0 Stars,1.5 Stars,Normal,30,40,40,30,45,50,45,35,30,High,0,0
16688,C,Ignacio Medrano,TOR,INT,07/27/2003,R,0.5 Stars,1.5 Stars,Normal,25,40,35,35,45,50,20,25,30,Low,0,0
16451,1B,Eduardo Martinez,-,-,07/28/2003,S,1.5 Stars,2.5 Stars,Normal,50,50,50,55,55,50,40,35,35,High,0,0
17055,SS,Toribio Egdio,STU,INT,07/30/2003,R,1.0 Stars,2.5 Stars,Normal,55,65,65,40,35,70,60,55,60,Avg,0,0
16855,SS,Oscar Lopez,LDN,INT,07/31/2003,S,1.0 Stars,1.5 Stars,Normal,40,45,40,45,45,45,45,35,40,High,0,0
15869,CF,Dennis Carrier,SMT,R,07/31/2003,L,1.0 Stars,2.0 Stars,Normal,55,55,40,40,45,50,40,40,45,High,2021,219
16429,LF,Gerry Belgrove,-,-,08/01/2003,L,1.0 Stars,4.5 Stars,Normal,55,45,45,80,80,35,35,25,30,High,0,0
17348,2B,Asir Khatib,ADE,INT,08/02/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,40,40,45,50,35,30,35,Low,0,0
16478,3B,Gary Zaitsoff,-,-,08/03/2003,R,1.0 Stars,2.5 Stars,Normal,55,55,45,60,45,50,40,35,35,High,0,0
16264,C,Adrien Renaud,-,-,08/03/2003,S,1.0 Stars,2.0 Stars,Normal,45,45,45,55,45,45,20,25,20,High,0,0
17305,C,Jon Rodriguez,ADE,INT,08/04/2003,R,1.0 Stars,2.0 Stars,Durable,50,50,50,45,45,55,35,40,45,Avg,0,0
16819,CF,Omero Andreucci,HON,INT,08/05/2003,S,1.0 Stars,2.0 Stars,Normal,55,60,50,40,45,60,35,25,30,Avg,0,0
17334,CF,Maaik van Ingen,HON,INT,08/07/2003,R,1.0 Stars,1.5 Stars,Normal,40,45,40,30,45,55,45,40,35,High,0,0
16879,RF,Conly Morgan,CAL,INT,08/11/2003,R,1.0 Stars,2.0 Stars,Normal,55,55,45,40,45,55,45,35,40,Avg,0,0
16299,CF,Travis Egan,-,-,08/12/2003,R,1.0 Stars,2.5 Stars,Normal,60,45,60,65,55,40,40,50,45,High,0,0
17498,LF,Aubert Bermani,DUB,INT,08/12/2003,L,1.0 Stars,2.5 Stars,Normal,55,65,50,40,45,70,55,50,50,Low,0,0
16813,3B,Herman Coort,HON,INT,08/13/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,40,45,40,55,30,35,40,Low,0,0
16875,2B,Oscar Valentin,GAL,INT,08/15/2003,S,1.0 Stars,2.0 Stars,Normal,50,50,45,40,45,50,45,30,30,High,0,0
16897,2B,Jorge Ordonez,LDN,INT,08/15/2003,R,1.0 Stars,2.0 Stars,Normal,45,45,45,45,65,40,50,30,20,High,0,0
17031,1B,Benedetto Bobbio,ADE,INT,08/18/2003,L,1.0 Stars,2.0 Stars,Normal,45,40,45,65,70,30,30,25,20,High,0,0
16736,1B,Sergio Acevedo,DUB,INT,08/18/2003,L,1.0 Stars,1.5 Stars,Normal,25,40,30,45,40,50,30,30,35,Avg,0,0
16750,LF,Kane Vincent,CLE,INT,08/19/2003,R,1.0 Stars,2.0 Stars,Durable,55,55,45,50,40,55,25,25,25,Avg,0,0
17189,3B,Anthon Jansen,CUR,INT,08/20/2003,L,1.0 Stars,2.0 Stars,Normal,45,50,40,35,45,60,35,35,40,Avg,0,0
17263,SS,Slavko Unkovic,SMT,INT,08/22/2003,R,1.0 Stars,2.0 Stars,Normal,50,45,45,45,45,35,45,35,45,Low,0,0
17220,CF,Craig Feeney,SMT,INT,08/23/2003,L,1.0 Stars,2.0 Stars,Durable,50,50,45,45,55,45,30,40,45,High,0,0
16779,2B,Israel Saucedo,CLE,INT,08/24/2003,S,1.0 Stars,2.0 Stars,Normal,50,50,50,50,50,55,30,25,25,Avg,0,0
16787,1B,Rômulo Mourinha,DUB,INT,08/24/2003,R,1.0 Stars,2.0 Stars,Normal,55,55,45,40,55,55,25,20,20,Avg,0,0
16461,2B,Tomas Gonzalez,-,-,08/24/2003,R,1.0 Stars,2.5 Stars,Normal,55,70,55,45,45,75,45,50,55,High,0,0
15835,C,Marco Olivo,LDN,R,08/25/2003,L,1.0 Stars,3.0 Stars,Normal,55,55,45,55,55,55,30,25,20,High,2021,51
15687,LF,Whitney Braine,-,-,08/26/2003,R,1.0 Stars,2.0 Stars,Normal,45,45,45,45,50,45,35,25,20,V.High,0,0
16426,SS,Gil Prasch,-,-,08/28/2003,R,1.0 Stars,2.0 Stars,Normal,45,45,45,60,45,45,65,55,55,High,0,0
17251,LF,Carmelo Papareschi,CAL,INT,08/28/2003,R,1.0 Stars,2.0 Stars,Normal,40,50,40,30,45,60,45,30,30,Low,0,0
16759,RF,Quentin McArdle,CUR,INT,08/28/2003,L,1.0 Stars,1.5 Stars,Normal,50,45,40,30,45,45,35,30,30,Avg,0,0
17317,2B,Dean Schol,CLE,INT,08/31/2003,R,1.0 Stars,2.0 Stars,Normal,45,50,50,40,40,65,40,30,35,Low,0,0
16871,C,Hiroshi Nakata,STU,INT,08/31/2003,R,1.0 Stars,2.0 Stars,Normal,55,45,45,45,65,30,25,25,25,Avg,0,0
17188,2B,Eusébio Ono,VAN,INT,09/02/2003,R,1.0 Stars,2.0 Stars,Normal,50,45,45,65,50,30,40,35,40,Low,0,0
17238,C,Orlando LaRocca,TOK,INT,09/03/2003,R,1.0 Stars,2.5 Stars,Normal,50,50,40,50,55,45,25,25,30,Low,0,0
17344,SS,Pavle Dobrica,SMT,INT,09/03/2003,R,1.0 Stars,2.0 Stars,Normal,50,65,50,30,40,80,45,45,50,High,0,0
16456,RF,C.J. Crocker,-,-,09/04/2003,R,1.0 Stars,2.5 Stars,Normal,50,60,80,55,40,75,65,50,40,High,0,0
17347,C,Manny Olvera,ADE,INT,09/05/2003,R,1.0 Stars,2.0 Stars,Normal,35,45,40,30,50,55,30,35,30,Low,0,0
17328,CF,Edgar Garcia,TOK,INT,09/06/2003,R,1.0 Stars,2.0 Stars,Normal,55,45,45,55,55,35,60,45,45,Low,0,0
16782,C,Jordan Arguedas,CLE,INT,09/06/2003,R,1.0 Stars,2.5 Stars,Normal,50,50,55,55,50,45,35,30,30,Avg,0,0
17271,2B,Frank Robbins,CAL,INT,09/07/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,45,40,35,55,45,35,45,Avg,0,0
16415,3B,Donny de Vries,-,-,09/08/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,45,45,45,55,35,30,25,High,0,0
16464,RF,Sean Brecher,-,-,09/08/2003,R,1.0 Stars,2.0 Stars,Normal,60,45,45,50,55,30,25,25,30,High,0,0
17201,CF,Beniamino Zanelli,GAL,INT,09/11/2003,R,1.0 Stars,2.0 Stars,Normal,45,45,45,35,45,50,50,35,40,Avg,0,0
17283,RF,Butrus Rabi,ADE,INT,09/12/2003,L,1.0 Stars,2.5 Stars,Normal,50,50,80,50,55,55,65,45,35,Avg,0,0
16439,2B,Elliot Dewar,-,-,09/13/2003,S,1.0 Stars,3.0 Stars,Durable,50,55,80,55,40,60,60,65,65,High,0,0
17236,SS,Abdul-Halim Rabah,CUR,INT,09/15/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,40,25,45,50,40,50,65,Low,0,0
16812,C,Larry Normand,HON,INT,09/15/2003,R,1.0 Stars,3.0 Stars,Normal,55,50,60,55,70,45,40,45,50,Avg,0,0
17045,2B,Filiberto Amicis,CLE,INT,09/17/2003,R,1.0 Stars,2.0 Stars,Normal,40,35,45,65,45,30,55,35,25,High,0,0
16434,CF,Bryan Louks,-,-,09/18/2003,L,1.0 Stars,2.5 Stars,Normal,50,50,70,55,50,55,55,50,35,High,0,0
16834,C,John Joly,DUB,INT,09/19/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,45,45,45,55,30,45,60,Avg,0,0
17355,CF,Felix Napoleoni,HAV,INT,09/20/2003,R,1.0 Stars,2.0 Stars,Normal,45,40,45,50,45,40,45,30,25,V.High,0,0
17185,1B,Robby Coreas,LAP,R,09/21/2003,R,1.0 Stars,2.0 Stars,Normal,50,50,45,40,35,55,35,35,40,High,0,0
16318,CF,Zeljko Subasic,-,-,09/22/2003,L,1.0 Stars,3.0 Stars,Normal,70,70,50,40,75,60,55,50,50,High,0,0
16802,2B,Punisa Pesa,HON,INT,09/22/2003,S,1.0 Stars,2.0 Stars,Normal,45,50,45,35,45,50,40,35,40,High,0,0
17313,LF,Connor Gordon,-,-,09/24/2003,R,1.0 Stars,1.5 Stars,Normal,25,45,35,30,50,60,35,25,20,High,0,0
17309,C,Tony Chalas,SMT,INT,09/24/2003,R,1.0 Stars,2.5 Stars,Durable,55,70,45,45,45,75,25,35,35,High,0,0
16562,RF,Cameron Peterson,-,-,09/25/2003,L,1.0 Stars,3.5 Stars,Normal,60,45,50,80,75,35,35,40,45,High,0,0
17194,RF,Gustavo Martinez,VAN,INT,09/27/2003,L,1.0 Stars,1.5 Stars,Durable,30,40,45,35,50,45,25,35,30,Avg,0,0
17068,2B,Tsugunosuke Hirakawa,DEN,INT,09/28/2003,R,1.0 Stars,3.0 Stars,Durable,55,65,55,50,55,70,45,50,45,High,0,0
17246,CF,Adriano Cunha,DEN,INT,09/28/2003,R,1.0 Stars,1.5 Stars,Normal,40,45,40,30,45,50,50,50,40,Avg,0,0
16316,C,Wafeeq bin Ala',-,-,09/30/2003,L,1.0 Stars,2.0 Stars,Normal,50,50,45,45,50,45,30,20,20,High,0,0
16282,3B,Shota Yokoi,-,-,10/02/2003,L,1.0 Stars,1.5 Stars,Normal,30,45,40,35,45,65,25,20,25,V.High,0,0
17223,C,Amin bin Esam,VAN,INT,10/06/2003,R,0.5 Stars,2.0 Stars,Normal,40,40,40,50,50,35,40,30,25,High,0,0
17231,C,Oscar Murchison,GAL,INT,10/07/2003,L,1.0 Stars,2.0 Stars,Normal,25,40,40,35,55,55,20,20,20,Low,0,0
16423,RF,Domynguos Matsumoto,-,-,10/09/2003,L,1.0 Stars,2.5 Stars,Normal,55,60,50,50,45,65,30,35,30,High,0,0
16923,2B,Alex Mora,VAN,INT,10/10/2003,S,1.0 Stars,2.0 Stars,Normal,50,55,50,50,45,55,40,40,30,High,0,0
17237,C,Miguel Ramirez,TOR,INT,10/11/2003,R,1.0 Stars,2.0 Stars,Normal,55,55,45,45,45,50,35,25,20,High,0,0
17074,SS,Doug Pope,-,-,10/14/2003,R,1.0 Stars,3.0 Stars,Normal,55,65,50,55,65,65,45,30,30,High,0,0
16272,3B,Calisto Suda,-,-,10/15/2003,R,1.0 Stars,2.0 Stars,Normal,45,45,45,60,45,50,35,30,25,High,0,0
