ID,RL,Name,ORG,Lev,DOB,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,HSC,STU P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,G/F,VT,PT,STM,Sct,SctAcc,Draft,OA Pick
17816,SP,Pleun Visser,NKO,INT,12/27/2004,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,20,50,45,45,55,55,50,-,55,-,-,-,-,-,-,EX FB,91-93,Normal,65,Aug. 14th   2021,High,0,0
15060,CL,Victor Vizcarrondo,-,-,09/16/2001,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,CO Sophomore,40,55,40,50,45,-,35,-,-,-,-,-,-,-,-,-,NEU,92-94,Normal,30,Aug. 9th   2021,V.High,0,0
9605,SP,Janos von Neumann,GAL,MLB,05/26/1992,4.5 Stars,4.5 Stars,N,N,H,N,N,N,Normal,Iron Man,-,50,45,55,50,50,55,60,40,50,-,-,-,-,-,-,-,NEU,91-93,Normal,50,Aug. 3rd   2021,V.High,2010,1
14192,SP,Felipe Vooijs,STU,AA,01/04/1999,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,-,50,50,50,55,60,55,40,60,-,-,-,-,-,40,-,-,NEU,93-95,Finesse,65,Aug. 5th   2021,V.High,0,0
13421,SP,Frits Vuijk,LAP,AAA,12/08/1997,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,45,55,45,45,55,50,-,-,-,55,-,-,-,-,-,-,NEU,92-94,Normal,60,Aug. 15th   2021,V.High,0,0
16367,SP,Vuk Vukasinov,NKO,INT,12/29/2002,1.0 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,Durable,-,40,50,50,45,40,40,-,-,40,40,-,-,-,-,-,-,NEU,90-92,Normal,50,Jun. 12th   2021,Avg,0,0
15119,SP,Momsilo Vukovic,-,-,09/01/2001,0.5 Stars,1.5 Stars,N,N,H,N,N,N,Unknown,Normal,CO Sophomore,50,30,40,45,70,-,60,45,-,-,65,-,-,-,-,-,FB,97-99,Power,35,Jul. 17th   2021,V.High,0,0
16640,SP,Reda Wafeeq,LON,R,09/23/2002,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,35,45,40,50,40,45,-,30,-,-,-,-,-,-,-,-,NEU,88-90,Finesse,50,Jul. 14th   2021,High,0,0
17795,RP,Alfons Wagenaar,AMS,INT,01/08/2005,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Durable,-,45,40,45,45,45,50,-,-,-,50,-,-,-,-,-,-,NEU,91-93,Normal,50,Jul. 27th   2021,High,0,0
17752,SP,Mike Wahl,-,-,02/09/2005,0.5 Stars,2.0 Stars,H,N,H,N,H,N,Unknown,Normal,HS Sophomore,45,45,45,45,35,50,60,-,-,60,-,-,-,-,-,-,FB,89-91,Normal,70,May 13th   2021,Avg,0,0
16345,RP,Alan Wakeham,-,-,02/19/2004,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,HS Senior,55,50,50,50,75,50,-,45,55,-,-,-,-,-,-,-,NEU,96-98,Normal,25,Jun. 28th   2021,High,0,0
15951,SP,Larry Wakeham,NKO,INT,12/28/2001,1.0 Stars,2.0 Stars,H,H,N,N,N,N,Unknown,Normal,-,65,35,45,45,65,80,-,65,-,-,65,-,-,-,-,-,FB,93-95,Normal,65,Jul. 20th   2021,High,0,0
17149,SP,Tom Walker,-,-,06/20/2004,1.0 Stars,2.5 Stars,L,L,N,N,N,N,Unknown,Normal,HS Junior,65,45,45,50,80,55,-,-,-,80,-,-,-,-,-,-,NEU,95-97,Normal,60,Aug. 17th   2021,High,0,0
15818,SP,Jason Waller,CLE,R,07/13/2001,1.5 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,Normal,-,50,45,50,45,75,50,-,-,-,-,-,-,-,70,-,-,FB,96-98,Normal,50,Aug. 1st   2021,V.High,2020,9
13078,RP,Joey Walsh,VAN,MLB,04/04/1998,2.5 Stars,2.5 Stars,L,N,N,N,N,N,Normal,Normal,-,65,50,45,50,65,-,70,60,-,-,-,-,-,-,-,-,GB,92-94,GB'er,25,Aug. 16th   2021,V.High,2017,92
17599,SP,Oscar Walsh,-,-,11/20/2006,1.0 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,Normal,HS Sophomore,55,55,50,60,-,-,75,60,-,65,75,-,-,-,-,-,NEU,93-95,Normal,55,Jun. 22nd   2021,Avg,0,0
16183,SP,Rusty Walston,RME,MLB,09/05/1993,3.0 Stars,3.0 Stars,N,N,N,N,N,H,Normal,Durable,-,50,55,45,50,50,-,-,-,40,-,70,-,-,-,-,-,FB,91-93,Normal,45,Jul. 31st   2021,V.High,0,0
15723,SP,Matthew Wantuch,-,-,01/14/2002,1.0 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,Normal,CO Freshman,40,45,45,50,40,50,45,-,45,-,-,-,-,-,-,-,NEU,87-89,Normal,60,Aug. 10th   2021,V.High,0,0
15435,SP,Stuart Wardle,TOR,R,04/30/2001,1.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,Normal,-,45,35,40,45,45,50,-,45,45,45,-,-,-,-,-,-,NEU,90-92,Normal,50,Jul. 10th   2021,High,0,0
17870,SP,Kyle Warren,DUB,INT,01/12/2005,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Unknown,Normal,-,35,20,45,45,35,-,-,-,40,-,40,40,-,-,-,-,FB,89-91,Normal,50,Jul. 20th   2021,Avg,0,0
15935,SP,Daisaku Watanabe,NKO,INT,03/06/2002,0.5 Stars,1.5 Stars,N,H,N,N,N,N,Unknown,Normal,-,35,30,35,35,40,30,35,35,35,-,-,-,-,-,-,-,NEU,90-92,Normal,45,Jun. 10th   2021,Avg,0,0
17757,SP,Kenjiro Watanabe,-,-,03/30/2005,1.0 Stars,2.5 Stars,N,N,N,N,H,N,Unknown,Normal,HS Sophomore,45,55,45,65,45,65,45,-,50,-,-,-,-,-,-,-,NEU,89-91,Normal,60,Apr. 22nd   2021,Avg,0,0
13976,SP,Kuranosuke Watanabe,-,-,01/29/2000,0.5 Stars,1.5 Stars,N,H,N,N,N,N,Unknown,Normal,CO Senior,50,35,45,20,65,45,-,70,-,-,-,-,-,-,-,-,EX FB,95-97,Normal,35,Aug. 6th   2021,V.High,0,0
14919,SP,Morihiko Watanabe,TOK,R,10/15/2000,1.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Normal,-,50,40,45,50,70,60,-,-,-,40,-,-,45,-,-,-,FB,94-96,Normal,55,Jul. 15th   2021,High,0,0
11639,RP,TERUO WATANABE,SMT,MLB,05/29/1997,2.5 Stars,2.5 Stars,H,N,N,N,L,L,Normal,Fragile,-,80,40,50,55,80,-,-,-,-,75,-,-,-,-,-,-,GB,100+,Power,30,Aug. 14th   2021,V.High,2015,127
13767,SP,Gilbert Waterman,GAL,A,11/11/1998,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,50,35,40,40,60,55,-,40,-,60,-,-,-,-,-,-,FB,93-95,Normal,55,Jul. 8th   2021,High,0,0
16255,SP,Ryan Waterman,-,-,03/01/2004,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,HS Senior,45,70,45,40,45,35,-,45,45,45,-,-,-,-,-,-,NEU,90-92,Normal,60,Jun. 23rd   2021,High,0,0
12880,RP,Cam Waterson,HAV,AAA,02/02/1997,2.0 Stars,2.0 Stars,N,N,L,N,L,L,Unmotivated,Normal,-,50,40,45,40,60,45,-,-,-,-,50,-,-,-,-,-,NEU,94-96,Normal,25,Aug. 19th   2021,V.High,0,0
17018,SP,Justin Watkins,-,-,06/16/2004,0.5 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,Durable,HS Junior,50,40,50,50,55,55,40,-,60,-,-,-,-,-,-,-,FB,92-94,Normal,50,Jul. 2nd   2021,High,0,0
14425,RP,Ryan Watkins,-,-,01/05/1996,1.5 Stars,1.5 Stars,N,L,L,N,N,N,Normal,Normal,-,30,25,45,45,30,-,-,-,35,-,30,-,-,-,-,-,NEU,89-91,Normal,30,Mar. 5th   2021,V.High,0,0
15511,SP,Marvin Watson,-,-,04/26/2002,0.5 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,Normal,CO Freshman,45,40,40,45,50,45,-,50,-,35,-,-,-,-,-,-,FB,93-95,Normal,50,Aug. 3rd   2021,V.High,0,0
14563,SP,Milton Watt,-,-,05/24/2001,0.5 Stars,1.5 Stars,N,N,L,N,N,L,Unknown,Normal,CO Junior,35,20,45,45,50,30,40,-,45,-,-,-,-,-,-,-,FB,98-100,Power,65,Jul. 8th   2021,V.High,0,0
17673,SP,Bill Webster,-,-,07/12/2005,0.5 Stars,2.0 Stars,N,L,L,N,L,N,Unknown,Durable,HS Sophomore,55,25,50,50,70,65,-,80,-,65,-,-,-,-,-,-,FB,95-97,Normal,50,May 25th   2021,Avg,0,0
15999,SP,Ronald Webster,GAL,INT,07/20/2002,0.5 Stars,1.5 Stars,L,N,N,N,N,N,Unknown,Normal,-,35,35,40,45,40,50,-,-,-,35,-,-,-,-,-,-,FB,87-89,Normal,45,Aug. 14th   2021,High,0,0
12994,SP,JAROD WEDEMEYER,STU,AAA,12/27/1997,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Fragile,-,50,45,45,50,80,55,-,-,-,40,-,-,-,-,-,-,NEU,94-96,Normal,35,Jun. 30th   2021,High,2016,124
14370,SP,Devin Weicker,STU,A,01/29/2001,1.5 Stars,2.5 Stars,N,N,L,N,N,N,Unknown,Normal,-,50,50,40,50,-,-,55,-,-,-,75,-,45,-,-,-,NEU,96-98,Normal,50,Aug. 3rd   2021,V.High,2019,10
10590,RP,JOE WEIGEL,RME,AAA,05/05/1995,2.0 Stars,2.0 Stars,N,N,N,N,H,L,Normal,Durable,-,60,40,50,45,80,60,-,-,-,55,-,-,-,-,-,-,NEU,96-98,Power,30,Aug. 17th   2021,V.High,2013,103
13272,SP,Jamie Wells,VAN,AAA,12/21/1997,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,Normal,-,50,45,45,50,60,50,-,-,55,-,-,-,-,-,-,-,NEU,93-95,Normal,60,Jul. 3rd   2021,High,2017,192
13251,SP,Maurice Wells,SMT,AAA,03/30/1995,2.0 Stars,2.0 Stars,N,N,H,N,N,H,Normal,Normal,-,45,40,45,55,-,-,-,50,-,45,50,-,-,-,-,-,NEU,90-92,Normal,55,Aug. 12th   2021,V.High,2017,127
14185,SP,Belchior Werneck,SMT,AA,08/08/1999,1.5 Stars,1.5 Stars,L,L,H,N,N,N,Normal,Normal,-,65,25,50,45,80,40,-,-,-,-,75,70,-,-,-,-,FB,95-97,Normal,35,Jun. 8th   2021,High,0,0
16873,SP,Arthur West,DUB,INT,03/21/2003,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,45,45,45,45,50,-,-,40,-,-,-,-,-,-,-,NEU,91-93,Normal,55,Jun. 14th   2021,Avg,0,0
14557,RP,Greg West,LAP,R,10/05/2000,1.5 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,Fragile,-,75,50,45,50,80,-,80,-,-,-,-,-,-,-,-,-,GB,99-101,Power,30,Aug. 17th   2021,V.High,2019,87
14582,SP,Kieron Whalley,DUB,A,01/15/2001,1.5 Stars,1.5 Stars,N,N,N,N,N,H,Unknown,Normal,-,40,45,40,50,45,45,-,-,35,-,-,-,-,-,-,-,NEU,92-94,Finesse,35,Aug. 8th   2021,V.High,2019,116
16385,RP,Dean Wheeler,HON,R,04/26/2002,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,50,45,45,45,40,-,-,45,-,-,-,-,-,-,-,NEU,93-95,Normal,50,Jul. 19th   2021,V.High,0,0
14952,RP,Nelson Whiffin,-,-,08/06/2000,1.5 Stars,2.0 Stars,H,N,N,N,N,N,Normal,Normal,-,40,45,40,45,45,40,-,40,-,-,-,-,-,-,-,-,NEU,91-93,Finesse,55,Jun. 9th   2021,V.High,0,0
9139,RP,JOSEPH WHITE,CUR,AAA,01/08/1987,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,45,45,50,45,-,45,35,50,-,30,45,-,-,-,-,-,NEU,91-93,Normal,50,Jul. 4th   2021,V.High,2008,44
16277,SP,Samuel White,-,-,10/02/2003,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,HS Senior,55,45,45,45,50,-,-,60,55,-,-,-,-,-,-,-,NEU,91-93,Normal,60,Mar. 29th   2021,High,0,0
15697,SP,Chris Whiteway,RME,R,04/18/2003,1.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,55,50,50,60,-,65,70,80,-,-,70,-,-,-,-,-,NEU,96-98,Normal,45,Aug. 22nd   2021,V.High,2021,43
11684,SP,KYLE WHITTLE,-,-,12/08/1990,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,Normal,-,45,45,50,50,50,-,-,-,55,20,-,-,-,-,-,-,GB,92-94,GB'er,55,Mar. 19th   2021,V.High,2013,95
15156,SP,Will Wicks,-,-,02/04/2001,1.5 Stars,1.5 Stars,N,L,L,N,N,L,Normal,Normal,-,40,45,40,45,45,55,-,-,-,35,-,-,-,-,-,-,NEU,89-91,Finesse,35,Aug. 23rd   2021,V.High,0,0
12401,RP,HARM WIEBENGA,HON,MLB,03/14/1997,2.5 Stars,2.5 Stars,N,N,H,N,N,N,Normal,Normal,-,45,55,45,50,45,40,-,45,-,35,-,-,-,-,-,-,GB,94-96,GB'er,65,Jun. 25th   2021,High,2016,62
12490,SP,Per Wiegersma,-,-,04/04/1996,2.0 Stars,2.0 Stars,N,L,N,N,H,N,Normal,Normal,-,40,45,40,45,45,40,-,-,-,45,-,-,-,45,-,-,GB,92-94,GB'er,40,Feb. 28th   2021,V.High,0,0
15858,SP,Nate Wiggins,LON,R,08/19/2003,1.0 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,Normal,-,65,45,55,45,80,60,80,80,-,-,-,-,-,-,-,-,EX FB,95-97,Normal,40,Aug. 19th   2021,V.High,2021,37
12981,RP,STEVE WILBUR,NKO,AAA,09/20/1994,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Normal,-,45,45,45,50,50,-,-,-,40,-,45,-,-,-,-,-,GB,91-93,GB'er,30,Jul. 24th   2021,V.High,2016,214
14831,RP,Aidan Wilkes,LAP,AA,03/02/1999,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,60,45,45,45,75,-,75,-,-,-,-,-,-,-,-,-,NEU,94-96,Normal,25,Aug. 19th   2021,V.High,0,0
13448,RP,Graciano Will,GAL,A,07/03/1997,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,55,20,45,40,80,-,-,-,-,-,-,-,50,-,-,-,EX FB,95-97,Power,25,Jun. 19th   2021,High,0,0
10636,RP,JEFF WILLEMS,CAL,AA,08/20/1994,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,Fragile,-,70,50,55,30,70,60,-,-,70,-,-,-,-,-,-,-,EX FB,94-96,Normal,25,Jun. 23rd   2021,V.High,2013,76
12806,RP,Jarod Willey,TOR,A,02/17/1997,2.0 Stars,2.5 Stars,H,H,H,N,N,N,Normal,Normal,-,60,55,45,45,65,55,-,-,-,-,-,-,-,-,-,-,NEU,92-94,Normal,45,Aug. 22nd   2021,V.High,0,0
10987,SP,DANTE WILLIAMS,TOK,AA,09/02/1995,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,55,40,45,40,80,50,-,-,-,75,-,-,-,-,-,-,NEU,96-98,Power,60,Jul. 20th   2021,V.High,2017,131
17550,SP,Manny Williams,STU,INT,12/10/2004,1.0 Stars,2.0 Stars,N,N,N,N,H,N,Unknown,Normal,-,65,30,45,50,55,70,80,-,-,80,-,-,-,-,-,-,EX FB,92-94,Normal,65,Aug. 13th   2021,High,0,0
8727,SP,SINCERE WILLIAMS,ADE,MLB,09/14/1989,3.0 Stars,3.0 Stars,L,N,N,N,N,L,Normal,Iron Man,-,50,50,55,50,65,50,-,-,65,-,-,-,-,-,-,-,FB,94-96,Normal,55,Jul. 13th   2021,V.High,2008,37
17583,SP,Tom Williams,-,-,12/06/2000,1.5 Stars,2.5 Stars,N,N,N,N,N,L,Unknown,Fragile,CO Sophomore,50,55,50,50,55,45,-,-,55,-,-,-,-,-,55,-,FB,94-96,Normal,60,Jul. 26th   2021,Avg,0,0
13356,SP,Jay Williamson,DUB,AA,11/22/1998,1.5 Stars,2.5 Stars,N,N,N,N,N,L,Normal,Normal,-,45,60,45,50,50,45,-,-,-,-,50,-,-,-,-,-,NEU,94-96,Normal,45,Jul. 23rd   2021,V.High,2018,119
11241,SP,Blake Willis,SMT,MLB,07/07/1995,3.0 Stars,3.0 Stars,N,N,N,N,N,H,Normal,Normal,-,50,45,50,55,65,50,-,-,-,-,55,-,-,-,-,-,GB,94-96,GB'er,55,Jul. 19th   2021,V.High,0,0
15035,SP,Gene Wills,TOK,A,09/18/2002,1.5 Stars,4.0 Stars,H,N,N,N,N,N,Unknown,Normal,-,60,55,60,65,75,50,-,-,60,80,-,-,-,-,-,-,GB,95-97,GB'er,50,Aug. 15th   2021,V.High,2020,1
16555,SP,Elliott Wilson,-,-,10/06/2003,0.5 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,Fragile,HS Senior,40,45,45,50,40,35,40,45,-,-,-,-,-,-,-,-,FB,89-91,Normal,55,May 13th   2021,High,0,0
11013,CL,CHIRA WINN,HAV,MLB,05/15/1995,2.5 Stars,2.5 Stars,N,H,N,N,H,N,Normal,Fragile,-,55,45,45,40,80,-,-,-,50,-,50,-,-,-,-,-,EX FB,95-97,Power,55,Jul. 12th   2021,V.High,2014,21
16214,SP,Matt Winter,-,-,09/03/1998,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,40,45,45,50,60,-,50,-,-,50,-,-,-,-,-,EX FB,91-93,Finesse,35,Mar. 2nd   2021,V.High,2020,230
15647,RP,Bill Wise,VAN,A,05/20/2001,1.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,75,35,50,45,80,55,40,-,-,75,-,-,-,-,-,-,NEU,99-101,Power,50,Aug. 10th   2021,V.High,2020,78
14970,SP,Jeff Wood,-,-,05/12/2001,0.5 Stars,2.0 Stars,N,N,H,N,N,L,Unknown,Normal,CO Sophomore,40,45,40,45,50,50,-,40,-,-,-,-,-,-,-,-,NEU,92-94,Normal,40,Mar. 24th   2021,V.High,0,0
16899,SP,Bradley Woodger,HAV,INT,03/16/2003,0.5 Stars,1.5 Stars,H,N,L,N,N,H,Unknown,Durable,-,45,30,35,40,45,45,-,-,35,-,45,-,-,-,-,-,FB,90-92,Normal,55,Aug. 12th   2021,V.High,0,0
15907,SP,Graeme Woodruff,CLE,R,08/20/2001,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,40,45,40,45,40,45,45,-,45,-,-,-,-,-,-,-,NEU,91-93,Finesse,60,Jul. 2nd   2021,High,0,0
13099,SP,Don Wyatt,VAN,AA,08/12/1998,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,50,45,40,50,65,50,-,65,-,-,-,-,-,-,-,-,GB,95-97,GB'er,55,Jun. 8th   2021,High,2017,132
13324,CL,Lewis Wylie,-,-,04/14/1999,1.5 Stars,2.0 Stars,N,N,N,N,N,L,Unknown,Normal,-,50,55,45,45,65,45,-,55,-,-,-,-,-,-,-,-,NEU,97-99,Power,40,Mar. 15th   2021,V.High,2019,108
15170,RP,Ke-yong Xi,CUR,R,08/19/2000,1.5 Stars,2.0 Stars,H,N,N,N,N,N,Normal,Normal,-,70,40,45,40,80,55,-,50,-,75,-,-,-,-,-,-,NEU,95-97,Normal,35,Jul. 26th   2021,V.High,0,0
13762,SP,Naomichi Yamada,-,-,10/24/1998,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Outspoken,Normal,-,45,40,40,30,60,45,55,55,-,-,-,-,-,-,-,-,EX FB,97-99,Power,45,Jun. 8th   2021,V.High,0,0
11747,SP,SHINTARO YAMADA,VAN,AAA,07/02/1996,2.5 Stars,3.0 Stars,N,L,N,N,N,N,Normal,Fragile,-,50,50,45,60,60,50,-,-,50,70,-,-,-,-,-,-,EX GB,94-96,GB'er,55,Aug. 22nd   2021,V.High,2015,108
17013,SP,Eiju Yamamoto,-,-,03/10/2004,1.0 Stars,2.5 Stars,N,H,N,N,H,N,Unknown,Normal,HS Junior,55,65,45,45,70,50,-,80,60,-,-,-,-,-,-,-,NEU,97-99,Normal,55,Jul. 26th   2021,High,0,0
16669,SP,Hiromasa Yamamoto,TOK,INT,08/28/2002,1.0 Stars,2.0 Stars,N,H,H,N,N,N,Unknown,Normal,-,40,50,45,45,-,45,45,45,-,-,45,-,-,-,-,-,NEU,89-91,Normal,60,Jun. 4th   2021,Avg,0,0
15979,SP,Katsuki Yamamoto,-,-,07/02/2001,1.0 Stars,1.5 Stars,N,N,H,N,N,N,Unknown,Normal,-,45,35,45,35,55,45,-,-,40,-,-,-,-,-,-,-,NEU,94-96,Finesse,45,Jul. 23rd   2021,High,0,0
16695,SP,Taishuu Yamane,TOK,INT,08/10/2002,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,40,30,45,35,45,35,35,-,-,40,-,-,-,-,-,-,EX FB,93-95,Normal,55,Jun. 20th   2021,Avg,0,0
9621,SP,JAY YANCHEK,TOR,MLB,03/23/1991,2.5 Stars,2.5 Stars,N,L,N,N,H,N,Normal,Normal,-,55,55,55,45,75,55,-,-,-,-,-,-,-,-,75,-,GB,94-96,GB'er,45,Jul. 23rd   2021,V.High,2010,202
17936,SP,Rafiq Yazeed,TOK,INT,08/11/2005,0.5 Stars,2.0 Stars,N,H,L,N,L,L,Unknown,Normal,-,40,25,45,50,45,45,-,40,40,-,-,-,-,-,-,-,FB,90-92,Normal,50,Aug. 15th   2021,Avg,0,0
11607,CL,JOHN YOAKUM,CAL,AA,04/02/1996,1.5 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Durable,-,75,20,45,50,80,-,-,80,-,-,-,-,-,-,-,-,EX FB,96-98,Power,40,Jul. 28th   2021,V.High,2018,170
14593,SP,Kunifusa Yokoyama,RME,A,05/18/2000,1.5 Stars,1.5 Stars,N,N,H,N,N,N,Unknown,Normal,-,50,35,40,40,-,45,60,55,-,-,55,-,-,-,-,-,NEU,94-96,Normal,35,Aug. 15th   2021,V.High,2019,131
15306,RP,Chae-seong Yoo,ADE,R,11/25/2000,1.5 Stars,2.0 Stars,L,N,H,N,H,H,Sparkplug,Durable,-,40,45,40,50,-,40,45,45,-,45,40,-,-,-,45,-,NEU,92-94,Finesse,60,Jul. 11th   2021,High,0,0
15648,RP,Jung-hoon Yoo,-,-,09/15/1998,1.5 Stars,2.0 Stars,N,L,H,N,N,N,Unknown,Normal,-,50,50,40,40,60,-,-,-,40,-,55,-,-,-,-,-,EX FB,94-96,Normal,35,Mar. 13th   2021,V.High,0,0
17605,SP,Min-soo Yoo,-,-,03/12/2005,0.5 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,Normal,HS Sophomore,40,35,45,50,45,40,-,-,-,45,-,-,-,-,-,-,FB,92-94,Normal,65,Aug. 16th   2021,Avg,0,0
12436,SP,SEUNG-JAE YOO,NKO,A,12/09/1997,1.5 Stars,1.5 Stars,L,L,N,N,N,N,Unknown,Fragile,-,45,45,40,45,45,45,45,45,45,-,45,-,-,-,-,-,NEU,91-93,Finesse,35,Aug. 1st   2021,V.High,2019,114
17616,SP,Alvin York,-,-,12/23/2005,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,HS Sophomore,40,35,45,45,45,40,-,-,40,-,-,-,-,-,-,-,EX FB,91-93,Normal,55,Mar. 30th   2021,Avg,0,0
16893,SP,Yukiyoshi Yoshimura,HON,A,08/04/2002,1.5 Stars,1.5 Stars,N,H,N,N,N,N,Unknown,Fragile,-,45,45,45,40,50,45,35,45,45,-,-,-,-,-,-,-,NEU,93-95,Finesse,40,Jul. 18th   2021,High,0,0
16246,RP,Declan Young,NKO,MLB,12/08/1998,3.0 Stars,3.5 Stars,N,N,N,N,N,N,Normal,Normal,-,50,80,55,80,-,-,-,55,70,-,-,-,-,-,-,-,GB,92-94,GB'er,30,Jun. 15th   2021,High,2021,19
13935,SP,Lee Younker,VAN,A,09/20/1998,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,60,50,45,45,80,55,80,80,65,-,-,-,-,-,-,-,GB,96-98,GB'er,35,Jul. 31st   2021,V.High,2017,137
17100,SP,Shelley Yuhas,-,-,06/21/2004,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Durable,HS Junior,50,45,50,45,70,50,-,-,-,-,60,-,-,35,-,-,NEU,94-96,Normal,60,Jun. 1st   2021,High,0,0
14709,SP,Ata Yushua,LAP,AA,10/24/1999,1.5 Stars,2.5 Stars,N,N,N,N,H,N,Normal,Normal,-,50,45,45,50,80,55,-,-,-,45,-,-,-,-,-,-,NEU,95-97,Normal,55,Jul. 12th   2021,V.High,0,0
15084,RP,Ted Zablocki,LON,A,06/27/2001,1.5 Stars,3.0 Stars,N,N,H,N,N,N,Unknown,Durable,-,70,50,45,60,-,-,-,80,75,-,-,-,-,-,-,-,GB,96-98,GB'er,35,Jul. 23rd   2021,V.High,2020,41
14658,SP,Rida Zaim,-,-,05/14/1999,1.5 Stars,1.5 Stars,H,N,N,N,H,N,Captain,Normal,-,45,35,35,35,40,40,40,40,45,45,-,-,-,-,-,-,NEU,91-93,Finesse,50,Mar. 6th   2021,V.High,0,0
11578,RP,Edwin Zapata,SMT,AA,05/20/1996,2.0 Stars,2.0 Stars,N,N,L,N,L,L,Normal,Normal,-,65,25,45,50,80,50,-,-,55,40,-,-,-,50,-,-,EX GB,97-99,Power,40,Jun. 15th   2021,High,2015,47
11031,RP,ALEX ZARAGOZA,AMS,MLB,08/08/1995,2.0 Stars,2.5 Stars,N,L,L,N,N,N,Normal,Normal,-,75,50,50,45,80,60,-,55,-,-,80,-,-,-,-,-,FB,96-98,Power,45,Jul. 28th   2021,V.High,2014,37
15159,RP,Nebosja Zecevic,-,-,12/29/2000,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,30,45,35,40,35,35,-,-,-,30,-,-,-,-,-,-,NEU,90-92,Finesse,55,Jul. 30th   2021,V.High,0,0
15514,SP,Edgar Zeimoto,LON,R,02/12/2003,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Durable,-,40,45,40,55,-,50,-,45,-,-,45,-,-,-,-,-,NEU,90-92,Finesse,50,Aug. 19th   2021,V.High,2021,122
11214,RP,Jian-zhang Zhang,CLE,MLB,04/11/1995,2.5 Stars,2.5 Stars,N,H,N,N,N,N,Normal,Fragile,-,50,45,50,50,60,40,-,-,-,50,-,-,-,-,-,-,GB,93-95,GB'er,55,Jun. 22nd   2021,V.High,0,0
16777,SP,Ta-heng Zhang,LAP,INT,02/26/2003,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,25,45,40,-,50,-,50,-,55,55,-,-,-,-,-,NEU,92-94,Normal,50,Jun. 9th   2021,Avg,0,0
13548,SP,Slavko Zimojic,-,-,11/23/1997,1.0 Stars,1.5 Stars,N,N,L,N,N,N,Normal,Fragile,-,55,25,45,45,70,60,-,-,-,70,-,-,-,-,-,-,EX FB,94-96,Normal,35,Mar. 12th   2021,V.High,0,0
