ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,RET,Draft,OA Pick
11001,25,08/14/1995,JOSH PARKER,2.0 Stars,2.0 Stars,Normal,70,55,40,80,50,-,-,65,-,-,-,-,-,-,-,95-97,50,No,2014,116
740,55,09/10/1965,Rich Dahlman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,95
10361,27,01/02/1994,WILL GRAYSON,2.0 Stars,2.5 Stars,Durable,55,50,50,70,55,-,80,-,-,-,-,-,40,-,-,96-98,40,No,2012,118
11439,27,03/10/1994,CLAUDIO MARISCO,2.5 Stars,2.5 Stars,Fragile,70,45,55,70,-,-,75,-,-,-,-,-,-,-,-,93-95,30,No,2013,115
6328,42,04/16/1979,Cody Walling,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,100
3227,47,08/10/1973,Juan Aguilar,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,96
7056,36,06/12/1984,JOE MIGLIARO,2.0 Stars,2.0 Stars,Normal,45,55,45,45,-,50,-,50,-,-,-,-,-,-,-,89-91,45,No,2003,98
9234,30,11/09/1990,EDDIE PLATT,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,108
10842,27,07/09/1993,BRYAN HALL,2.0 Stars,2.0 Stars,Durable,50,40,45,80,-,-,55,-,45,-,-,-,-,-,-,96-98,35,No,2012,122
11335,28,07/08/1992,Li Fitchett,2.0 Stars,2.0 Stars,Fragile,45,65,45,-,35,50,45,-,-,45,-,-,-,-,-,90-92,35,No,2012,124
11348,31,01/11/1990,Mike Abshere,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2012,125
6132,38,05/07/1983,Andrew Cole,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,103
9520,30,03/27/1991,RAY GALVAN,2.0 Stars,2.0 Stars,Durable,45,50,40,50,45,-,-,-,45,-,30,-,-,-,-,92-94,55,No,2011,112
6770,36,03/21/1985,RICARDO ARREDONDO,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,101
1897,52,11/30/1968,Joe Hayenga,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,99
6313,42,12/31/1978,Mike Sutton,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,99
11643,24,08/20/1996,HANNA BIN RAGHIB,2.0 Stars,2.5 Stars,Normal,60,55,45,80,65,-,50,-,65,-,-,-,-,50,-,99-101,40,No,2015,125
11016,24,06/14/1996,CHRIS BRYANT,2.0 Stars,2.5 Stars,Fragile,75,50,45,65,55,50,-,65,80,-,-,-,-,-,-,93-95,25,No,2014,127
1845,53,01/04/1968,Chris Hale,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,101
13781,26,08/12/1994,ROB VAN ZANTEN,2.0 Stars,2.0 Stars,Normal,50,40,65,-,-,-,50,55,-,-,-,-,-,-,-,90-92,25,No,2017,128
11639,23,05/29/1997,TERUO WATANABE,2.5 Stars,2.5 Stars,Fragile,80,40,55,80,-,-,-,-,75,-,-,-,-,-,-,100+,30,No,2015,127
6746,41,03/10/1980,Alfredo Amado,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,105
9662,31,06/23/1989,IAN JINKERSON,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,116
8446,33,07/07/1987,ANDY WILKINSON,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,116
10877,27,04/01/1994,CORBIN KNIPPER,2.0 Stars,2.0 Stars,Fragile,60,65,30,80,40,-,50,-,-,75,-,-,-,-,-,96-98,40,No,2013,130
7545,36,08/21/1984,BILL SPENCER,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,108
8674,32,11/27/1988,RYAN RANDALL,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,112
10396,27,06/21/1993,Mike Schaub,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2012,134
817,55,05/21/1966,Bansika Vedati,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,107
5646,44,03/06/1977,Steve Logan,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,109
6117,38,08/30/1982,Jalen Johnson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,115
12939,23,07/08/1997,ALEX NARVAEZ,2.0 Stars,2.5 Stars,Normal,70,45,55,80,-,-,80,-,-,-,-,-,-,-,-,95-97,25,No,2016,138
1696,52,07/25/1968,Javier Oliveros,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,111
4650,42,10/10/1978,Ray Bandy,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,112
9218,31,03/16/1990,TRISTAN CIPOLLONI,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2012,140
9661,34,08/27/1986,CHRIS THRUSH,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,127
11600,25,04/29/1996,DUSHAN RACIC,2.5 Stars,2.5 Stars,Normal,45,50,50,45,45,45,-,40,-,-,-,40,-,-,-,93-95,50,No,2015,140
12967,23,08/04/1997,JAE-HEE KWAK,2.0 Stars,2.0 Stars,Normal,50,40,50,50,35,-,-,50,50,-,-,-,-,-,-,93-95,50,No,2016,144
13198,27,10/05/1993,CHRIS ANDRADE,2.0 Stars,2.0 Stars,Fragile,50,45,50,45,-,-,50,-,-,-,-,-,-,-,-,90-92,30,No,2016,145
6660,41,06/18/1979,MIKE CALLES,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,118
6478,37,11/10/1983,Vance Cox,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,115
5760,38,11/22/1982,ERNESTO MENDEZ,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,115
10922,25,05/26/1995,JASON DAVIS,2.5 Stars,2.5 Stars,Fragile,55,50,50,70,45,-,-,65,-,-,-,-,-,-,-,97-99,55,No,2013,142
12893,22,10/06/1998,Hiromichi Ono,2.0 Stars,3.0 Stars,Normal,55,50,60,70,60,-,-,65,-,-,-,-,-,-,-,95-97,65,No,2017,144
11015,25,08/09/1995,JIMMY CHRISTIANO,2.5 Stars,3.0 Stars,Durable,65,60,50,80,65,-,80,-,-,-,-,-,-,-,-,96-98,50,No,2014,145
8769,31,12/30/1989,PHIL MCCLENDON,2.0 Stars,2.0 Stars,Fragile,50,50,40,70,60,-,-,55,-,-,-,-,-,-,-,94-96,60,No,2011,131
12962,26,08/28/1994,JOSH CALLAHAN,2.0 Stars,2.0 Stars,Normal,45,40,45,45,45,-,45,-,-,-,-,-,-,-,-,91-93,35,No,2016,148
9138,31,07/26/1989,JAY FUNCK,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,131
10201,29,05/16/1992,Adam Miller,2.0 Stars,2.0 Stars,Fragile,50,50,45,70,-,-,55,-,-,-,-,-,-,60,-,95-97,55,No,2011,132
11479,29,05/13/1992,TRAVIS MOREHOUSE,2.0 Stars,2.0 Stars,Normal,65,45,45,70,-,-,75,-,-,75,-,35,-,-,-,95-97,25,No,2014,146
4773,43,05/12/1978,Gabe Zaragoza,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,116
7875,36,04/17/1985,CHRIS COLLINS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,132
10591,27,04/11/1994,JEFF FOOTE,2.0 Stars,2.0 Stars,Normal,60,40,45,80,50,-,-,60,-,-,-,-,-,-,-,97-99,30,No,2013,145
5610,43,08/08/1977,Chris Harrod,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,117
11380,28,11/15/1992,Eduardo Vallone,2.5 Stars,2.5 Stars,Normal,50,45,50,50,-,60,-,45,-,-,-,-,-,-,-,91-93,55,No,2012,148
12949,23,03/31/1998,PETE DRAPCHO,2.0 Stars,3.0 Stars,Fragile,55,55,60,75,65,-,50,-,-,-,-,-,-,-,-,94-96,70,No,2016,150
10100,27,08/28/1993,Andy Gallivan,2.0 Stars,2.0 Stars,Fragile,40,45,50,-,45,-,50,-,-,45,-,-,-,-,-,93-95,50,No,2011,134
8256,32,09/02/1988,MAUI TIKITIKI,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,133
10610,26,07/05/1994,SAL VALDEZ,2.0 Stars,2.0 Stars,Fragile,50,45,50,70,-,80,-,-,-,50,-,-,-,-,-,96-98,45,No,2013,147
11673,26,11/25/1994,KEEHAN GRIFFIN,2.5 Stars,2.5 Stars,Fragile,50,50,55,80,50,-,45,40,-,-,-,-,-,-,-,96-98,55,No,2015,149
9749,29,12/03/1991,PAT RIGLEY,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,134
6482,37,02/05/1984,Lee Yates,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,121
1062,54,02/19/1967,Ryan Dellinger,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,121
10818,27,09/19/1993,John Harris,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2012,152
5740,39,12/13/1981,JALEN MURPHY,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,121
11519,29,04/08/1992,BEN PEDUTO,2.0 Stars,2.0 Stars,Durable,45,40,50,50,-,-,-,35,-,50,-,-,35,-,-,92-94,45,No,2014,151
11003,25,07/13/1995,COREY STEGALL,2.0 Stars,2.5 Stars,Durable,70,55,45,80,-,80,-,65,70,45,-,-,-,-,-,95-97,50,No,2014,154
4951,42,05/06/1979,Dennis Edwards,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,125
8478,32,09/14/1988,AARON ELWIN,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,140
11608,24,03/02/1997,OTTON VAN DER VLUGT,2.5 Stars,2.5 Stars,Durable,55,50,45,60,50,-,45,50,75,-,-,-,-,-,-,93-95,50,No,2015,154
9224,31,04/08/1990,MICAH FERGUSON,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,141
6451,37,07/21/1983,JESSE HALL,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,127
10855,31,04/14/1990,TIM HORN,2.5 Stars,2.5 Stars,Durable,50,55,45,50,-,-,-,25,-,55,50,-,-,-,-,91-93,50,No,2012,157
5717,39,04/20/1982,Nick Swindle,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,126
2761,52,09/17/1968,Noah Anderson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,127
13786,23,10/30/1997,STEVE LOCKEN,2.0 Stars,2.0 Stars,Normal,45,50,60,45,-,-,45,45,-,45,-,-,-,-,-,92-94,40,No,2016,159
8316,32,08/21/1988,VICTOR RODRIGUEZ,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,133
10615,26,10/29/1994,CAMERON DAHL,2.0 Stars,2.0 Stars,Durable,50,30,45,65,35,80,55,-,-,-,-,-,-,-,-,94-96,60,No,2013,157
10627,26,04/13/1995,JOHN BOBROWICZ,3.0 Stars,3.0 Stars,Normal,75,40,65,80,65,-,-,-,-,-,-,-,-,80,-,97-99,30,No,2013,158
12297,25,10/19/1995,BRENNAN STEELE,2.5 Stars,2.5 Stars,Normal,65,40,50,80,55,-,-,-,40,-,-,-,-,55,-,96-98,45,No,2014,161
4972,45,07/13/1975,David Armstrong,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,129
9028,35,11/15/1985,JEFF WELCH,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,134
6649,42,12/13/1978,Brian Norberg,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,130
9664,35,05/21/1986,PABLO NAPOLES,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,151
10600,26,04/16/1995,BOBBY SETTLEMIRE,1.5 Stars,2.0 Stars,Fragile,60,45,45,80,65,-,-,-,70,-,-,-,-,-,-,95-97,35,No,2013,164
8312,32,09/20/1988,NICK THOMAS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,149
7680,34,03/29/1987,Randy Vogel,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,133
10563,26,05/03/1995,MARK HAMILTON,2.0 Stars,2.0 Stars,Normal,50,45,50,75,-,75,-,-,60,-,-,-,-,-,-,95-97,60,No,2013,165
6844,36,01/11/1985,RAY MEARS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2006,134
11379,30,10/19/1990,Donald Bom,2.5 Stars,2.5 Stars,Normal,50,35,60,55,60,-,-,-,-,45,-,-,40,-,-,92-94,40,No,2012,171
11425,29,05/29/1991,ADAM CARDUCCI,2.5 Stars,2.5 Stars,Normal,50,50,55,-,45,-,60,-,-,55,-,-,-,-,-,92-94,40,No,2013,166
8043,33,06/18/1987,JAKE EVERSON,2.0 Stars,2.0 Stars,Normal,55,35,50,55,-,-,-,55,-,-,-,-,-,-,-,93-95,55,No,2006,135
10613,26,08/25/1994,JAMIE ARTEAGA,2.5 Stars,2.5 Stars,Durable,70,35,55,80,70,-,-,-,-,75,-,-,-,-,-,99-101,50,No,2013,167
5411,39,09/18/1981,Paul Suchla,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,135
11725,26,05/11/1995,ZHUO-CHENG LEONG,2.0 Stars,2.0 Stars,Normal,50,45,50,50,35,-,-,-,-,50,-,-,-,-,-,93-95,30,No,2014,170
6294,43,03/23/1978,Kyle Marcello,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,136
9206,29,08/30/1991,BEN SMITH,1.5 Stars,1.5 Stars,Fragile,45,30,40,55,50,-,-,-,50,-,-,-,-,-,-,94-96,50,No,2012,173
11711,28,03/29/1993,CHRIS LING,2.0 Stars,2.0 Stars,Normal,50,50,45,50,-,-,-,-,-,-,-,-,50,-,-,91-93,25,No,2014,171
5733,39,09/13/1981,David Smiley,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,137
10045,29,06/03/1991,MIKE BERRY,2.0 Stars,2.0 Stars,Iron Man,45,50,45,45,-,-,40,-,-,45,-,-,-,-,-,90-92,55,No,2010,154
11779,25,05/19/1996,GUILLERMO MALDONADO,2.0 Stars,2.0 Stars,Durable,55,35,40,80,-,-,-,-,-,-,-,-,-,75,-,96-98,25,No,2015,171
6768,36,03/09/1985,PAUL RICHARDSON,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,140
12956,26,10/20/1994,CLARROS FRONTOURA,2.0 Stars,2.0 Stars,Normal,50,45,40,65,-,55,-,-,-,-,-,-,-,-,-,95-97,45,No,2017,173
9565,29,06/20/1991,CHRIS PORTER,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,155
5787,40,03/26/1981,Ruben Solis,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,139
12333,27,09/21/1993,BILLY STRICKLAND,2.0 Stars,2.0 Stars,Normal,50,45,45,55,-,-,-,45,-,55,-,-,-,-,-,92-94,30,No,2015,172
13013,23,02/07/1998,HALEWIJN VAN GINKEL,2.0 Stars,2.5 Stars,Normal,50,50,50,60,50,-,55,-,-,-,-,-,-,-,-,94-96,50,No,2016,175
6694,40,08/04/1980,JOSH GARRETT,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,142
7938,34,03/23/1987,RUTGER HAUER,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,159
9757,29,10/26/1991,ETHAN POPHAM,2.5 Stars,2.5 Stars,Normal,55,50,50,80,-,-,75,-,-,-,-,-,-,-,-,97-99,50,No,2010,156
11547,28,10/29/1992,GIANLUIGI SANGUINACCO,2.0 Stars,2.0 Stars,Durable,50,50,40,55,-,-,45,-,-,55,-,-,-,-,-,92-94,25,No,2014,174
326,55,10/04/1965,Chris DePriest,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,141
8765,32,03/27/1989,JASON WILLSON,2.5 Stars,2.5 Stars,Iron Man,45,50,40,-,50,50,-,-,35,50,-,-,-,-,-,92-94,80,No,2008,160
321,57,06/30/1963,Dan Mahon,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,142
9711,34,04/10/1987,BOBBY SCHLABACH,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,159
7000,36,12/15/1984,NATE SHRODE,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,144
12937,22,05/31/1998,KELLY VAN DEN HOED,2.0 Stars,2.5 Stars,Fragile,80,40,50,80,-,-,80,-,-,-,-,-,-,-,-,97-99,40,No,2016,178
6235,38,10/15/1982,Mick Jones,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,143
6067,38,12/23/1982,Tim Knapp,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,145
9771,28,07/16/1992,JIMMY WAGNER,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,159
5768,39,06/10/1981,Jeff Anderson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,144
11556,24,05/22/1997,IAN LEVORATO,2.0 Stars,2.0 Stars,Fragile,55,50,50,75,-,-,-,65,-,65,-,-,-,-,-,96-98,35,No,2015,177
9735,29,06/03/1991,STEVE LEWIS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,160
3312,47,11/02/1973,John Smith,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,144
11635,25,04/11/1996,SAMUEL JENKINS,2.0 Stars,2.5 Stars,Normal,55,45,65,-,70,70,-,-,75,75,-,-,-,-,-,93-95,70,No,2015,181
13788,26,11/02/1994,RIEMER KOPPELAAR,2.0 Stars,2.0 Stars,Normal,35,60,50,35,-,-,40,45,-,-,-,-,-,-,-,88-90,55,No,2016,184
11342,28,06/07/1992,Dimas Rushton,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2012,185
12354,24,05/17/1997,XAVIER FISHBURN,2.5 Stars,2.5 Stars,Normal,45,50,50,45,50,-,-,-,-,-,-,-,50,50,-,95-97,50,No,2015,182
13167,29,06/08/1991,KAMAL ABDUL-MUHAIMIN,2.0 Stars,2.0 Stars,Fragile,45,40,50,60,-,35,-,-,-,-,-,-,-,-,-,94-96,30,No,2015,183
11678,30,01/19/1991,CHRIS BOWMAN,2.0 Stars,2.0 Stars,Fragile,45,40,55,45,45,-,35,-,-,45,-,-,-,-,-,91-93,40,No,2013,182
8790,32,03/11/1989,MARK HESSINGER,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,169
11714,29,03/02/1992,SERGIO MARQUEZ,2.0 Stars,2.0 Stars,Normal,40,30,50,-,35,-,40,-,50,45,-,-,-,-,-,91-93,40,No,2014,184
13806,25,12/03/1995,Jason Adcock,2.0 Stars,2.5 Stars,Fragile,75,50,45,70,-,-,-,-,80,-,-,-,-,-,-,92-94,25,No,2018,187
7900,35,04/13/1986,Noah Darby,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,148
9545,28,08/30/1992,CODY MURPHY,2.0 Stars,2.0 Stars,Normal,45,40,55,50,50,-,-,-,-,-,-,-,-,55,-,93-95,50,No,2010,165
9090,30,06/03/1990,BRANDON PEARSON,2.0 Stars,2.0 Stars,Normal,45,35,50,60,45,-,60,30,-,-,-,-,-,20,-,94-96,55,No,2011,167
4878,43,08/25/1977,Carlos Balderama,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,148
3088,46,06/12/1974,Paul Hoyt,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,150
12248,23,06/20/1997,B.J. MONTALBETTI,2.0 Stars,3.0 Stars,Normal,80,45,50,80,-,-,-,-,-,-,-,-,80,-,-,97-99,35,No,2016,190
11610,24,05/27/1996,SRETEN KUKCENJAC,2.5 Stars,2.5 Stars,Normal,60,50,45,80,60,80,80,-,-,-,-,-,-,-,-,96-98,45,No,2015,188
9153,30,07/19/1990,JASON LERRO,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,170
4994,40,06/15/1980,Jimmy Priest,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,151
12276,28,11/24/1992,MAURIO STROVEGNI,2.0 Stars,2.0 Stars,Normal,50,45,50,50,-,-,-,-,50,-,-,-,-,-,-,91-93,25,No,2014,189
10146,29,04/15/1992,Ken Felber,2.5 Stars,2.5 Stars,Normal,50,45,50,50,50,-,55,50,55,-,-,-,-,50,-,95-97,55,No,2012,195
13212,28,01/18/1993,SANG-CHUL PARK,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2016,192
5736,39,07/10/1981,Danny Escobosa,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,155
7851,39,04/21/1982,CODY FENDER,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,154
8384,31,08/22/1989,BRUCE RAMSEY,2.0 Stars,2.0 Stars,Wrecked,75,20,55,75,50,-,-,-,80,-,-,-,-,-,-,94-96,40,No,2007,158
6673,41,06/17/1979,Reinprecht Schlitz,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,155
6640,38,11/29/1982,Danny Acevedo,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,154
9197,30,02/11/1991,BRENT CITO,2.0 Stars,2.0 Stars,Iron Man,50,40,45,65,50,-,-,50,-,30,-,-,-,-,-,94-96,60,No,2009,173
9063,31,08/24/1989,CHARLIE O'CONNOR,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,177
9346,35,07/22/1985,RICK PETERSON,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,159
6370,38,12/03/1982,JIM WASHER,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,155
8188,34,06/03/1986,JOHN BECKHAM,2.0 Stars,2.0 Stars,Iron Man,45,55,40,45,50,-,50,-,-,-,-,-,-,-,-,91-93,60,No,2006,156
1517,51,07/27/1969,Ryan Dunlay,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,155
12991,26,06/20/1994,MATT HALLBAUER,2.5 Stars,2.5 Stars,Normal,45,50,55,50,50,-,-,35,45,-,-,-,-,-,-,91-93,55,No,2016,195
11417,26,02/11/1995,MAXIMINO ROSSITO,2.0 Stars,2.0 Stars,Normal,60,25,45,80,-,70,-,-,-,-,-,-,-,-,-,94-96,20,No,2013,191
8378,32,08/23/1988,MATT HALL,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,161
4432,44,05/19/1977,Ramon Gutierrez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,157
12435,23,01/18/1998,KYUNG-BAE KIM,2.0 Stars,2.5 Stars,Normal,65,50,50,-,45,80,80,-,-,80,-,50,-,-,-,96-98,55,No,2016,197
