ID,POS,Name,DOB,Age,OVR,POT,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM,SctAcc
9623,SP,NICK SHEPHERD,02/16/1992,25,1.0 Stars,1.5 Stars,50,35,40,55,60,-,-,-,-,50,-,-,-,-,-,55,High
8591,SP,Karl Shi,12/13/1987,29,1.5 Stars,1.5 Stars,45,40,45,50,-,50,50,-,-,-,-,-,-,-,-,60,Very High
10042,RP,TIM SHIRLEY,03/23/1992,25,1.5 Stars,1.5 Stars,50,35,35,60,45,-,55,-,-,-,-,-,-,-,-,50,High
6684,RP,Ricky Shober,07/25/1982,35,1.5 Stars,1.5 Stars,35,50,55,-,35,30,-,-,40,40,-,-,-,-,-,40,Very High
11301,RP,Rikio Shoji,12/10/1995,21,1.5 Stars,1.5 Stars,45,30,45,45,50,-,-,-,-,-,-,-,50,-,-,35,Average
14443,RP,Dave Shore,05/18/2000,17,1.0 Stars,1.5 Stars,45,50,40,50,50,-,-,-,40,-,-,-,-,-,-,40,Very High
11055,RP,Ricky Sierra,12/27/1993,23,1.5 Stars,1.5 Stars,55,25,30,60,-,60,-,55,-,-,-,-,-,-,-,25,Very High
14435,RP,Oscar Silander,03/01/2000,17,0.5 Stars,1.5 Stars,60,55,25,65,-,-,60,-,-,-,-,-,-,-,-,35,Very High
9767,RP,JASON SILVER,10/30/1991,26,1.5 Stars,1.5 Stars,50,25,45,65,35,-,55,-,-,-,-,45,-,-,-,55,Very High
9460,SP,BILLY SIMONSEN,07/16/1991,26,1.0 Stars,1.5 Stars,50,35,45,55,-,-,55,50,45,-,-,-,-,-,-,50,Very High
11819,RP,Pacu Simovic,05/06/1995,22,1.5 Stars,1.5 Stars,40,35,40,45,30,-,-,-,45,-,-,-,-,-,-,35,Very High
9425,RP,Jeff Sims,02/15/1990,27,1.5 Stars,1.5 Stars,45,35,45,50,45,-,-,45,-,-,-,-,-,-,-,35,Very High
9736,SP,ERIC SINDEN,12/24/1991,25,1.5 Stars,1.5 Stars,50,40,50,65,35,40,-,-,-,60,-,-,-,-,-,40,Average
7372,SP,BILL SINGER,09/21/1986,31,1.5 Stars,1.5 Stars,45,45,45,55,55,-,55,-,-,-,-,-,-,-,-,45,Very High
12733,RP,Ostoja Skerlic,11/13/1996,20,1.5 Stars,1.5 Stars,45,45,35,45,50,-,50,-,-,-,-,-,-,-,-,60,High
10611,SS,JASON SMALL,04/05/1994,23,1.5 Stars,1.5 Stars,45,40,40,50,55,-,-,55,-,-,-,-,-,-,-,45,Very High
9206,RP,BEN SMITH,08/30/1991,26,1.5 Stars,1.5 Stars,50,35,35,55,60,-,-,-,55,-,-,-,-,-,-,60,Average
10427,SP,D.J. Smith,12/22/1993,23,1.5 Stars,1.5 Stars,45,45,40,55,-,-,50,50,-,-,-,-,-,-,-,50,Very High
10205,RP,Harrison Smith,12/20/1991,25,1.5 Stars,1.5 Stars,45,30,30,-,45,30,50,-,45,45,-,-,-,50,-,35,Very High
12835,RP,Howard Smith,02/04/1997,20,0.5 Stars,1.5 Stars,40,40,50,40,45,45,40,-,-,-,-,-,-,-,-,55,Very High
10924,RP,MIKE SMITH,08/26/1991,26,1.5 Stars,1.5 Stars,55,40,40,70,-,-,60,-,-,-,-,-,-,-,-,30,High
10967,SP,TONY SMITH,11/09/1995,21,1.5 Stars,1.5 Stars,50,45,45,50,-,-,50,55,-,-,-,-,-,-,-,40,High
12907,SP,Miguel Solis,10/28/1997,20,0.5 Stars,1.5 Stars,50,35,45,55,55,-,60,-,-,-,-,-,-,-,-,65,Low
10466,RP,Ramiro Soria,03/10/1991,26,1.5 Stars,1.5 Stars,45,40,40,40,60,35,-,50,-,50,-,-,-,-,-,40,Very High
11626,SP,TADE SPAANS,07/24/1996,21,0.5 Stars,1.5 Stars,45,50,45,45,35,-,-,-,50,-,-,45,-,-,-,60,Very High
14086,SP,Adam Spencer,08/15/1998,19,0.5 Stars,1.5 Stars,35,50,50,40,40,45,-,-,-,45,-,-,-,-,-,45,Average
10374,RP,Jason Spivey,05/13/1993,24,1.5 Stars,1.5 Stars,55,45,35,60,60,65,55,35,-,-,-,-,-,-,-,40,High
13837,RP,Borisav Srskic,11/18/1995,21,1.5 Stars,1.5 Stars,55,35,40,55,60,-,65,-,-,50,-,-,-,-,-,50,Very High
14310,RP,Matt Stackhouse,11/25/1999,17,0.5 Stars,1.5 Stars,40,30,40,45,40,40,-,40,-,-,-,-,-,-,-,40,Low
14057,RP,Borenko Stambolic,07/26/1998,19,0.5 Stars,1.5 Stars,35,45,50,-,45,40,-,35,-,-,-,-,-,-,-,65,Very High
12486,RP,Jack Standen,05/05/1996,21,1.5 Stars,1.5 Stars,45,40,30,50,45,-,45,45,-,-,-,-,-,-,-,50,Very High
13168,RP,Gareth Stapleton,06/26/1992,25,1.5 Stars,1.5 Stars,45,40,45,45,50,-,-,-,-,50,-,-,-,-,-,60,High
9509,RP,DUSTIN STEENSMA,08/17/1990,27,1.5 Stars,1.5 Stars,50,35,25,55,-,55,-,-,45,-,-,-,-,-,-,35,Very High
15335,RP,Ebert Steenstra,07/06/2001,16,0.5 Stars,1.5 Stars,50,35,30,45,-,-,50,-,-,-,-,-,-,-,-,30,Low
10443,RP,SCOTT STEWART,09/18/1993,24,1.0 Stars,1.5 Stars,55,30,25,65,45,-,60,-,-,-,-,-,-,-,-,50,Very High
10421,RP,Steve Stier,06/19/1993,24,1.5 Stars,1.5 Stars,45,30,60,-,35,45,45,45,50,-,-,-,-,-,-,30,High
14263,SP,Tito Stinzi,09/04/1998,19,0.5 Stars,1.5 Stars,45,50,45,45,50,45,-,45,-,-,-,-,-,-,-,65,Low
12243,RP,SCOTT STOKES,08/19/1997,20,1.5 Stars,1.5 Stars,45,45,40,50,50,-,-,45,-,-,-,-,-,-,-,65,Very High
10253,SP,Wes Stokes,08/04/1992,25,1.0 Stars,1.5 Stars,45,45,40,45,50,45,45,-,-,50,-,-,-,-,-,45,Very High
13986,RP,Harley Stone,06/08/1998,19,0.5 Stars,1.5 Stars,45,40,40,45,45,-,45,-,-,-,-,-,-,-,-,40,Average
12391,RP,BENJAMIN STRACHAN,02/22/1997,20,1.5 Stars,1.5 Stars,55,35,35,65,55,-,60,-,-,-,-,-,-,-,-,65,High
14580,SP,Howard Strauss,06/27/2001,16,0.5 Stars,1.5 Stars,35,50,45,40,50,-,-,-,-,45,-,-,-,-,-,45,High
15061,RP,Arend Struik,07/23/2001,16,0.5 Stars,1.5 Stars,40,30,45,45,-,-,40,-,-,-,-,-,-,-,-,30,Low
12376,RP,TAYLOR STUBBS,07/07/1997,20,0.5 Stars,1.5 Stars,45,35,45,50,-,-,-,45,-,45,-,-,-,-,-,35,Very High
12415,SP,RIC STUFI,02/11/1998,19,0.5 Stars,1.5 Stars,50,50,40,55,-,-,-,55,-,55,-,-,-,-,-,50,High
12560,SP,Harrison Sturgess,05/16/1996,21,0.5 Stars,1.5 Stars,45,40,40,60,50,-,55,-,-,-,-,-,-,-,-,60,Very High
15206,RP,Katsuaki Sugahara,03/04/2000,17,0.5 Stars,1.5 Stars,40,30,45,40,45,-,-,-,50,-,-,-,-,-,-,65,High
10677,RP,Akinami Sugita,04/06/1994,23,1.5 Stars,1.5 Stars,45,40,35,45,-,55,-,-,50,-,-,-,-,-,-,55,Average
10674,RP,Yuji Suzuki,10/20/1993,24,1.0 Stars,1.5 Stars,45,30,35,45,35,-,45,-,-,-,-,-,-,-,-,50,Very High
13096,SP,Killian Swyers,05/27/1999,18,0.5 Stars,1.5 Stars,45,35,50,55,-,45,-,45,-,-,-,-,-,-,-,70,Very High
14640,SP,Roger Taggart,06/21/1999,18,0.5 Stars,1.5 Stars,55,40,40,50,60,-,50,-,60,60,-,-,-,35,-,40,High
12582,RP,Daiki Takada,12/13/1996,20,0.5 Stars,1.5 Stars,40,35,35,45,45,35,-,40,-,-,-,-,-,-,-,45,Very High
14090,SP,AntoÕio Takahashi,03/09/1999,18,0.5 Stars,1.5 Stars,45,30,45,45,50,40,-,-,55,-,-,-,-,-,-,40,Very High
11056,RP,Yajirobei Takahashi,11/07/1990,26,1.5 Stars,1.5 Stars,45,35,30,45,-,50,-,45,-,-,-,-,-,-,-,35,Very High
10908,RP,ANDY TALBOT,01/09/1992,25,1.5 Stars,1.5 Stars,50,30,25,55,30,-,-,50,-,55,-,-,-,-,-,60,Very High
11499,SP,JOSH TALLEY,07/24/1992,25,1.0 Stars,1.5 Stars,50,30,50,50,35,45,50,55,50,-,-,-,-,-,-,55,Very High
12877,SP,Fujio Tanaka,01/22/1998,19,0.5 Stars,1.5 Stars,45,45,45,45,50,-,50,-,40,-,-,-,-,-,-,50,High
13130,SP,Nobumasa Tanaka,03/18/1997,20,0.5 Stars,1.5 Stars,45,35,45,45,60,-,35,50,-,-,-,-,-,-,-,35,Low
9693,SP,Dan Taylor,05/16/1990,27,1.5 Stars,1.5 Stars,45,30,45,55,50,-,45,-,50,-,-,-,-,-,-,50,Very High
10507,SP,William Taylor,03/29/1993,24,1.5 Stars,1.5 Stars,50,45,45,60,45,-,50,55,-,-,50,-,-,-,-,35,Average
10715,RP,Lauren Teekens,05/23/1994,23,1.5 Stars,1.5 Stars,45,35,45,-,45,50,45,50,45,-,-,-,-,50,-,40,Very High
13505,RP,Tony Tejeda,02/22/1998,19,1.0 Stars,1.5 Stars,50,40,35,45,45,50,-,50,-,-,-,-,-,-,-,55,Average
10846,CL,Juan Tello,10/27/1990,27,1.5 Stars,1.5 Stars,50,30,40,60,60,-,-,-,-,-,-,-,-,-,-,25,Very High
11441,RP,KASPER TEMMINK,04/29/1991,26,1.5 Stars,1.5 Stars,50,20,45,60,-,55,-,-,-,-,-,-,-,-,-,25,Very High
12656,SP,Hadde ten Veen,09/26/1996,21,0.5 Stars,1.5 Stars,45,50,45,45,50,-,45,45,-,-,-,-,-,-,-,45,Very High
10612,SP,NICK TESORIERO,08/13/1994,23,1.5 Stars,1.5 Stars,45,35,55,55,45,55,45,40,40,-,-,-,-,-,-,40,Very High
10089,RP,Joe Thacker,05/13/1992,25,1.5 Stars,1.5 Stars,45,25,45,50,-,-,50,-,-,-,-,-,45,-,-,60,Very High
8312,SP,NICK THOMAS,09/20/1988,29,1.5 Stars,1.5 Stars,45,40,40,55,45,-,-,50,-,-,-,-,-,-,-,60,Very High
14051,RP,Neil Thompson,08/31/1998,19,0.5 Stars,1.5 Stars,40,35,30,45,-,45,-,-,-,-,-,-,-,-,-,30,High
12077,RP,Roy Thompson,10/22/1995,22,1.5 Stars,1.5 Stars,50,40,45,55,50,-,-,50,-,-,-,-,-,-,-,40,Average
10145,RP,Walt Thompson,04/24/1993,24,1.5 Stars,1.5 Stars,60,30,35,65,-,50,-,60,-,45,-,-,-,-,-,60,Average
9546,RP,MATTHEW TODD,10/02/1991,26,1.5 Stars,1.5 Stars,40,30,45,-,35,-,45,40,-,45,-,-,-,-,-,55,Very High
12600,SP,Ryoji Toki,07/24/1996,21,0.5 Stars,1.5 Stars,45,45,45,50,55,-,-,-,45,-,-,55,-,-,-,65,Very High
12271,RP,ANGELINO TOMMASINI,10/13/1990,27,1.5 Stars,1.5 Stars,50,35,40,50,-,50,-,50,-,-,-,-,-,-,-,50,High
14659,SP,Joram Tonkes,08/07/1999,18,0.5 Stars,1.5 Stars,50,45,45,-,55,50,55,-,-,55,-,-,-,-,-,65,High
12186,RP,Danny Torres,11/25/1996,20,1.0 Stars,1.5 Stars,55,20,35,70,55,-,-,-,-,-,-,-,-,-,-,25,Very High
9820,SP,Franklin Torres,08/20/1991,26,1.5 Stars,1.5 Stars,50,40,40,65,50,-,55,-,-,-,-,-,-,-,-,45,Very High
10059,SP,LUIS TORRES,07/03/1988,29,1.5 Stars,1.5 Stars,40,35,60,45,45,50,-,35,-,-,-,-,-,-,-,40,Very High
10401,RP,Robby Torres,03/10/1993,24,1.5 Stars,1.5 Stars,45,40,45,55,-,-,50,45,-,-,-,-,-,-,-,45,Very High
14981,SP,Tony Torres,12/18/2000,16,0.5 Stars,1.5 Stars,40,35,45,45,50,45,45,45,-,-,-,-,-,-,-,50,Average
12913,RP,FIRMINO TORRITI,02/14/1993,24,1.5 Stars,1.5 Stars,45,30,45,45,45,-,-,50,-,-,-,-,50,-,-,55,Very High
10053,RP,DOUG TREE,04/04/1991,26,1.5 Stars,1.5 Stars,55,45,30,60,55,-,-,-,-,55,-,-,-,-,-,40,High
11089,RP,Juan Troche,02/09/1995,22,1.5 Stars,1.5 Stars,55,35,40,55,50,-,50,55,-,-,-,-,-,-,-,40,High
14123,RP,Bobby Trowsdale,10/15/1998,19,1.0 Stars,1.5 Stars,55,35,30,55,55,-,-,55,-,-,-,-,-,-,-,50,Average
13646,RP,Jimmy Trudel,12/06/1997,19,0.5 Stars,1.5 Stars,40,50,50,45,45,-,35,-,-,-,-,-,-,-,-,65,Very High
11481,RP,VINCE TSENG,07/24/1992,25,1.5 Stars,1.5 Stars,45,45,45,45,45,-,35,45,-,-,-,-,-,-,-,60,Very High
9106,SP,RON TURNBULL,06/13/1989,28,1.5 Stars,1.5 Stars,50,35,40,55,50,55,50,55,-,-,-,-,-,-,-,55,Very High
9552,SP,DARREN TUSING,06/25/1991,26,1.5 Stars,1.5 Stars,50,30,45,55,55,45,-,55,-,55,-,-,-,-,-,55,Very High
8367,SP,Rich Tyson,06/10/1988,29,1.5 Stars,1.5 Stars,50,30,45,50,50,60,-,-,-,55,-,-,-,-,-,50,Very High
9784,SP,DAVID ULRICH,12/18/1991,25,1.5 Stars,1.5 Stars,50,35,45,60,-,-,60,50,-,-,-,-,-,-,-,35,High
12606,RP,Naoya Umeda,08/06/1996,21,1.5 Stars,1.5 Stars,45,35,35,50,45,-,-,45,-,-,-,-,-,-,-,45,Very High
10505,RP,Habib Usaama,06/25/1993,24,1.5 Stars,1.5 Stars,45,30,35,50,35,-,-,-,45,-,-,-,-,-,-,40,Average
12168,RP,Jose Vaga,03/28/1996,21,1.5 Stars,1.5 Stars,50,40,45,60,-,55,-,-,-,-,-,-,-,-,-,30,Average
10481,RP,Hugo Vallejos,06/24/1993,24,1.5 Stars,1.5 Stars,50,30,35,55,-,-,-,45,-,55,-,-,-,-,-,45,Very High
9548,RP,JOHN VALLEY,11/03/1991,25,1.5 Stars,1.5 Stars,55,20,40,55,35,-,55,50,50,55,-,-,-,-,-,60,Very High
13386,SP,Roberto Valverde,09/02/1999,18,0.5 Stars,1.5 Stars,45,50,40,50,45,-,50,-,-,-,-,-,-,-,-,45,Very High
13694,RP,Casper van Ballegooijen,05/22/1998,19,1.0 Stars,1.5 Stars,45,35,35,50,40,-,45,45,-,50,-,-,-,-,-,50,Average
14932,RP,Luke van Beek,07/07/1986,31,1.5 Stars,1.5 Stars,50,25,45,50,45,65,-,-,-,-,-,-,-,-,-,45,Average
14117,RP,Kevin van Boven,03/26/1998,19,0.5 Stars,1.5 Stars,35,35,50,40,45,-,-,-,40,-,-,-,-,-,-,40,High
11050,RP,Riemer van Dam,07/15/1994,23,1.5 Stars,1.5 Stars,55,45,35,60,55,55,-,-,55,-,-,-,-,-,-,45,Very High
12441,SP,GIJSBERT VAN DE POL,01/29/1998,19,0.5 Stars,1.5 Stars,50,40,50,55,55,-,50,55,-,-,-,-,-,-,-,35,Very High
12937,RP,KELLY VAN DEN HOED,05/31/1998,19,1.5 Stars,1.5 Stars,55,35,40,65,-,-,70,-,-,-,-,-,-,-,-,40,Very High
12601,RP,Rens van den Tempel,10/29/1996,21,1.5 Stars,1.5 Stars,55,40,40,60,50,50,60,50,-,-,-,-,-,-,-,55,High
13493,SP,Leen van der Linden,12/29/1997,19,0.5 Stars,1.5 Stars,35,45,50,40,45,45,-,40,45,-,-,-,-,40,-,60,Average
14782,RP,Malcolm van der Poel,10/25/1999,18,0.5 Stars,1.5 Stars,35,50,50,45,45,-,-,35,-,-,-,-,-,-,-,50,Average
12569,RP,Addie van der Scheer,05/28/1996,21,1.5 Stars,1.5 Stars,45,45,40,45,55,50,-,-,50,-,-,-,-,-,-,45,Very High
11827,SP,Sergej van Goor,04/03/1995,22,0.5 Stars,1.5 Stars,40,50,40,45,35,55,-,45,-,-,-,-,-,-,-,55,Very High
15398,SP,Kelsey van Harten,08/20/2001,16,0.5 Stars,1.5 Stars,45,40,45,40,55,-,50,-,55,-,-,-,-,-,-,65,Low
14595,SP,Ryan van Kampen,10/30/2000,17,0.5 Stars,1.5 Stars,45,45,50,-,50,55,-,-,-,50,-,-,-,-,-,50,Very High
9280,SP,Jeroen van Rijen,07/29/1990,27,1.5 Stars,1.5 Stars,55,30,45,60,55,-,60,55,-,45,-,-,-,-,-,50,Very High
10554,RP,Gerold van Uden,03/13/1993,24,1.5 Stars,1.5 Stars,50,40,30,55,45,-,-,-,50,-,-,-,-,-,-,55,Very High
12244,SP,TIMMO VAN VLIJMEN,07/22/1998,19,0.5 Stars,1.5 Stars,45,45,40,50,50,-,50,-,-,-,-,-,-,-,-,35,Very High
14902,SP,Cobus van Zwienen,08/18/2000,17,0.5 Stars,1.5 Stars,40,50,45,45,50,40,-,-,50,-,-,-,-,-,-,65,Low
12424,SP,RAFAEL VARA,03/29/1997,20,0.5 Stars,1.5 Stars,60,50,35,70,60,-,-,65,-,-,-,-,-,-,-,50,Average
13728,RP,Jon Vargas,07/29/1998,19,0.5 Stars,1.5 Stars,55,30,45,55,55,-,-,-,-,60,-,-,-,-,-,30,Low
11420,RP,KEL VARNSEN,08/16/1994,23,1.5 Stars,1.5 Stars,50,30,35,50,50,-,-,45,-,-,-,-,-,-,-,75,Very High
13049,SP,Tony Vasques,11/13/1998,18,0.5 Stars,1.5 Stars,45,45,45,50,45,-,-,-,-,55,-,-,-,-,-,45,Very High
15271,SP,Mike Vazquez,10/09/2000,17,0.5 Stars,1.5 Stars,35,45,55,45,45,-,-,-,-,35,-,-,-,-,-,50,Low
10679,SP,Oscar Vega,04/23/1993,24,1.5 Stars,1.5 Stars,50,45,40,60,50,-,60,-,-,-,-,-,-,-,-,40,Low
14047,RP,Sergio Vega,09/03/1998,19,0.5 Stars,1.5 Stars,50,20,50,55,60,-,-,-,-,-,-,-,-,-,-,35,Average
12910,RP,Juan Velasquez,01/28/1998,19,0.5 Stars,1.5 Stars,45,45,45,45,35,-,-,-,-,45,-,-,-,-,-,45,Average
13653,SP,Mike Velez,03/27/1998,19,0.5 Stars,1.5 Stars,45,45,45,45,45,50,-,-,-,45,-,-,-,-,-,60,Average
12324,SP,KNUD VERBEEK,09/26/1993,24,0.5 Stars,1.5 Stars,45,35,45,50,-,-,50,-,-,50,-,-,-,-,-,45,Very High
11331,SP,Marcel Verkleij,03/29/1995,22,1.5 Stars,1.5 Stars,50,45,45,-,50,55,55,-,50,50,-,-,-,-,-,40,High
13438,RP,Godfrey Verwoert,06/05/1997,20,0.5 Stars,1.5 Stars,35,40,40,35,35,-,-,40,-,40,-,-,-,-,-,60,Very High
11877,SP,Eddy Victoria,05/09/1995,22,1.0 Stars,1.5 Stars,50,45,40,60,50,-,-,-,60,-,-,-,-,-,-,40,Very High
11494,SP,EDWIN VILLALOBOS,05/27/1995,22,1.5 Stars,1.5 Stars,60,40,40,65,-,-,70,60,60,-,-,-,-,-,-,35,Average
12603,RP,Jesus Villegas,06/21/1996,21,1.5 Stars,1.5 Stars,50,45,40,55,55,-,45,-,-,-,-,-,-,-,-,60,Very High
13005,SP,DARRYL VISSER,01/08/1994,23,0.5 Stars,1.5 Stars,40,35,50,45,45,-,45,-,-,45,-,-,-,-,-,50,Very High
10454,RP,Eric Visser,12/02/1992,24,1.5 Stars,1.5 Stars,45,25,35,55,45,-,50,-,-,-,-,-,-,-,-,50,Very High
15060,CL,Victor Vizcarrondo,09/16/2001,16,0.5 Stars,1.5 Stars,40,55,50,40,-,45,-,-,-,-,-,-,-,-,-,35,Average
14192,SP,Felipe Vooijs,01/04/1999,18,0.5 Stars,1.5 Stars,45,45,45,45,55,40,50,-,-,-,-,-,-,-,-,70,High
13421,RP,Frits Vuijk,12/08/1997,19,1.0 Stars,1.5 Stars,45,45,45,45,45,-,-,-,45,-,-,-,-,-,-,55,Very High
15119,RP,Momsilo Vukovic,09/01/2001,16,0.5 Stars,1.5 Stars,50,30,50,55,-,60,45,-,-,55,-,-,-,-,-,30,Average
14767,SP,Rauf Wa'il,12/03/1999,17,0.5 Stars,1.5 Stars,55,35,45,55,60,-,-,-,65,-,-,-,-,-,-,70,Average
9426,RP,ANDY WADDICK,07/29/1991,26,1.5 Stars,1.5 Stars,50,45,40,55,45,-,-,-,50,-,-,-,-,-,-,35,Very High
13588,RP,Isaac Waddingham,08/10/1998,19,0.5 Stars,1.5 Stars,50,35,45,45,55,-,-,-,-,50,-,-,-,-,-,45,Average
9381,RP,JOHN WALKER,12/09/1989,27,1.5 Stars,1.5 Stars,50,35,45,60,40,-,-,50,-,-,-,-,-,-,-,35,Very High
9226,SP,Jim Wangler,09/29/1990,27,1.5 Stars,1.5 Stars,45,25,55,55,-,-,50,55,-,-,-,-,-,-,-,55,Very High
15435,SP,Stuart Wardle,04/30/2001,16,0.5 Stars,1.5 Stars,45,35,45,45,55,-,45,55,50,-,-,-,-,-,-,65,Very Low
14302,RP,Drake Wareham,04/09/1999,18,0.5 Stars,1.5 Stars,50,40,40,55,50,55,-,55,-,-,-,-,-,-,-,35,Low
12224,RP,Bahir Waseem,01/11/1997,20,1.5 Stars,1.5 Stars,45,45,35,45,55,-,50,45,-,-,-,-,-,-,-,50,Very High
6370,SP,JIM WASHER,12/03/1982,34,1.5 Stars,1.5 Stars,45,45,45,50,-,-,-,-,55,-,-,40,-,-,-,55,Very High
11128,RP,Nate Wasilewski,10/30/1990,27,1.5 Stars,1.5 Stars,50,25,35,55,-,-,-,-,-,55,-,-,-,-,-,35,Average
15189,SP,Hisaaki Watanabe,08/13/2000,17,0.5 Stars,1.5 Stars,50,45,45,45,60,55,-,-,50,-,-,-,-,-,-,50,Low
12092,RP,Kosuke Watanabe,10/04/1996,21,1.5 Stars,1.5 Stars,50,35,35,55,35,40,-,50,-,-,-,-,-,-,-,35,Very High
14919,SP,Morihiko Watanabe,10/15/2000,17,0.5 Stars,1.5 Stars,45,40,50,45,60,-,-,-,45,-,-,-,-,-,-,50,High
14425,RP,Ryan Watkins,01/05/1996,21,0.5 Stars,1.5 Stars,40,35,45,40,-,-,-,40,-,45,-,-,-,-,-,30,Very High
11672,RP,GERD WEIJERS,06/08/1991,26,1.5 Stars,1.5 Stars,50,20,60,50,60,-,-,-,-,50,-,-,-,-,-,30,Average
13787,SP,JARED WELCH,07/18/1998,19,0.5 Stars,1.5 Stars,40,40,45,45,40,-,45,-,50,-,-,-,-,-,-,55,Very High
10035,RP,JARROD WELLS,05/02/1991,26,1.5 Stars,1.5 Stars,50,45,40,50,-,50,-,-,50,-,-,-,-,-,-,40,Very High
13774,SP,Dwayne West,06/22/1998,19,0.5 Stars,1.5 Stars,40,45,50,45,45,-,-,-,50,-,-,-,-,-,-,40,High
12683,RP,Jim Westra,11/08/1996,20,1.5 Stars,1.5 Stars,45,30,50,45,45,-,-,-,45,-,-,-,-,-,-,40,High
15156,SP,Will Wicks,02/04/2001,16,0.5 Stars,1.5 Stars,45,45,50,45,60,-,-,-,35,-,-,-,-,-,-,50,High
12401,SP,HARM WIEBENGA,03/14/1997,20,1.0 Stars,1.5 Stars,35,55,50,45,35,-,35,-,40,-,-,-,-,-,-,60,High
13448,RP,Graciano Will,07/03/1997,20,0.5 Stars,1.5 Stars,55,20,45,65,-,-,-,-,-,-,-,55,-,-,-,25,Very High
10694,RP,Dave Willerton,03/07/1994,23,1.5 Stars,1.5 Stars,55,30,35,60,-,55,-,55,-,-,45,-,-,-,-,55,Very High
10915,RP,RYAN WILLIAMS,01/26/1991,26,1.5 Stars,1.5 Stars,45,30,40,50,-,-,-,50,-,45,50,-,-,-,-,50,Very High
13356,SP,Jay Williamson,11/22/1998,18,0.5 Stars,1.5 Stars,40,50,50,45,45,-,-,-,-,45,-,-,-,-,-,40,Very High
10455,RP,Brandon Wilson,09/15/1992,25,1.5 Stars,1.5 Stars,50,25,30,60,45,-,-,-,-,55,-,-,-,-,-,45,Very High
10450,SP,John Wilson,05/26/1993,24,1.5 Stars,1.5 Stars,45,50,35,55,-,45,-,-,55,-,-,-,-,-,-,40,High
9572,SP,ALEX WILTZ,09/14/1991,26,1.5 Stars,1.5 Stars,55,25,55,60,65,60,35,-,60,-,-,-,-,-,-,55,Very High
10182,SP,Mike Wolfe,12/28/1992,24,1.5 Stars,1.5 Stars,45,35,55,50,45,-,-,55,-,-,-,-,-,-,-,55,Very High
7796,SP,Ben Wonnocott,06/27/1984,33,1.5 Stars,1.5 Stars,50,45,40,55,-,-,50,-,-,60,-,-,-,-,-,60,Very High
14970,SP,Jeff Wood,05/12/2001,16,0.5 Stars,1.5 Stars,40,50,45,45,50,-,40,-,-,-,-,-,-,-,-,75,Very High
11544,RP,ELIJAH WORTHY,11/22/1992,24,1.5 Stars,1.5 Stars,50,30,45,50,-,60,-,55,-,-,-,-,-,-,-,55,Very High
10595,RP,ADAM WRIGHT,05/18/1994,23,1.5 Stars,1.5 Stars,55,20,45,65,55,65,60,45,-,-,-,-,-,-,-,50,Very High
12403,SP,BENNY WRIGHT,05/06/1997,20,0.5 Stars,1.5 Stars,45,45,45,55,45,-,60,-,-,-,-,35,-,-,-,55,Average
10349,RP,Eisaku Xarito,08/08/1992,25,1.5 Stars,1.5 Stars,55,40,30,65,35,60,-,60,-,-,-,-,-,-,-,40,Very High
15170,SP,Ke-yong Xi,08/19/2000,17,0.5 Stars,1.5 Stars,50,45,40,50,55,-,40,-,60,-,-,-,-,-,-,40,High
13762,SP,Naomichi Yamada,10/24/1998,19,0.5 Stars,1.5 Stars,50,45,40,55,50,65,55,-,-,-,-,-,-,-,-,55,High
14319,SP,Bruno Yamamoto,05/30/1999,18,0.5 Stars,1.5 Stars,45,45,45,45,50,-,45,-,-,-,-,-,-,-,-,50,Average
12580,RP,Toshihiko Yamamoto,12/25/1996,20,1.5 Stars,1.5 Stars,60,30,40,65,60,-,-,-,-,65,-,-,-,-,-,35,High
13059,SP,Azzam Yasar,04/28/1998,19,0.5 Stars,1.5 Stars,60,40,40,65,60,75,40,45,-,-,-,-,-,-,-,65,Very High
13117,RP,Fukuzo Yasuda,04/10/1997,20,1.5 Stars,1.5 Stars,45,35,45,50,45,35,-,45,-,-,-,-,-,-,-,50,Very High
11607,RP,JOHN YOAKUM,04/02/1996,21,0.5 Stars,1.5 Stars,60,25,50,70,-,-,60,-,-,-,-,-,-,-,-,40,Very High
15306,SP,Chae-seong Yoo,11/25/2000,16,0.5 Stars,1.5 Stars,40,40,50,-,50,40,45,-,50,45,-,-,-,50,-,55,Low
10752,SP,Joon-ho Yoo,06/17/1994,23,1.5 Stars,1.5 Stars,45,50,40,50,50,-,55,45,-,-,-,-,-,-,-,50,High
11918,SP,Woo-jin Yoo,12/27/1995,21,0.5 Stars,1.5 Stars,45,35,45,50,55,-,50,-,-,-,-,-,-,-,-,55,High
10950,SP,JIM YOUNG,07/08/1994,23,1.5 Stars,1.5 Stars,45,40,45,55,35,-,-,-,50,-,-,-,-,-,-,25,Very High
9200,SP,PHIL YOUNG,02/22/1991,26,1.5 Stars,1.5 Stars,50,40,40,60,50,-,-,60,-,-,-,-,-,-,-,35,High
14658,SP,Rida Zaim,05/14/1999,18,0.5 Stars,1.5 Stars,45,40,45,40,45,50,45,45,50,-,-,-,-,-,-,50,High
11578,SP,Edwin Zapata,05/20/1996,21,1.0 Stars,1.5 Stars,50,35,50,65,55,-,-,45,45,-,-,-,40,-,-,45,Very High
