ID,Name,ORG,Lev,DOB,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,Sct,SctAcc,Draft,OA Pick
12746,Keith Blondell,STU,AA,01/12/1997,1.5 Stars,1.5 Stars,Fragile,40,40,40,50,40,-,-,35,-,-,-,-,-,-,-,92-94,45,Apr. 27th   2021,Low,0,0
10638,DEVIN BLUME,LON,AA,04/19/1995,1.5 Stars,1.5 Stars,Fragile,50,25,35,65,45,-,75,-,-,-,-,-,-,-,-,96-98,25,May 4th   2021,Low,2013,175
10823,SEAN BLUNT,-,-,06/27/1990,1.5 Stars,1.5 Stars,Durable,40,20,40,45,20,40,40,35,-,-,-,-,-,-,-,93-95,40,Apr. 25th   2021,Avg,2012,24
17221,Ted Blythe,NKO,INT,08/31/2003,0.5 Stars,1.5 Stars,Normal,35,30,40,35,45,-,-,45,-,-,-,-,-,-,-,87-89,65,Apr. 15th   2021,Low,0,0
15081,Macèo Boldrini,-,-,05/17/2001,0.5 Stars,1.5 Stars,Normal,40,30,50,45,40,40,-,40,-,-,-,-,-,-,-,90-92,45,Jan. 30th   2021,Low,0,0
14508,Louie Bolt,-,-,08/06/2000,0.5 Stars,1.5 Stars,Normal,45,40,25,65,-,-,35,-,30,-,45,-,-,-,-,92-94,40,Mar. 5th   2021,Low,0,0
15918,Davide Bonacelli,-,-,05/04/2001,0.5 Stars,1.5 Stars,Normal,35,30,30,35,35,35,40,-,30,-,-,-,-,35,-,87-89,75,Sep. 2nd   2020,Avg,0,0
14960,Epco Borgers,GAL,R,09/28/2000,0.5 Stars,1.5 Stars,Normal,35,25,35,-,30,-,40,-,30,35,-,-,-,35,-,90-92,35,May 2nd   2021,Avg,0,0
12646,Eligio Bottesini,GAL,AA,05/27/1997,1.5 Stars,1.5 Stars,Normal,45,30,45,50,45,-,50,40,40,45,-,-,-,-,-,94-96,40,Apr. 15th   2021,Low,0,0
17023,Matt Boucher,-,-,05/05/2005,0.5 Stars,1.5 Stars,Normal,50,30,20,55,-,-,-,-,50,-,-,-,-,-,-,89-91,30,Dec. 21st   2020,Low,0,0
15885,Shane Boulet,LON,INT,10/31/2001,0.5 Stars,1.5 Stars,Normal,40,30,20,40,45,45,45,-,45,-,-,-,-,-,-,87-89,40,May 26th   2021,Avg,0,0
12872,Emir Boulos,NKO,AAA,02/18/1997,1.5 Stars,1.5 Stars,Fragile,40,45,30,45,35,-,-,-,-,40,-,-,-,-,-,92-94,35,May 15th   2021,Low,0,0
16632,Benny Boyle,TOR,INT,06/23/2002,1.0 Stars,1.5 Stars,Normal,40,30,55,45,45,-,-,45,-,-,-,-,-,-,-,92-94,65,Jun. 5th   2021,Avg,0,0
15975,Aarão Bragana,CLE,AAA,07/26/2001,0.5 Stars,1.5 Stars,Fragile,40,35,45,50,45,-,40,-,-,-,-,-,-,-,-,92-94,60,Jun. 14th   2021,Avg,0,0
15318,Rhys Brear,-,-,06/23/2001,0.5 Stars,1.5 Stars,Normal,45,25,35,50,-,-,-,-,50,-,-,-,-,-,-,88-90,30,Jul. 10th   2020,Avg,0,0
14009,Sander Broersen,-,-,05/31/1998,0.5 Stars,1.5 Stars,Normal,45,20,20,60,40,35,-,-,45,-,-,-,-,45,-,95-97,40,Jun. 17th   2020,Avg,0,0
11726,ROY BRUCE,-,-,02/20/1993,1.5 Stars,1.5 Stars,Normal,55,30,40,55,45,-,-,-,-,60,-,-,45,-,-,94-96,35,Jul. 15th   2020,Avg,2014,221
13219,Joe Bryant,-,-,02/11/1994,1.5 Stars,1.5 Stars,Normal,65,20,40,55,-,-,70,-,-,-,-,-,-,-,-,92-94,25,May 1st   2021,Avg,2018,217
11926,Lorenz Buitenkamp,SMT,AAA,12/01/1995,1.5 Stars,1.5 Stars,Normal,50,40,40,55,-,-,-,55,55,45,-,-,-,-,-,94-96,40,Apr. 15th   2021,Low,0,0
13239,Curt Burden,RME,AA,07/21/1994,1.5 Stars,1.5 Stars,Normal,50,30,50,55,-,-,60,-,-,50,-,-,-,-,-,94-96,25,May 6th   2021,Low,2017,82
12493,Victor Burgos,-,-,12/09/1996,1.5 Stars,1.5 Stars,Normal,45,35,35,50,50,-,45,50,-,-,-,-,-,-,-,92-94,35,Jan. 20th   2021,Avg,0,0
17048,Clyde Burns,ADE,INT,01/20/2004,0.5 Stars,1.5 Stars,Normal,40,35,25,40,40,35,40,-,-,-,-,-,-,-,-,87-89,55,Apr. 13th   2021,Low,0,0
14895,Luis Bustos,LON,A,02/01/2000,1.0 Stars,1.5 Stars,Normal,40,50,45,45,35,-,50,-,45,-,-,-,-,-,-,91-93,35,Mar. 21st   2021,Low,0,0
12334,ORLANDO CABRERA,-,-,06/19/1993,1.5 Stars,1.5 Stars,Durable,45,20,40,50,45,-,45,-,-,40,-,-,-,-,-,92-94,30,Jul. 29th   2020,Avg,0,0
15176,Samuele Caccini,GAL,R,09/09/2000,0.5 Stars,1.5 Stars,Normal,40,25,40,-,45,50,-,-,-,-,-,-,-,-,50,92-94,60,Apr. 29th   2021,Low,0,0
15287,Beppe Cadalora,-,-,08/15/2001,0.5 Stars,1.5 Stars,Normal,40,20,50,45,60,-,-,-,-,-,-,-,-,40,-,88-90,45,Sep. 21st   2020,Avg,0,0
17059,John Cahill,VAN,INT,09/08/2003,0.5 Stars,1.5 Stars,Fragile,45,55,30,45,45,-,35,45,-,-,-,-,-,-,-,87-89,60,Feb. 27th   2021,Low,0,0
16575,Francisco Camargo,TOR,INT,11/16/2002,0.5 Stars,1.5 Stars,Normal,40,25,35,40,45,45,-,-,-,-,-,-,-,-,-,88-90,55,Feb. 23rd   2021,Low,0,0
11907,Yoelbi Campinho,-,-,12/16/1995,1.5 Stars,1.5 Stars,Normal,45,45,35,50,45,-,-,-,-,50,-,-,-,-,-,91-93,30,Jan. 7th   2021,Avg,0,0
17414,Ivan Campos,HAV,INT,05/22/2004,0.5 Stars,1.5 Stars,Normal,40,30,20,40,45,-,-,-,50,-,-,-,-,-,-,86-88,50,May 1st   2021,Low,0,0
13710,Carlos Canchola,TOK,AA,02/05/1998,1.0 Stars,1.5 Stars,Normal,50,25,20,80,30,50,-,-,55,-,-,-,-,-,-,96-98,30,May 7th   2021,Low,0,0
14605,Anton Cantu,-,-,07/01/1999,1.0 Stars,1.5 Stars,Normal,45,25,35,55,-,45,-,-,-,-,-,-,-,-,-,94-96,40,Jul. 16th   2020,Avg,0,0
17288,Eduardo Cantu,ADE,INT,06/20/2003,0.5 Stars,1.5 Stars,Normal,45,30,20,50,-,50,-,-,-,-,-,-,-,-,-,90-92,35,Apr. 5th   2021,Low,0,0
13340,Vicente Cantu,-,-,07/10/1998,1.0 Stars,1.5 Stars,Durable,45,30,30,65,40,50,50,-,-,-,-,-,-,-,-,98-100,30,Jan. 31st   2021,Low,0,0
17857,Jorge Carbajal,TOK,INT,11/29/2004,0.5 Stars,1.5 Stars,Normal,45,40,40,50,-,50,-,-,-,-,-,-,-,-,-,89-91,35,May 1st   2021,Low,0,0
12090,Gennarino Carnascialli,CUR,A,10/12/1996,1.5 Stars,1.5 Stars,Fragile,55,45,25,60,50,-,-,50,-,50,-,50,-,-,-,93-95,30,Jun. 8th   2021,Avg,0,0
16144,Santiago Carpio,TOK,INT,09/17/2001,0.5 Stars,1.5 Stars,Normal,40,30,45,40,50,-,-,45,-,-,-,-,-,-,-,88-90,45,Apr. 5th   2021,Low,0,0
14353,Frank Carrasco,-,-,07/05/1999,1.0 Stars,1.5 Stars,Normal,45,40,40,55,55,-,-,45,-,-,-,-,-,-,-,92-94,45,Aug. 12th   2020,Low,0,0
15995,Mike Carrera,STU,INT,08/14/2001,1.0 Stars,1.5 Stars,Normal,30,45,50,30,35,-,30,40,-,-,-,-,-,-,-,86-88,30,Mar. 25th   2021,Low,0,0
12024,Alex Carreras,-,-,11/10/1995,1.0 Stars,1.5 Stars,Fragile,40,20,30,-,40,40,45,-,40,40,-,-,-,40,-,89-91,55,Jul. 25th   2020,Avg,0,0
14035,Willie Carrola,-,-,03/14/1999,0.5 Stars,1.5 Stars,Durable,50,25,45,75,55,-,-,45,-,-,-,-,-,-,-,94-96,50,Aug. 15th   2020,Low,0,0
16022,Jose Casarez,LON,INT,11/16/2001,0.5 Stars,1.5 Stars,Normal,35,30,30,40,40,-,-,-,30,-,-,-,-,-,-,86-88,40,Apr. 16th   2021,Low,0,0
17877,Jordan Casoli,STU,INT,05/14/2005,0.5 Stars,1.5 Stars,Normal,35,25,45,40,35,35,35,-,35,-,-,-,-,35,-,88-90,65,May 19th   2021,Low,0,0
12006,Lílian Cassadora,LDN,AA,02/12/1996,1.5 Stars,1.5 Stars,Fragile,50,35,35,55,30,35,-,45,-,-,-,-,-,-,-,93-95,30,May 26th   2021,Avg,0,0
17543,Úrsula Castagnolli,GAL,INT,03/14/2004,0.5 Stars,1.5 Stars,Normal,45,20,50,45,50,45,45,-,45,-,-,-,-,-,-,88-90,50,May 7th   2021,Avg,0,0
11768,PABLO CASTANEDA,LDN,AA,07/23/1996,1.5 Stars,1.5 Stars,Normal,45,35,45,55,-,-,50,-,-,-,-,-,-,-,-,96-98,30,May 29th   2021,Avg,2018,166
16370,Francisco Castillo,DEN,R,06/28/2002,0.5 Stars,1.5 Stars,Normal,40,30,35,40,45,-,-,-,45,-,-,-,-,-,-,87-89,55,Jun. 10th   2021,Avg,0,0
12621,Francisco Castruita,DEN,AA,09/27/1996,1.5 Stars,1.5 Stars,Normal,40,40,40,40,30,40,-,40,35,-,-,-,-,-,-,92-94,50,Apr. 22nd   2021,Low,0,0
10894,ADAM CAVE,-,-,05/19/1994,1.0 Stars,1.5 Stars,Fragile,45,30,25,55,-,-,-,-,50,45,-,-,-,-,-,92-94,50,Dec. 25th   2020,Avg,2016,71
15675,Julian Ceron,-,-,03/30/2003,0.5 Stars,1.5 Stars,Normal,40,45,40,40,40,-,45,-,-,-,-,-,-,-,-,88-90,55,Jan. 31st   2021,Low,0,0
13558,Angelino Cerretti,-,-,02/06/1998,1.0 Stars,1.5 Stars,Normal,50,25,45,45,45,50,45,-,55,-,-,-,-,50,-,91-93,40,Feb. 17th   2021,Avg,0,0
11085,Kai Chapon,-,-,08/24/1995,1.5 Stars,1.5 Stars,Normal,50,30,30,80,35,-,-,60,-,-,-,-,-,-,-,96-98,40,Aug. 18th   2020,Avg,0,0
16754,Antony Chappell,STU,INT,09/11/2002,0.5 Stars,1.5 Stars,Normal,40,25,45,45,55,-,40,-,-,-,-,-,-,-,-,87-89,65,Mar. 21st   2021,Low,0,0
14892,Miguel Charro,HAV,R,07/10/2000,0.5 Stars,1.5 Stars,Fragile,45,25,20,55,40,-,-,-,-,-,50,-,-,-,-,95-97,35,Apr. 30th   2021,Avg,0,0
16864,Tom Charron,DUB,INT,09/26/2003,0.5 Stars,1.5 Stars,Normal,45,35,45,55,50,-,50,45,-,-,-,-,-,-,-,90-92,45,Apr. 15th   2021,Low,0,0
17482,Oliver Chatfield,-,-,12/08/2003,0.5 Stars,1.5 Stars,Normal,45,45,40,-,-,-,50,-,-,55,-,-,-,-,-,89-91,35,Apr. 15th   2021,Low,0,0
14958,Bobby Chavez,SMT,R,08/31/2000,1.0 Stars,1.5 Stars,Normal,40,40,35,45,35,-,-,40,-,-,-,-,-,-,-,90-92,35,Apr. 19th   2021,Low,0,0
12966,DAVID CHAVEZ,SMT,AAA,10/05/1997,1.5 Stars,1.5 Stars,Durable,35,30,45,30,-,-,30,40,35,-,-,-,-,-,-,88-90,50,Apr. 29th   2021,Low,2016,191
14334,Francisco Chavez,-,-,12/10/1998,1.0 Stars,1.5 Stars,Normal,50,50,30,70,55,-,-,45,-,-,-,-,-,-,-,93-95,45,Aug. 17th   2020,Low,0,0
13533,Gilles Checchinato,DEN,AA,07/16/1998,1.5 Stars,1.5 Stars,Normal,45,25,45,50,40,-,-,45,-,-,-,-,-,-,-,94-96,45,May 11th   2021,Low,0,0
16704,Sun-taek Cho,HAV,INT,06/21/2003,0.5 Stars,1.5 Stars,Normal,30,25,55,35,40,-,35,-,-,-,-,-,-,-,-,86-88,55,Jun. 9th   2021,Avg,0,0
15245,Kwang-sik Choi,-,-,02/05/2001,0.5 Stars,1.5 Stars,Normal,45,35,20,50,45,55,-,-,-,50,-,-,-,-,-,91-93,45,Oct. 2nd   2020,Low,0,0
16348,Min-hyuk Choi,-,-,04/08/1994,1.5 Stars,1.5 Stars,Normal,50,30,35,50,-,-,-,50,-,35,-,-,-,-,-,92-94,35,Dec. 18th   2020,Avg,0,0
16793,Milojica Cicic,VAN,INT,07/21/2003,0.5 Stars,1.5 Stars,Normal,40,50,40,45,45,45,40,-,-,-,-,-,-,-,-,89-91,45,Apr. 9th   2021,Low,0,0
13513,Marius Cipriani,-,-,08/23/1998,0.5 Stars,1.5 Stars,Fragile,45,25,20,50,35,-,40,45,-,-,-,-,-,-,-,93-95,45,Aug. 2nd   2020,Avg,0,0
14797,Rodolphe Citti,CUR,R,07/03/2000,1.5 Stars,1.5 Stars,Normal,50,35,40,50,50,65,50,-,-,-,-,-,-,-,-,92-94,25,Apr. 12th   2021,Low,0,0
17372,Sílvio Claramonte,VAN,INT,09/17/2003,0.5 Stars,1.5 Stars,Normal,50,45,35,45,55,-,-,60,-,-,-,-,-,-,-,90-92,50,Mar. 16th   2021,Low,0,0
12824,Pablo Clark,-,-,12/31/1996,1.0 Stars,1.5 Stars,Normal,40,25,40,40,40,45,40,-,-,-,-,-,-,-,-,88-90,65,Feb. 12th   2021,Avg,0,0
16196,Darren Clarke,NKO,INT,05/10/2002,0.5 Stars,1.5 Stars,Normal,45,30,25,55,35,45,50,-,-,-,-,-,-,-,-,91-93,50,Mar. 28th   2021,Low,0,0
13791,MATT CLAYTON,-,-,05/11/1994,1.5 Stars,1.5 Stars,Fragile,35,40,40,40,-,40,-,40,-,-,-,-,-,-,-,89-91,55,Sep. 2nd   2020,Avg,2017,200
14059,Norman Clow,-,-,02/06/1998,1.5 Stars,1.5 Stars,Fragile,50,25,55,45,55,45,40,-,60,50,-,-,-,-,-,90-92,45,Jun. 7th   2021,Avg,0,0
16753,Randall Colcott,DEN,INT,06/15/2003,0.5 Stars,1.5 Stars,Normal,35,25,55,35,40,35,35,-,35,-,-,-,-,-,-,88-90,55,Mar. 16th   2021,Low,0,0
16226,Dermott Cole,STU,A,04/22/1999,1.5 Stars,1.5 Stars,Normal,45,40,40,45,50,45,40,-,-,-,-,-,-,-,-,87-89,40,Apr. 12th   2021,Low,2021,243
12662,Joseph Coll,-,-,02/22/1997,1.5 Stars,1.5 Stars,Normal,55,30,40,65,45,-,-,-,-,60,-,-,-,-,-,95-97,30,Aug. 1st   2020,Low,0,0
14814,Brody Collins,-,-,09/10/2000,0.5 Stars,1.5 Stars,Durable,45,30,40,45,55,-,-,-,55,-,-,-,-,-,-,90-92,55,Aug. 6th   2020,Low,0,0
16321,Oisín Collins,-,-,08/17/2003,0.5 Stars,1.5 Stars,Durable,45,30,50,45,55,-,50,-,-,-,-,-,-,-,-,88-90,40,Jun. 6th   2021,Low,0,0
15088,Jose Colunga,DEN,A,04/12/2001,1.0 Stars,1.5 Stars,Normal,55,40,30,60,50,80,-,50,-,-,40,-,-,-,-,91-93,40,Apr. 5th   2021,Low,2021,236
14596,Rick Connett,-,-,12/04/2000,0.5 Stars,1.5 Stars,Durable,45,25,45,60,55,-,-,45,-,-,-,-,40,-,-,92-94,50,Mar. 5th   2021,Low,0,0
17810,Samuel Cooper,LON,INT,05/29/2004,0.5 Stars,1.5 Stars,Normal,40,30,20,40,40,50,40,-,-,-,-,-,-,-,-,87-89,65,Mar. 9th   2021,Low,0,0
15608,Fabroni Corbucca,-,-,09/09/2001,0.5 Stars,1.5 Stars,Normal,45,30,30,45,50,-,40,-,-,-,-,-,-,30,-,87-89,70,Jan. 30th   2021,Low,0,0
14250,Calvin Cornell,-,-,04/13/1999,1.0 Stars,1.5 Stars,Fragile,50,25,40,-,-,-,75,-,-,55,-,-,-,-,-,96-98,30,Aug. 11th   2020,Avg,0,0
15484,Juan Corneto,-,-,05/14/2000,0.5 Stars,1.5 Stars,Fragile,35,25,50,35,45,40,-,-,-,-,-,-,-,-,-,88-90,50,Aug. 8th   2020,Avg,0,0
15933,Alvaro Cortez,SMT,R,12/05/2001,0.5 Stars,1.5 Stars,Normal,40,30,40,40,50,-,-,-,50,-,-,-,-,-,-,86-88,35,May 9th   2021,Avg,0,0
13589,Bastien Cottolengo,HAV,AA,06/15/1998,1.5 Stars,1.5 Stars,Normal,45,40,35,55,45,-,-,-,40,-,-,-,-,-,-,93-95,35,May 28th   2021,Avg,0,0
14571,Dermot Cox,-,-,07/05/2001,0.5 Stars,1.5 Stars,Normal,80,35,20,80,50,-,-,-,-,-,-,-,-,-,-,97-99,25,Mar. 5th   2021,Low,0,0
11811,Gordon Crabtree,-,-,12/14/1995,1.5 Stars,1.5 Stars,Normal,45,30,25,55,35,-,50,40,-,-,-,-,-,-,-,94-96,45,Jul. 22nd   2020,Low,0,0
17294,Harold Creasey,CUR,INT,09/26/2003,0.5 Stars,1.5 Stars,Normal,40,25,25,45,50,-,-,-,40,-,-,-,-,-,-,86-88,50,May 12th   2021,Avg,0,0
17634,Francisco Cruz,-,-,07/25/2005,0.5 Stars,1.5 Stars,Normal,45,40,30,45,45,-,-,-,-,-,-,-,-,-,-,88-90,35,Dec. 30th   2020,Low,0,0
14796,Gertrudes Cruz,HAV,R,07/11/1999,1.0 Stars,1.5 Stars,Fragile,45,20,25,50,45,-,-,-,-,-,-,-,-,-,-,92-94,30,May 15th   2021,Avg,0,0
17200,Luis Cruz,TOK,INT,11/20/2003,0.5 Stars,1.5 Stars,Normal,35,40,45,40,35,40,35,-,-,-,-,-,-,-,-,87-89,50,Mar. 19th   2021,Low,0,0
14175,Luis Cruz,SMT,A,06/25/1999,0.5 Stars,1.5 Stars,Normal,45,35,45,55,50,-,50,-,-,-,-,-,-,-,-,92-94,55,Apr. 4th   2021,Low,0,0
14127,Ostoja Cubrilovic,-,-,10/31/1998,0.5 Stars,1.5 Stars,Fragile,25,25,40,45,35,-,-,-,-,-,-,-,-,-,-,93-95,25,Aug. 18th   2020,Low,0,0
14708,Declan Curnow,-,-,11/24/1999,0.5 Stars,1.5 Stars,Durable,40,25,50,40,35,45,45,-,-,-,-,-,-,-,-,89-91,35,Aug. 6th   2020,Avg,0,0
14063,Connor Curtis,-,-,03/12/1999,1.0 Stars,1.5 Stars,Normal,45,20,50,55,45,-,-,45,-,-,-,-,-,-,-,91-93,45,Jul. 27th   2020,Avg,0,0
13305,Cody Cyr,-,-,08/20/1998,1.0 Stars,1.5 Stars,Normal,35,45,20,40,20,-,-,30,-,-,-,-,-,-,-,90-92,30,Jan. 31st   2021,Low,0,0
13156,Mendel Daamen,-,-,08/07/1997,1.5 Stars,1.5 Stars,Normal,40,20,70,45,50,-,35,-,-,-,-,-,-,-,-,90-92,40,Jan. 9th   2021,Avg,0,0
16180,Alastair Darcy,SMT,INT,09/23/2002,0.5 Stars,1.5 Stars,Fragile,50,30,35,50,50,-,55,-,-,50,-,-,-,-,-,90-92,40,Mar. 8th   2021,Low,0,0
12433,IJSBRAND DE BRUIJN,-,-,10/19/1997,1.5 Stars,1.5 Stars,Normal,55,30,40,55,45,-,55,55,-,-,-,-,-,40,-,94-96,35,Jul. 31st   2020,Avg,2016,244
14533,Nalle de Graaf,-,-,08/30/1996,1.0 Stars,1.5 Stars,Normal,50,30,30,45,-,-,50,-,-,50,-,-,-,-,-,89-91,25,Mar. 15th   2021,Avg,0,0
13213,CESAR DE LEON,-,-,04/15/1996,1.0 Stars,1.5 Stars,Normal,45,30,45,50,50,-,40,-,-,-,-,40,-,-,-,91-93,60,Feb. 4th   2021,Avg,0,0
16581,Roberto de Leon,TOK,INT,01/21/2003,0.5 Stars,1.5 Stars,Normal,40,25,50,40,40,40,-,40,-,-,-,-,-,-,-,90-92,35,May 5th   2021,Avg,0,0
14690,Willie de Leon,-,-,03/05/2000,1.0 Stars,1.5 Stars,Normal,35,30,45,40,35,-,35,-,-,-,-,-,-,-,-,89-91,35,Jul. 12th   2020,Low,0,0
16492,Ijsbrand de Lijster,HAV,INT,01/02/2003,0.5 Stars,1.5 Stars,Normal,45,30,30,45,40,45,-,45,-,-,-,-,-,-,-,90-92,45,Jun. 14th   2021,Avg,0,0
17846,Roger De san miguel,LDN,INT,03/31/2004,0.5 Stars,1.5 Stars,Normal,40,25,50,45,45,-,-,45,-,-,-,-,-,-,-,87-89,50,Apr. 17th   2021,Low,0,0
17215,Eppe de Wind,STU,INT,06/05/2003,0.5 Stars,1.5 Stars,Normal,40,25,40,45,40,-,-,40,-,-,-,-,-,-,-,87-89,65,Apr. 18th   2021,Low,0,0
15547,Onne de Wit,-,-,10/01/2001,0.5 Stars,1.5 Stars,Normal,30,65,50,35,35,-,35,-,-,-,-,-,-,-,-,88-90,40,Mar. 28th   2021,Avg,0,0
13679,Coen de Zwart,-,-,12/27/1997,1.5 Stars,1.5 Stars,Normal,40,30,50,50,45,-,-,-,45,-,-,-,-,-,-,95-97,40,Nov. 15th   2020,Avg,0,0
10423,Pete Dean,-,-,11/26/1993,1.5 Stars,1.5 Stars,Fragile,55,30,35,-,60,-,-,-,55,50,-,-,-,-,-,94-96,30,Jun. 24th   2020,Avg,2012,50
13364,Ray Deckers,VAN,A,07/24/1998,1.5 Stars,1.5 Stars,Normal,50,45,40,60,-,65,-,-,-,-,-,-,-,-,-,94-96,30,Apr. 1st   2021,Low,2018,174
14528,Brad Dehn,CLE,AA,11/07/1996,1.5 Stars,1.5 Stars,Durable,50,40,40,-,-,65,-,-,-,60,-,-,-,-,-,92-94,25,May 24th   2021,Avg,2018,84
17362,Neville Dekker,CLE,INT,01/20/2004,0.5 Stars,1.5 Stars,Durable,35,25,40,40,45,-,-,-,40,-,-,-,-,-,-,87-89,60,Mar. 6th   2021,Low,0,0
15980,Juan Delgado,LAP,R,02/09/2002,1.0 Stars,1.5 Stars,Normal,50,30,40,50,45,-,-,-,-,50,-,-,-,-,-,91-93,45,Jun. 7th   2021,Avg,0,0
15237,Jean-Claude Denis,-,-,05/28/2001,0.5 Stars,1.5 Stars,Normal,45,30,45,60,50,-,45,-,-,-,-,-,-,-,-,89-91,45,Feb. 15th   2021,Low,0,0
13363,Edwin Deniz,-,-,05/13/1999,0.5 Stars,1.5 Stars,Normal,35,45,30,45,30,-,40,40,-,-,-,-,-,-,-,94-96,65,Jan. 31st   2021,Low,0,0
17602,Austin Dethridge,-,-,01/15/2005,0.5 Stars,1.5 Stars,Normal,50,30,45,60,50,-,60,50,-,-,-,-,-,-,-,89-91,45,Dec. 30th   2020,Low,0,0
14169,Hussein Dharr,LON,A,12/16/1998,1.5 Stars,1.5 Stars,Fragile,45,50,25,45,45,50,-,-,50,-,-,-,-,-,-,90-92,35,May 6th   2021,Low,0,0
14515,Sean Dial,HON,R,03/26/2001,0.5 Stars,1.5 Stars,Normal,60,30,20,80,50,-,-,45,-,-,-,25,-,40,-,96-98,35,Jun. 12th   2021,Avg,2019,138
14649,Santiago Diaz,-,-,03/29/2000,1.5 Stars,1.5 Stars,Normal,45,45,45,45,40,-,-,40,-,-,-,40,-,-,-,90-92,40,Aug. 29th   2020,Low,0,0
17803,Laurent Didier,DUB,INT,07/28/2004,0.5 Stars,1.5 Stars,Durable,50,45,30,55,45,50,-,45,-,-,-,-,-,-,-,90-92,70,Jun. 5th   2021,Avg,0,0
13110,Dave Diego,-,-,11/21/1997,1.5 Stars,1.5 Stars,Normal,45,50,20,45,40,45,-,45,40,-,-,-,-,50,-,93-95,55,Apr. 6th   2021,Avg,0,0
13086,Chris Dixon,DUB,AA,08/16/1998,1.5 Stars,1.5 Stars,Normal,45,45,40,45,35,-,40,40,-,45,-,-,-,-,-,91-93,40,Apr. 23rd   2021,Low,2017,148
14392,Aca Djuretic,-,-,01/05/2000,0.5 Stars,1.5 Stars,Normal,45,40,35,60,45,-,-,-,50,-,-,-,-,30,-,93-95,60,Aug. 26th   2020,Avg,0,0
14350,Ljuba Dobrica,DEN,AA,03/01/1998,1.5 Stars,1.5 Stars,Normal,35,35,35,40,30,-,35,40,-,-,-,-,-,-,-,91-93,55,Apr. 29th   2021,Low,0,0
16029,Tsuneharu Doi,STU,INT,01/06/2002,0.5 Stars,1.5 Stars,Normal,35,40,40,35,35,35,35,40,35,-,-,-,-,-,-,86-88,35,Apr. 28th   2021,Low,0,0
13120,Ramon Dominguez,-,-,11/18/1997,1.5 Stars,1.5 Stars,Fragile,50,30,25,55,50,55,60,-,55,-,-,-,-,65,-,93-95,25,Jun. 30th   2020,Avg,0,0
13235,Quentin Donalds,-,-,04/14/1997,1.5 Stars,1.5 Stars,Normal,40,40,35,50,40,40,-,-,-,-,-,-,-,35,-,94-96,50,Mar. 25th   2021,Avg,2017,93
17850,Alex Dones,-,-,12/28/2004,0.5 Stars,1.5 Stars,Fragile,40,20,35,45,45,-,-,45,-,-,-,-,-,-,-,87-89,55,Apr. 21st   2021,Avg,0,0
16604,Brando Donzelli,NKO,INT,01/19/2003,0.5 Stars,1.5 Stars,Normal,40,30,25,45,35,-,-,35,-,-,-,-,-,-,-,88-90,40,Mar. 10th   2021,Low,0,0
17556,Vittoriano Dore,GAL,INT,11/07/2004,0.5 Stars,1.5 Stars,Normal,35,35,50,35,40,35,-,40,-,35,-,-,-,-,-,86-88,40,May 19th   2021,Avg,0,0
17302,Urbano Dotto,TOR,INT,12/28/2003,0.5 Stars,1.5 Stars,Normal,35,45,45,-,-,35,-,-,-,35,-,-,-,-,-,87-89,35,Apr. 25th   2021,Low,0,0
14807,Damian Dowling,HON,R,08/14/2000,1.5 Stars,1.5 Stars,Normal,50,75,20,60,50,-,-,-,-,-,-,-,60,-,-,93-95,70,Jun. 2nd   2021,Avg,0,0
11576,ROBBY DROHAN,NKO,AA,05/29/1996,1.5 Stars,1.5 Stars,Normal,35,35,40,35,35,-,-,35,35,-,-,-,-,-,-,90-92,45,Apr. 10th   2021,Low,2015,238
13392,Harry Drost,NKO,A,07/21/1998,1.0 Stars,1.5 Stars,Normal,70,20,45,70,-,80,-,-,-,-,-,-,-,-,-,93-95,30,Apr. 8th   2021,Low,2021,234
17658,Ryan Duckworth,-,-,06/23/2006,0.5 Stars,1.5 Stars,Normal,40,30,30,40,-,-,-,35,-,40,-,-,-,-,-,88-90,35,Dec. 30th   2020,Low,0,0
14480,Alfie Duke,HON,R,08/16/2001,0.5 Stars,1.5 Stars,Normal,55,25,30,70,-,65,-,50,35,55,-,-,-,-,-,95-97,35,May 3rd   2021,Low,2019,238
16192,Phil Dunshea,AMS,INT,03/28/2002,0.5 Stars,1.5 Stars,Normal,35,35,40,35,45,-,-,35,45,-,-,-,-,-,-,87-89,45,Feb. 25th   2021,Low,0,0
15132,David Durand,-,-,05/31/2000,1.0 Stars,1.5 Stars,Normal,30,35,45,30,40,-,30,-,-,-,-,-,-,-,-,86-88,40,Apr. 19th   2021,Avg,0,0
17239,Jop Durieux,NKO,INT,06/23/2003,0.5 Stars,1.5 Stars,Normal,45,30,40,55,50,-,55,-,-,-,-,-,-,-,-,89-91,60,May 7th   2021,Avg,0,0
14071,Jörg Ebner,-,-,08/07/1998,1.0 Stars,1.5 Stars,Normal,45,25,30,70,45,-,-,40,-,-,-,-,-,-,-,98-100,40,Jul. 11th   2020,Low,0,0
16766,Henry Edwards,DUB,INT,05/29/2003,0.5 Stars,1.5 Stars,Normal,35,25,50,45,35,-,-,-,40,-,-,-,-,-,-,89-91,45,Apr. 17th   2021,Low,0,0
