STU P,MOV P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VT
45,45,40,45,45,-,35,40,40,45,-,45,-,-,-,-,-,93-95
45,45,65,50,45,-,40,50,45,-,-,45,-,-,-,-,-,90-92
45,40,40,45,40,45,55,-,35,-,-,-,-,-,-,-,-,89-91
45,50,50,45,50,50,50,-,-,-,-,-,-,-,50,50,-,95-97
45,40,25,40,40,40,-,45,-,45,-,-,-,-,-,-,-,89-91
45,50,45,50,50,-,50,50,45,45,40,-,-,-,-,-,-,91-93
45,50,45,45,50,50,50,-,-,-,-,50,-,-,-,-,-,91-93
45,45,30,40,45,55,55,-,-,-,-,-,-,-,-,-,-,93-95
45,45,45,45,45,45,55,-,60,-,-,-,-,-,-,-,-,93-95
45,45,55,50,40,50,-,-,-,50,-,50,-,-,-,-,-,92-94
45,45,35,40,45,45,45,45,-,45,-,-,35,-,-,-,-,91-93
45,45,40,45,45,50,-,50,-,25,-,25,-,-,-,-,-,91-93
45,40,30,35,45,55,45,-,-,-,50,-,-,-,-,-,-,94-96
45,50,50,45,50,40,50,-,-,45,-,-,-,-,-,-,-,89-91
45,50,50,45,50,55,50,-,40,-,-,-,-,-,-,-,-,93-95
45,40,35,35,40,-,-,50,-,-,-,50,-,-,-,-,-,92-94
45,40,40,40,40,45,35,50,-,-,45,-,-,-,-,-,-,92-94
45,50,45,40,50,50,55,-,-,40,-,45,-,-,45,-,-,93-95
45,50,45,45,50,50,50,50,-,-,45,-,-,-,-,-,-,92-94
45,45,30,40,45,80,40,-,-,45,-,-,-,-,-,-,-,97-99
45,40,55,45,40,50,50,-,50,45,-,-,-,-,-,35,-,91-93
45,45,40,45,45,45,45,-,-,45,-,-,-,-,-,-,-,92-94
45,45,45,40,50,45,50,-,-,-,-,50,-,-,-,-,-,91-93
45,45,45,45,45,40,50,-,-,-,-,55,-,-,-,-,-,90-92
45,50,50,45,50,45,40,50,-,50,-,-,-,-,-,-,-,92-94
45,45,40,40,45,50,55,-,-,50,-,-,-,-,-,-,-,91-93
45,45,30,45,45,45,50,40,45,-,-,-,-,-,-,-,-,91-93
45,45,45,50,40,50,30,-,-,50,-,-,50,-,-,-,-,94-96
45,45,35,45,45,50,45,-,-,50,-,-,-,-,-,-,-,93-95
45,45,45,40,50,50,45,55,45,-,-,-,-,-,-,-,-,92-94
45,55,45,45,60,50,45,-,40,-,50,-,-,-,-,-,-,93-95
45,45,45,40,45,55,50,-,-,-,50,-,-,-,-,-,-,94-96
45,50,45,45,50,50,35,35,45,45,-,45,-,-,-,-,-,92-94
45,65,45,50,70,45,55,-,-,-,55,-,-,-,-,-,-,89-91
45,50,35,40,50,55,50,-,40,-,-,-,-,-,-,-,-,93-95
45,40,45,40,40,50,45,45,-,-,-,-,-,-,-,35,-,94-96
45,55,55,45,60,45,45,40,45,40,40,-,-,-,-,-,-,92-94
45,50,50,45,50,45,50,-,45,45,-,-,-,-,-,-,-,90-92
45,55,45,45,60,50,45,-,-,50,-,-,-,50,-,-,-,93-95
45,50,50,45,50,50,50,-,-,-,50,-,-,-,-,-,-,92-94
45,40,50,40,40,45,40,-,40,40,-,45,-,-,-,-,-,91-93
45,40,50,45,40,50,-,-,55,-,50,-,-,-,-,-,-,93-95
45,35,45,40,35,50,40,40,-,45,40,-,-,-,-,50,-,94-96
45,50,50,50,50,60,-,-,-,50,-,50,-,-,-,-,-,96-98
45,40,45,40,40,45,45,45,-,-,45,-,-,-,-,-,-,90-92
45,45,40,40,45,55,50,-,40,-,-,-,-,-,-,-,-,93-95
45,45,50,45,50,45,45,-,-,45,-,50,-,-,-,-,-,94-96
45,45,40,40,50,-,-,50,-,-,-,55,-,-,-,-,-,93-95
45,45,55,45,40,50,50,-,-,-,50,-,-,-,-,-,-,91-93
45,45,30,40,45,50,40,-,-,-,45,-,-,-,-,-,-,95-97
45,50,55,45,50,50,40,-,50,-,-,45,-,-,-,-,-,93-95
45,45,20,45,45,55,55,-,40,-,-,-,-,35,-,-,-,93-95
45,40,20,40,35,45,-,-,45,-,-,50,-,-,-,-,-,89-91
45,40,50,45,40,45,45,50,-,45,-,-,-,-,-,-,-,90-92
45,45,60,45,50,50,50,-,-,-,-,-,-,-,-,50,-,92-94
45,50,45,50,50,-,55,-,-,50,-,50,-,-,-,-,-,91-93
45,50,45,50,50,55,50,-,60,-,-,-,-,-,-,-,-,94-96
45,65,70,50,70,-,50,40,-,55,50,-,-,-,-,-,-,94-96
45,60,75,45,65,45,65,-,50,-,-,-,-,-,-,-,-,88-90
45,45,40,40,45,50,50,-,-,-,-,-,-,-,50,-,-,91-93
45,50,50,40,50,50,35,-,-,-,-,45,-,40,-,45,-,94-96
45,45,25,40,45,45,40,55,50,-,-,-,-,-,-,-,-,90-92
45,50,40,45,50,65,45,35,-,40,35,-,-,-,-,-,-,94-96
45,35,20,45,35,50,50,-,-,-,-,-,-,-,-,-,-,92-94
45,50,55,45,55,50,55,-,-,-,-,-,-,-,-,-,-,91-93
45,45,45,40,45,60,45,50,-,45,-,-,-,-,-,-,-,98-100
45,50,55,50,50,50,55,-,55,-,-,-,-,-,-,-,-,93-95
45,30,35,40,30,50,35,-,50,40,-,-,-,-,-,-,-,94-96
45,45,25,40,50,50,-,40,-,50,-,50,-,-,-,-,-,93-95
45,45,45,40,50,75,45,55,-,-,-,-,-,-,-,35,-,97-99
45,55,50,50,60,45,60,-,-,-,-,45,-,-,-,-,-,88-90
45,45,50,45,45,50,50,-,-,40,-,-,-,-,-,-,-,91-93
45,45,45,40,50,50,-,-,-,-,50,-,-,45,-,-,-,93-95
45,45,45,40,50,50,45,-,-,50,-,-,-,-,-,-,-,92-94
45,40,30,45,40,65,50,-,-,45,-,-,-,-,40,-,-,94-96
45,45,50,40,45,50,50,-,-,-,35,-,-,-,-,-,-,92-94
45,40,35,45,40,45,50,-,-,-,50,-,-,-,-,-,-,93-95
45,55,45,45,65,50,45,-,45,40,-,40,-,-,-,-,-,94-96
45,45,45,40,45,45,55,45,40,-,-,-,-,-,-,-,-,89-91
45,45,25,40,45,40,50,45,35,-,50,45,-,-,-,-,-,90-92
45,50,35,45,55,45,60,-,-,50,-,-,-,-,-,-,-,88-90
45,45,70,55,45,55,35,50,-,-,-,-,-,-,-,-,-,94-96
45,50,35,45,50,50,-,-,-,50,-,50,-,-,-,-,-,91-93
45,45,45,40,50,55,55,-,60,-,-,-,-,-,-,-,-,93-95
45,35,25,35,35,50,40,-,40,50,-,-,-,-,-,-,-,93-95
45,45,35,45,45,60,-,-,45,-,-,-,-,-,-,-,-,95-97
45,45,55,40,45,50,50,55,40,-,-,-,-,-,-,-,-,92-94
45,50,55,45,50,50,50,50,-,-,-,-,-,-,-,-,-,92-94
45,55,45,55,55,35,50,45,-,45,-,45,-,-,-,-,-,90-92
45,45,50,45,50,50,45,-,40,-,-,45,-,-,-,-,-,93-95
45,45,50,45,45,50,55,-,35,-,-,-,-,-,-,-,-,91-93
45,40,40,45,40,65,45,-,-,40,-,-,-,-,-,-,-,94-96
45,35,35,45,35,50,35,-,-,40,-,-,-,-,-,-,-,95-97
45,50,50,50,50,45,-,-,55,45,-,-,-,-,-,-,-,93-95
45,50,55,45,50,-,-,-,50,-,-,55,-,-,-,-,-,93-95
45,50,45,45,50,50,45,-,50,45,-,-,-,-,-,-,-,93-95
45,50,50,40,50,45,50,-,45,-,-,-,-,-,-,-,-,89-91
45,35,25,45,30,50,-,-,-,-,55,45,-,-,-,-,-,92-94
45,50,40,45,50,50,50,-,-,45,-,-,-,-,-,-,-,93-95
45,50,30,45,60,-,40,40,45,45,35,-,-,-,-,35,-,91-93
45,40,30,40,45,45,50,-,-,-,50,-,-,-,-,-,-,89-91
45,45,45,45,45,-,45,50,50,-,35,45,-,-,-,-,-,93-95
45,45,40,40,50,45,-,50,-,40,-,-,-,-,-,-,-,92-94
45,45,30,45,45,45,50,45,45,-,45,-,-,-,-,-,-,90-92
45,50,45,50,50,50,-,-,-,-,45,-,-,-,-,-,-,91-93
45,45,50,45,45,50,50,-,-,50,-,-,-,-,-,-,-,92-94
45,50,45,45,50,50,55,-,55,-,-,-,-,50,-,-,-,93-95
45,50,40,45,55,50,-,-,45,45,45,-,-,-,-,-,-,92-94
45,45,45,40,50,45,55,35,-,50,-,-,-,-,-,-,-,91-93
45,40,45,40,35,55,50,-,-,40,-,-,-,-,-,-,-,93-95
45,35,45,45,30,45,45,-,-,45,-,-,-,-,-,-,-,89-91
45,45,40,40,45,50,45,50,-,-,-,45,-,-,-,-,-,92-94
45,55,50,50,55,-,45,-,60,-,-,55,-,-,-,-,-,92-94
45,50,45,45,55,45,55,-,-,35,-,-,-,-,-,-,-,90-92
45,45,25,45,45,55,-,50,-,-,-,-,-,-,-,-,-,95-97
45,45,50,45,45,45,50,50,35,-,-,-,-,-,-,-,-,88-90
45,50,40,50,50,50,-,-,-,55,-,45,-,-,-,-,-,92-94
45,55,50,45,60,-,55,45,-,-,20,50,-,-,-,50,-,93-95
45,45,40,40,45,45,45,-,45,-,-,-,-,-,-,-,-,91-93
45,45,45,40,45,-,45,50,50,-,45,50,-,-,-,45,-,94-96
45,45,25,45,45,50,50,-,50,-,-,45,-,-,-,-,-,93-95
45,45,45,40,45,45,45,-,50,-,45,-,-,-,-,-,-,92-94
45,45,45,40,50,45,50,-,-,50,-,-,-,-,-,-,-,91-93
45,45,35,40,45,60,35,-,50,-,45,-,-,-,-,-,-,96-98
45,50,45,45,50,55,55,-,-,45,-,-,-,-,-,-,-,94-96
45,50,35,45,55,50,55,-,55,-,-,-,-,-,-,-,-,91-93
45,45,40,50,45,40,60,-,50,-,65,-,-,-,-,-,-,90-92
45,40,45,40,40,70,-,-,50,-,-,50,-,-,-,-,-,98-100
45,40,50,40,40,60,40,-,-,50,-,-,-,40,-,-,-,96-98
45,40,50,50,35,55,50,-,-,-,50,-,-,-,-,-,-,94-96
45,50,50,45,50,55,50,-,-,45,-,45,-,-,-,-,-,95-97
45,45,40,40,50,60,55,-,-,50,-,-,-,-,-,-,-,93-95
45,50,35,50,55,45,40,-,45,50,-,-,-,-,-,-,-,90-92
45,30,20,45,30,50,-,-,-,-,50,-,-,-,-,-,-,92-94
45,45,55,50,45,50,55,-,55,-,-,-,-,-,-,-,-,91-93
45,45,45,45,45,50,50,-,40,-,-,-,-,-,-,-,-,93-95
45,40,40,40,40,55,45,50,40,-,-,-,-,-,-,-,-,94-96
45,45,35,40,50,50,45,50,-,50,-,-,50,-,-,-,-,92-94
45,50,40,50,55,45,50,-,35,-,-,45,-,-,-,-,-,91-93
45,45,40,45,50,50,50,-,55,-,-,-,-,-,-,-,-,92-94
45,45,40,45,50,45,45,-,50,50,-,-,-,-,-,-,-,92-94
45,50,50,40,50,50,45,-,-,-,55,-,-,-,-,-,-,92-94
45,50,50,45,50,55,50,-,-,-,-,50,-,-,-,-,-,93-95
45,50,25,45,50,45,50,-,45,50,-,-,-,-,-,-,-,92-94
45,45,30,45,45,50,45,50,-,40,-,-,-,-,-,-,-,92-94
45,45,45,40,45,55,45,-,-,40,-,-,-,-,-,-,-,92-94
45,50,55,45,50,50,50,55,-,-,40,-,-,-,-,-,-,92-94
45,50,40,50,45,50,50,35,-,50,-,-,-,-,-,-,-,92-94
45,45,40,40,45,-,45,45,50,-,45,45,-,-,-,-,-,92-94
45,45,45,50,45,45,-,-,-,55,-,25,50,-,-,-,-,94-96
45,30,25,40,30,50,45,-,55,-,-,-,-,-,-,-,-,93-95
45,45,35,40,45,-,45,45,50,-,50,50,-,-,-,-,-,95-97
45,45,35,45,50,50,65,-,-,-,50,-,-,-,-,-,-,90-92
45,50,45,45,50,50,50,-,50,50,-,-,-,-,-,25,-,91-93
45,30,30,45,25,45,45,-,45,-,45,-,-,-,-,-,-,89-91
45,50,45,45,50,50,-,-,-,50,-,50,-,-,-,-,-,92-94
45,45,50,45,45,45,40,45,-,-,50,-,-,-,-,-,-,94-96
45,50,40,45,50,45,45,-,-,45,-,-,-,-,-,-,-,90-92
45,35,35,40,35,55,45,-,-,50,-,-,-,-,-,-,-,95-97
45,50,50,40,50,45,45,45,50,-,45,-,45,-,-,-,-,93-95
45,50,50,50,50,-,50,-,45,-,-,45,40,-,-,45,-,89-91
45,45,45,40,45,45,35,-,-,-,-,40,-,-,-,-,-,94-96
45,45,50,45,45,45,45,45,45,45,-,-,-,-,-,-,-,91-93
45,45,45,40,45,-,45,50,45,-,-,40,-,-,-,-,-,91-93
45,55,45,45,65,45,50,-,-,35,-,-,-,-,-,40,-,89-91
45,40,40,40,40,50,-,-,-,50,-,50,-,-,-,-,-,92-94
45,50,35,45,50,50,50,-,55,-,-,-,-,-,-,-,-,94-96
45,50,35,40,50,50,45,-,50,50,-,-,-,-,-,-,-,92-94
45,45,45,40,45,55,55,-,-,-,-,-,-,-,-,45,-,92-94
45,40,45,40,40,50,45,-,50,-,-,-,-,-,-,-,-,92-94
45,35,50,40,35,45,45,-,50,45,-,-,-,-,-,-,-,92-94
45,45,40,45,45,45,35,50,-,50,-,-,-,-,-,-,-,89-91
45,40,45,45,40,45,45,-,50,-,-,-,55,-,-,-,-,92-94
45,40,40,45,40,55,45,-,50,-,-,-,-,-,-,-,-,93-95
45,55,40,50,60,50,50,-,50,45,-,-,-,-,-,-,-,93-95
45,50,40,45,55,50,50,-,50,-,-,-,-,-,-,-,-,92-94
45,50,60,50,50,-,55,-,50,50,-,-,-,-,-,-,-,93-95
45,30,45,45,30,45,35,-,45,-,-,40,-,30,-,-,-,93-95
45,45,35,45,45,50,40,-,-,-,35,-,-,-,-,-,-,95-97
45,45,35,45,45,40,45,35,45,-,45,-,-,-,-,-,-,90-92
45,35,25,45,35,45,-,-,45,-,-,-,-,-,-,-,-,93-95
45,50,45,40,50,45,50,45,45,45,-,50,-,-,-,-,-,91-93
45,45,40,40,45,50,50,-,50,40,-,-,-,-,-,-,-,92-94
45,45,50,50,45,45,-,-,40,-,-,45,-,-,-,-,-,90-92
45,40,40,45,35,45,45,-,-,45,-,-,-,-,-,-,-,90-92
45,50,45,50,50,50,-,-,-,50,-,35,-,-,-,-,-,91-93
45,35,45,45,30,45,50,-,-,35,-,-,-,-,-,-,-,88-90
45,45,45,40,50,45,60,-,-,-,50,-,-,-,-,-,-,91-93
45,50,50,40,50,50,-,-,50,-,-,-,-,-,-,-,-,91-93
45,65,35,50,75,50,55,50,55,-,-,-,-,-,-,-,-,92-94
45,35,40,40,35,70,45,-,55,40,-,-,-,45,-,-,-,98-100
45,35,20,45,35,40,50,-,50,-,-,-,-,-,-,-,-,89-91
45,45,40,45,45,50,45,50,50,45,-,-,-,-,-,-,-,92-94
45,40,55,40,40,45,50,-,50,-,-,-,-,-,-,-,-,91-93
45,45,25,45,45,45,45,45,40,-,40,40,-,-,-,-,-,91-93
45,40,45,40,40,55,40,30,50,-,-,-,-,-,-,-,-,94-96
45,40,45,45,40,50,50,50,50,-,50,-,-,-,-,40,-,91-93
45,40,35,40,40,45,50,-,-,-,40,-,-,-,-,-,-,89-91
45,50,45,40,50,50,45,-,-,-,50,-,-,-,-,-,-,94-96
45,60,30,50,65,50,65,-,-,-,-,55,-,-,-,-,-,90-92
45,30,30,45,20,45,-,-,45,-,-,-,-,-,-,-,-,91-93
45,45,25,40,45,50,45,45,50,45,45,-,-,-,-,-,-,92-94
45,50,40,45,55,50,50,50,40,-,-,-,-,-,-,-,-,93-95
45,50,40,40,55,45,60,50,-,50,-,-,-,-,-,-,-,90-92
45,40,35,40,40,50,45,-,50,-,-,-,-,-,-,-,-,92-94
45,50,50,45,50,55,45,-,-,-,-,50,-,-,-,-,-,93-95
45,45,40,45,45,45,45,50,-,50,45,-,-,-,-,45,-,91-93
45,45,45,40,45,45,40,-,-,45,-,-,-,-,-,-,-,94-96
45,50,55,55,50,55,35,-,60,-,-,-,-,-,-,-,-,95-97
45,45,30,50,45,55,-,-,-,50,-,50,-,-,-,-,-,94-96
45,45,30,40,50,50,45,-,40,50,-,-,-,-,-,-,-,92-94
45,40,40,45,35,50,45,-,50,-,-,45,-,-,-,-,-,92-94
45,45,50,45,50,50,-,50,-,50,-,-,-,-,-,-,-,94-96
45,30,30,35,30,50,50,-,-,-,-,-,-,-,-,55,-,91-93
45,50,80,45,55,40,50,-,40,50,50,-,-,-,-,-,-,88-90
45,45,40,40,50,45,45,-,45,-,-,45,-,-,-,-,-,91-93
45,35,35,40,30,50,40,55,-,-,-,-,-,-,-,50,-,94-96
45,35,50,40,35,50,50,-,-,35,-,-,-,-,-,-,-,91-93
45,45,45,40,45,45,35,-,50,45,-,-,-,-,-,-,-,90-92
45,50,45,45,50,75,50,-,45,-,-,-,-,-,-,-,-,95-97
45,45,45,45,50,45,55,50,-,50,-,-,-,-,-,-,-,91-93
45,40,40,45,40,45,45,-,45,45,45,-,-,-,-,-,-,89-91
45,40,25,45,35,45,-,50,-,-,-,-,-,-,-,-,-,91-93
45,45,30,45,45,45,-,50,-,-,-,-,-,-,-,-,-,93-95
45,50,50,40,50,50,50,40,-,-,-,-,-,-,-,50,-,94-96
45,45,55,50,45,65,-,50,50,-,-,-,-,-,-,-,-,95-97
45,45,35,40,45,45,50,45,45,-,-,50,-,-,-,-,-,91-93
45,50,50,45,50,50,45,-,-,-,50,-,-,-,-,-,-,91-93
45,50,50,45,55,40,40,50,40,45,-,-,-,-,-,-,-,91-93
45,45,50,45,45,45,50,-,35,-,-,-,-,-,-,-,-,91-93
45,50,40,45,50,-,35,50,45,40,-,40,-,-,-,-,-,93-95
45,50,50,45,50,45,45,45,45,45,-,45,-,-,-,-,-,90-92
45,40,30,40,40,50,45,-,-,40,-,-,-,-,-,-,-,93-95
45,50,50,45,50,50,55,-,-,-,35,-,-,-,-,-,-,90-92
45,45,50,45,45,45,50,-,-,-,-,50,-,-,-,-,-,91-93
45,30,20,40,30,50,-,-,50,-,-,-,-,-,-,-,-,93-95
45,50,45,50,50,65,50,-,-,-,35,-,-,-,-,-,-,94-96
45,20,25,45,20,45,-,-,45,-,-,-,-,-,-,-,-,90-92
45,45,50,40,45,50,-,-,50,45,-,-,-,-,-,-,-,93-95
45,45,45,45,45,55,-,55,-,50,-,-,-,-,-,-,-,95-97
45,40,35,40,35,50,45,50,-,50,-,-,-,45,-,-,-,93-95
45,40,35,45,40,45,50,-,40,-,50,-,-,-,-,-,-,90-92
45,45,25,45,45,50,45,-,-,-,45,-,-,-,-,-,-,93-95
45,45,45,45,50,50,65,-,-,55,-,-,-,-,-,-,-,90-92
45,45,45,45,45,45,50,-,50,-,-,-,-,-,-,-,-,90-92
45,50,45,45,50,65,55,-,-,40,-,-,-,-,-,-,-,95-97
45,40,20,40,40,50,50,55,-,-,35,-,-,-,-,-,-,91-93
45,40,25,40,40,55,45,-,-,-,-,55,-,-,-,-,-,94-96
45,45,45,45,50,50,50,45,50,50,-,-,-,-,-,-,-,93-95
45,45,20,40,45,45,45,-,-,-,50,-,45,-,-,-,-,89-91
45,45,45,45,45,80,40,-,60,-,-,-,-,-,-,-,-,100+
45,50,40,45,50,60,-,35,-,-,-,-,-,-,-,-,-,94-96
45,40,30,40,40,50,45,45,45,-,40,-,-,-,-,45,-,94-96
45,50,40,40,50,45,55,-,45,-,-,-,-,-,-,-,-,88-90
50,50,65,45,55,50,35,50,50,-,50,-,-,-,-,55,-,94-96
50,45,30,40,45,60,55,-,60,-,-,-,-,-,-,-,-,94-96
50,40,55,45,40,65,50,-,-,-,-,-,-,-,-,65,-,94-96
50,40,25,45,40,-,45,-,50,-,55,60,-,-,-,-,-,92-94
50,50,45,50,50,60,45,-,-,-,50,-,-,-,-,-,-,93-95
50,45,45,50,45,70,50,-,-,-,-,60,-,-,30,-,-,94-96
50,45,35,45,45,50,30,-,-,-,55,-,-,-,-,-,-,94-96
50,80,80,55,80,-,-,-,55,65,-,-,-,-,-,-,-,92-94
50,45,50,40,45,55,50,60,-,40,-,-,-,-,-,-,-,93-95
50,40,45,45,40,55,45,35,50,50,-,-,-,-,-,-,-,93-95
50,50,40,45,50,50,55,-,50,-,-,-,-,-,-,-,-,91-93
50,50,30,45,55,55,70,-,-,-,70,-,-,-,60,55,-,93-95
50,40,50,40,40,60,-,-,-,40,-,55,-,-,-,-,-,94-96
50,40,40,40,40,-,45,65,55,-,-,55,-,-,-,-,-,94-96
50,55,50,45,60,60,50,-,-,50,70,-,-,-,-,-,-,94-96
50,35,40,40,35,65,45,60,65,-,-,-,-,-,-,-,-,98-100
50,40,45,40,40,50,50,-,50,-,50,50,-,-,-,50,-,92-94
50,45,45,40,50,65,50,-,65,-,-,-,-,-,-,-,-,95-97
50,45,45,45,45,60,50,-,70,-,-,-,-,45,-,-,-,94-96
50,50,30,50,50,50,-,60,-,55,-,-,-,-,-,-,-,91-93
50,50,55,45,50,50,55,-,-,-,65,-,-,-,-,-,-,91-93
50,45,40,50,45,65,55,-,-,50,-,-,-,-,-,-,-,95-97
50,45,40,45,45,50,60,-,50,-,-,50,-,-,-,-,-,91-93
50,50,45,50,55,65,55,-,-,-,-,60,-,-,-,-,-,94-96
50,50,55,50,50,60,45,-,-,55,-,-,-,-,-,55,-,94-96
50,50,50,55,50,65,50,-,-,65,-,-,-,-,-,-,-,94-96
50,45,30,45,45,55,45,50,-,40,50,-,-,-,-,-,-,93-95
50,50,40,50,50,-,50,-,-,-,60,60,-,-,-,-,-,92-94
50,50,45,45,50,50,-,-,-,40,-,50,-,-,-,-,-,91-93
50,45,35,45,50,55,-,-,55,60,-,-,-,-,-,-,-,93-95
50,50,50,45,50,-,-,55,-,-,-,80,-,50,-,-,-,96-98
50,50,40,50,50,55,50,40,-,60,-,-,-,-,-,-,-,92-94
50,40,40,45,40,60,45,-,-,-,-,55,-,-,-,-,-,94-96
50,40,35,40,40,60,55,-,40,-,65,-,-,-,-,-,-,93-95
50,45,35,40,45,60,60,-,-,-,40,-,-,35,-,-,-,93-95
50,25,35,45,20,70,45,-,75,-,-,-,-,-,-,-,-,95-97
50,50,55,45,50,50,-,-,-,40,-,70,-,-,-,-,-,91-93
50,50,45,50,50,75,55,-,-,-,-,-,-,-,75,-,-,96-98
50,50,50,45,55,60,50,40,60,-,-,-,-,-,35,-,-,93-95
50,50,45,55,50,50,60,60,45,50,-,-,-,-,-,-,-,91-93
50,50,55,55,50,70,-,-,55,50,-,-,-,-,-,-,-,95-97
50,45,45,45,45,60,50,-,45,-,-,-,-,-,-,-,-,93-95
50,45,50,45,45,50,-,-,55,60,-,-,-,-,-,-,-,91-93
50,50,40,45,50,-,45,60,65,-,55,60,-,-,-,-,-,94-96
50,30,25,50,20,60,45,50,65,-,50,-,-,-,-,-,-,96-98
50,50,75,45,55,65,50,-,-,-,-,65,-,-,-,-,-,96-98
50,45,35,45,45,55,60,-,60,-,-,-,-,-,-,-,-,92-94
50,45,25,40,45,75,55,-,-,-,-,-,-,-,-,-,-,95-97
50,45,40,40,45,75,55,-,-,-,-,-,-,-,-,-,-,96-98
50,45,35,45,45,55,-,70,-,-,-,-,-,-,-,-,-,93-95
50,50,30,55,50,60,50,-,65,40,-,-,-,-,-,-,-,95-97
50,35,50,40,30,60,45,-,-,-,-,60,-,-,-,-,-,94-96
50,55,40,45,65,-,-,-,50,55,-,-,-,-,-,-,-,90-92
50,45,40,45,50,50,50,-,70,-,60,-,-,35,-,-,-,94-96
50,30,25,45,25,70,-,-,60,-,-,-,-,-,-,-,-,95-97
50,35,45,45,35,50,50,50,-,-,55,-,-,-,-,-,-,90-92
50,50,45,45,55,50,-,65,-,-,-,-,-,-,-,-,-,91-93
50,40,20,50,35,65,50,-,60,-,-,55,-,-,-,-,-,95-97
50,45,35,45,45,55,55,35,-,-,75,-,-,-,-,-,-,93-95
50,40,40,40,40,55,45,-,-,45,-,-,-,-,-,-,-,95-97
50,40,30,45,40,55,55,-,-,-,70,-,-,-,-,-,-,92-94
50,50,45,50,50,75,-,80,-,-,-,55,-,-,-,-,-,96-98
50,50,50,50,50,55,35,55,-,50,40,-,40,-,-,-,-,94-96
50,50,55,45,50,-,55,60,60,-,55,55,-,-,-,-,-,93-95
50,45,45,40,45,60,50,-,-,55,-,-,-,-,-,-,-,93-95
50,45,30,45,50,55,-,-,70,-,-,-,-,-,-,-,-,94-96
50,50,35,45,50,70,60,60,55,-,50,-,-,-,-,-,-,95-97
50,40,45,45,40,55,-,55,-,-,55,-,-,-,-,-,-,94-96
50,45,45,45,45,-,50,45,70,-,-,65,-,-,-,-,-,95-97
50,45,45,45,45,60,-,65,-,-,-,-,-,-,-,-,-,94-96
50,45,50,45,50,50,50,-,-,-,40,-,-,50,-,-,-,91-93
50,45,45,50,45,50,55,-,-,-,-,55,-,-,-,-,-,92-94
50,45,40,40,50,75,-,60,-,-,-,-,-,-,-,-,-,96-98
50,45,55,45,50,65,65,-,45,-,-,-,-,-,-,-,-,94-96
50,50,45,45,55,55,70,-,-,65,-,-,-,-,-,-,-,92-94
50,50,30,45,55,55,40,45,45,45,40,-,-,-,-,-,-,95-97
50,45,30,45,40,50,65,-,-,45,-,-,-,-,-,-,-,90-92
50,45,40,50,45,55,40,-,50,50,-,-,50,-,-,-,-,94-96
50,40,40,45,40,60,50,-,-,45,-,-,-,-,-,-,-,93-95
50,50,50,40,50,50,55,-,-,65,-,-,-,-,-,-,-,95-97
50,45,50,40,45,45,45,80,-,-,50,-,-,-,40,-,-,95-97
50,45,45,45,40,55,55,-,55,-,40,-,-,-,-,-,-,92-94
50,50,45,45,50,50,40,-,55,-,-,30,-,-,-,-,-,91-93
50,50,25,45,50,70,60,-,-,45,-,-,-,-,-,-,-,94-96
50,45,20,35,45,50,45,35,-,-,50,-,-,-,-,-,-,92-94
50,50,45,40,55,65,55,-,55,-,60,-,-,-,-,-,-,94-96
50,45,40,45,45,-,50,-,55,-,-,65,-,-,-,-,-,93-95
50,50,50,45,50,65,50,80,-,-,40,-,-,-,-,-,-,95-97
50,45,45,40,50,80,65,-,-,-,-,-,-,-,50,-,-,96-98
50,35,40,40,35,55,-,-,-,50,-,55,-,-,-,-,-,94-96
50,40,30,45,40,65,-,-,-,50,-,50,-,-,-,-,-,98-100
50,50,45,45,50,50,-,-,-,-,50,-,-,-,-,-,-,91-93
50,45,45,45,45,55,-,-,-,45,-,55,-,-,-,-,-,92-94
50,45,50,45,45,55,-,-,-,55,-,-,-,-,-,60,-,94-96
50,45,45,40,45,60,45,-,-,40,-,-,-,-,-,-,-,93-95
50,40,70,55,40,60,55,75,-,45,-,-,-,45,-,-,-,93-95
50,45,45,50,45,80,50,-,-,-,65,-,-,-,-,-,-,97-99
50,50,50,45,50,65,50,-,-,-,-,40,-,-,70,-,-,94-96
50,55,40,45,60,80,55,-,-,60,-,-,-,-,-,-,-,96-98
50,45,50,50,45,55,60,-,65,-,-,-,-,-,-,-,-,93-95
50,45,45,55,45,55,-,70,-,-,45,-,-,-,-,-,-,93-95
50,50,50,50,55,50,55,-,40,55,-,-,-,-,-,-,-,91-93
50,50,35,45,50,55,65,-,60,-,-,-,-,-,-,-,-,93-95
50,45,40,50,45,80,-,50,-,-,-,-,-,-,-,-,-,95-97
50,45,25,45,50,50,-,-,-,45,-,50,45,-,-,-,-,94-96
50,55,55,50,55,55,-,-,-,45,-,-,-,-,-,-,-,93-95
50,45,35,45,45,55,55,-,50,-,-,-,-,-,-,-,-,93-95
50,35,45,45,30,70,55,-,-,45,-,-,-,-,-,-,-,94-96
50,50,45,45,50,50,40,50,50,50,45,-,-,-,-,-,-,94-96
50,45,40,50,45,50,-,-,50,50,-,-,-,-,-,-,-,92-94
50,50,50,45,55,55,50,-,-,50,-,50,-,-,-,-,-,93-95
50,45,45,50,45,55,-,-,50,50,-,-,-,-,-,-,-,92-94
